Form,Temper,tensile_strength,thermal_conductivity,Cu,Pb,Zn,Fe,P,Ag,As,O,Sb,Te,Ni,Bi,Cd,sn,S,Mn,Zr,Mg,Co,Al,Be,Cr,Si,Ti,Ca,Li,B,C
sheet & strip,Hard,80,191,99.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0.25,0,0,0,0,0,0
products,Spring,94.3,201,99.23,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.05,0.1,0,0,0.1,0,0.3,0.02,0,0,0,0,0
products,1/2 Hard and Precipitation Heat Treated,83,179,99.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0
wire,Hard and Precipitation Heat Treated,65.3,185,99.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0.25,0,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,74,85,99.3315,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0.65,0,0,0,0,0,0
rod,Precipitation Heat Treated or Spinodal Heat Treated and Hard,83,85,99.3315,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0.65,0,0,0,0,0,0
rod,Precipitation Heat Treated or Spinodal Heat Treated and Hard,81,187,98.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1,0,0,0,0,0,0
rod,Precipitation Heat Treated or Spinodal Heat Treated and Hard,79,187,98.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1,0,0,0,0,0,0
rod,Spinodal Hardened-Low Strength (ATLS),65,187,98.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1,0,0,0,0,0,0
wire,Precipitation Heat Treated or Spinodal Heat Treated and 1/2 Hard,68,187,98.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1,0,0,0,0,0,0
wire,Precipitation Heat Treated or Spinodal Heat Treated and 1/2 Hard,69,187,98.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1,0,0,0,0,0,0
wire,Precipitation Heat Treated or Spinodal Heat Treated and Hard,68,187,98.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1,0,0,0,0,0,0
"flat products, rod & bar","Mill-hardened Temper, TM - Hard",75,191,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.7,0.1,0,0,0,0,0
"flat products, rod & bar","Mill-hardened Temper, TM - XHMS Spring",82,191,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.7,0.1,0,0,0,0,0
"flat products, rod & bar","Precipitation or Spinodal Heat-treated, Spring and Thermal Stress Relieved",81,191,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.7,0.1,0,0,0,0,0
products,1/4 Hard and Precipitation Heat Treated,67,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
products,Precipitation Hardened,51,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
products,Solution Heat Treated,34,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: 1/8 Hard,53,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
flat products & rod,Precipitation Hardened,72,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
flat products & rod,Precipitation Hardened,55,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
flat products & rod,Precipitation Hardened,56,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
flat products & rod,Precipitation Hardened,65,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
flat products & rod,Precipitation Hardened,58,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
flat products & rod,Solution Heat Treated,70,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
flat products & rod,Solution Heat Treated,45,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
flat products & rod,Precipitation Hardened,34,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
plate,Precipitation Hardened,56,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
plate,1/4 Hard and Precipitation Heat Treated,58,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,77,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,77,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
rod,Precipitation Hardened,86,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
rod,Precipitation Hardened,72,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
rod,Precipitation Hardened,70,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
rod,Precipitation Hardened,55,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
rod,Solution Heat Treated,45,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,57,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,74,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
tube,Annealed,40,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
tube,Hard and Precipitation Heat Treated,69,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
tube,Solution Heat Treated and Cold Worked: Hard,59,80,98.85,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0
products,1/4 Hard and Precipitation Heat Treated,67,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
products,Precipitation Hardened,51,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
products,Solution Heat Treated,34,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
products,Solution Heat Treated and Cold Worked: 1/8 Hard,53,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
plate,Precipitation Hardened,56,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
plate,Precipitation Hardened,58,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
rod,1/4 Hard and Precipitation Heat Treated,77,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
rod,1/4 Hard and Precipitation Heat Treated,74,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
rod,Precipitation Hardened,70,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
rod,Precipitation Hardened,72,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
rod,Precipitation Hardened,65,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
rod,Precipitation Hardened,55,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
rod,Solution Heat Treated,45,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
rod,Solution Heat Treated and Cold Worked: 1/8 Hard,57,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
rod,Solution Heat Treated and Cold Worked: 1/8 Hard,86,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
tube,Annealed,40,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
tube,Solution Heat Treated and Cold Worked: 1/2 Hard,69,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
tube,Solution Heat Treated and Cold Worked: 1/8 Hard,59,187,98.215,0,0.7,0.15,0.05,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0,0.005,0.025,0,0
products,"Mill-hardened Temper, TM - 1/2 Hard",76,162,98.075,0,0,0.525,0,0,0,0,0,0,0.25,0,0,0,0,0,0.225,0,0.1,0,0,0.55,0,0.275,0,0,0,0
products,"Mill-hardened Temper, TM - Hard",84,162,98.075,0,0,0.525,0,0,0,0,0,0,0.25,0,0,0,0,0,0.225,0,0.1,0,0,0.55,0,0.275,0,0,0,0
products,"Mill-hardened Temper, TM - 1/2 Hard",76,162,98.075,0,0,0.1,0,0,0,0,0,0,0.25,0,0,0,0,0,0.225,0,0.525,0,0,0.55,0,0.275,0,0,0,0
products,"Mill-hardened Temper, TM - Hard",84,162,98.075,0,0,0.1,0,0,0,0,0,0,0.25,0,0,0,0,0,0.225,0,0.525,0,0,0.55,0,0.275,0,0,0,0
products,"Mill-hardened Temper, TM - XHMS Spring",94,162,98.075,0,0,0.1,0,0,0,0,0,0,0.25,0,0,0,0,0,0.225,0,0.525,0,0,0.55,0,0.275,0,0,0,0
pipe,Hard,72,196,99.4,0,0.06,0,0.0575,0,0,0,0,0,0.04,0,0,0.09,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0
tube,Anneal,43,196,99.4,0,0.06,0,0.0575,0,0,0,0,0,0.04,0,0,0.09,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0
tube,Hard,72,196,99.4,0,0.06,0,0.0575,0,0,0,0,0,0.04,0,0,0.09,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,61,195,99.4,0,0.1,0,0.07,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
rod & bar,Solution Heat Treated and Cold Worked: 1/2 Hard,51,195,99.4,0,0.1,0,0.07,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
rod,1/2 Hard,43,218,99.5,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,1/2 Hard,42,218,99.5,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,48,218,99.5,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,60,218,99.5,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,55,218,99.5,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,53,218,99.5,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,32,218,99.5,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Nominal Grain Size 0.050 mm,73,167,99.29,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
rod,Hard,20,167,99.29,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
rod,Soft Anneal,87,167,99.29,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
rod,Spring,94,167,99.29,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
strip,Super Spring,60.1,167,99.29,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
wire,Hard,73,167,99.29,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
wire,Hard,46,167,99.29,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
wire,Soft Anneal,87,167,99.29,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
wire,Spring,94,167,99.29,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
wire,Super Spring,52,160,99,0.05,0.3,0.1,0.01,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/2 Hard,44,160,99,0.05,0.3,0.1,0.01,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Cast and Annealed (homogenized),77,160,99,0.05,0.3,0.1,0.01,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Extra Spring,63,160,99,0.05,0.3,0.1,0.01,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Hard,72,160,99,0.05,0.3,0.1,0.01,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Spring,56,75,98.645,0.02,0.1,0,0.05,0,0,0,0,0,0,0,0,0.75,0,0.2,0,0,0,0.01,0,0,0.275,0,0,0,0,0
rod,Hard,38,75,98.645,0.02,0.1,0,0.05,0,0,0,0,0,0,0,0,0.75,0,0.2,0,0,0,0.01,0,0,0.275,0,0,0,0,0
wire,Soft Anneal,75,75,98.645,0.02,0.1,0,0.05,0,0,0,0,0,0,0,0,0.75,0,0.2,0,0,0,0.01,0,0,0.275,0,0,0,0,0
products,Hard,76,145,97.75,0.05,0.8,0.1,0.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,1/2 Hard and Stress Relieved,100,145,97.75,0.05,0.8,0.1,0.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Extra Spring and Stress Relieved,84,145,97.75,0.05,0.8,0.1,0.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard and Stress Relieved,65,145,97.75,0.05,0.8,0.1,0.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Precipitation Hardened,85,145,97.75,0.05,0.8,0.1,0.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard and Stress Relieved,65,145,97.75,0.05,0.8,0.1,0.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Precipitation Hardened,38,145,97.75,0.05,0.8,0.1,0.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Solution Heat Treated,88,145,97.75,0.05,0.8,0.1,0.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/2 Hard and Stress Relieved,80,145,97.75,0.05,0.8,0.1,0.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/4 Hard and Stress Relieved,115,145,97.75,0.05,0.8,0.1,0.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Extra Spring and Stress Relieved,97,145,97.75,0.05,0.8,0.1,0.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Hard and Stress Relieved,65,145,97.75,0.05,0.8,0.1,0.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Precipitation Hardened,110,145,97.75,0.05,0.8,0.1,0.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Spring and Stress Relieved,60,149,98.47,0.03,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
products,1/2 Hard,52,149,98.47,0.03,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
products,1/4 Hard,67,149,98.47,0.03,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
products,3/4 Hard,75,149,98.47,0.03,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
products,Extra Hard,95,149,98.47,0.03,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
products,Extra Spring,71,149,98.47,0.03,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
products,Hard,67,149,98.47,0.03,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
products,"Mill-hardened Temper, TM - 3/4 HM",71,149,98.47,0.03,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
products,"Mill-hardened Temper, TM - Hard",84,149,98.47,0.03,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
products,"Mill-hardened Temper, TM - XHMS Spring",75,149,98.47,0.03,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
products,"Mill-hardened Temper, TM -XHM - Extra Hard",84,149,98.47,0.03,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
products,Spring,71,93,97.75,0,0.2,0.1,0.05,0,0,0,0,0,1,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,1/2 Hard,58,93,97.75,0,0.2,0.1,0.05,0,0,0,0,0,1,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,1/4 Hard,83,93,97.75,0,0.2,0.1,0.05,0,0,0,0,0,1,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Extra Hard,98,93,97.75,0,0.2,0.1,0.05,0,0,0,0,0,1,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard,77,93,97.75,0,0.2,0.1,0.05,0,0,0,0,0,1,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Spring,77,80,96.75,0,0.2,0.1,0.9,0,0,0,0,0,0.85,0,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
products,1/2 Hard,90,80,96.75,0,0.2,0.1,0.9,0,0,0,0,0,0.85,0,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
products,Extra Hard,83,80,96.75,0,0.2,0.1,0.9,0,0,0,0,0,0.85,0,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
products,Hard,97,80,96.75,0,0.2,0.1,0.9,0,0,0,0,0,0.85,0,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
products,Spring,84,81,96.1,0.02,0.8,0.06,0.05,0,0,0,0,0,0.75,0,0,1,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0
products,Extra Hard,78,81,96.1,0.02,0.8,0.06,0.05,0,0,0,0,0,0.75,0,0,1,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0
products,Hard,90,81,96.1,0.02,0.8,0.06,0.05,0,0,0,0,0,0.75,0,0,1,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0
products,Spring,80,75,95.1,0.02,1,0.1,0.14,0,0,0,0,0,0.75,0,0,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,1/2 Hard,116,75,95.1,0.02,1,0.1,0.14,0,0,0,0,0,0.75,0,0,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Extra Spring,94,75,95.1,0.02,1,0.1,0.14,0,0,0,0,0,0.75,0,0,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard,102,75,95.1,0.02,1,0.1,0.14,0,0,0,0,0,0.75,0,0,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forgings,Spring,36,145,97.425,0.1,0.5,0.2,0.2,0,0,0,0,0,1.1,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forgings,As Forged - Quenched,45,145,97.425,0.1,0.5,0.2,0.2,0,0,0,0,0,1.1,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forgings,As Hot Forged - Air Cooled,58,145,97.425,0.1,0.5,0.2,0.2,0,0,0,0,0,1.1,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Precipitation Hardened,78,145,97.425,0.1,0.5,0.2,0.2,0,0,0,0,0,1.1,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,1/4 Hard and Stress Relieved,85,146,97.55,0.6,0.05,0.05,0.2,0,0,0,0,0,1.5,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Precipitation Heat Treated or Spinodal Heat Treated and Hard,65,146,97.55,0.6,0.05,0.05,0.2,0,0,0,0,0,1.5,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Precipitation Hardened,86,146,97.55,0.6,0.05,0.05,0.2,0,0,0,0,0,1.5,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Precipitation Heat Treated or Spinodal Heat Treated and 1/2 Hard,78.5,146,97.55,0.6,0.05,0.05,0.2,0,0,0,0,0,1.5,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Precipitation Heat Treated or Spinodal Heat Treated and 1/4 Hard,107,146,97.55,0.6,0.05,0.05,0.2,0,0,0,0,0,1.5,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Precipitation Heat Treated or Spinodal Heat Treated and Spring,85,146,97.75,1,0.05,0.05,0.2,0,0,0,0,0,1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Precipitation Heat Treated or Spinodal Heat Treated and Hard,65,146,97.75,1,0.05,0.05,0.2,0,0,0,0,0,1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Precipitation Hardened,86,146,97.75,1,0.05,0.05,0.2,0,0,0,0,0,1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Precipitation Heat Treated or Spinodal Heat Treated and 1/2 Hard,78.5,146,97.75,1,0.05,0.05,0.2,0,0,0,0,0,1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Precipitation Heat Treated or Spinodal Heat Treated and 1/4 Hard,95,146,97.75,1,0.05,0.05,0.2,0,0,0,0,0,1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Precipitation Heat Treated or Spinodal Heat Treated and Hard,107,146,97.75,1,0.05,0.05,0.2,0,0,0,0,0,1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Precipitation Heat Treated or Spinodal Heat Treated and Spring,70,154,96.8,0.02,1,0.1,0.14,0,0,0,0,0,0.75,0,0,0.8,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
products,1/2 Hard,99,154,96.8,0.02,1,0.1,0.14,0,0,0,0,0,0.75,0,0,0.8,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
products,Extra Spring,78,154,96.8,0.02,1,0.1,0.14,0,0,0,0,0,0.75,0,0,0.8,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
products,Hard,87,154,96.8,0.02,1,0.1,0.14,0,0,0,0,0,0.75,0,0,0.8,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
products,Spring,65,150,98.5,0,0.2,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,1/2 Hard,50,150,98.5,0,0.2,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Extra Hard,70,150,98.5,0,0.2,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Extra Spring,77,150,98.5,0,0.2,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard,65,150,98.5,0,0.2,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,"Light Drawn, Light Cold Rolled",42,150,98.5,0,0.2,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
