revenue,potential_revenue,pl_inventory_percentage
790.03,1156.89,-46.44
609.09,855.27,-40.42
438.7,559.77,-27.6
637.06,857.33,-34.58
47.77,67.7,-41.72
706.59,1048.91,-48.45
224.55,299.7,-33.47
479.5,651.43,-35.86
642.9,893.32,-38.95
688.96,975.7,-41.62
464.46,651.95,-40.37
344.65,416.59,-20.87
81.13,163.06,-100.99
170.58,221.71,-29.97
222.72,273.22,-22.67
632.01,960.13,-51.92
470.28,873.01,-85.64
594.06,879.66,-48.08
119.05,146.68,-23.21
388.17,620.12,-59.75
245.67,425.8,-73.32
183.38,227.46,-24.04
177.7,261.66,-47.25
592.02,895.76,-51.31
324.3,434.45,-33.97
211.12,238.83,-13.13
108.15,145.37,-34.42
239.16,316.11,-32.18
75.16,92.35,-22.87
144.89,253.27,-74.8
277.07,361.66,-30.53
221.8,484.92,-118.63
764.43,1142.01,-49.39
233.74,313.71,-34.21
482.01,634.96,-31.73
622.0,847.2,-36.21
301.67,502.85,-66.69
671.18,879.88,-31.09
531.69,669.26,-25.87
478.13,627.47,-31.23
533.55,656.9,-23.12
171.69,247.06,-43.9
603.13,834.07,-38.29
293.91,421.05,-43.26
748.07,962.11,-28.61
113.15,153.08,-35.29
214.28,280.04,-30.69
278.65,439.86,-57.85
508.24,752.18,-48.0
423.09,604.15,-42.79
567.71,907.32,-59.82
376.67,522.32,-38.67
441.86,724.02,-63.86
355.68,490.41,-37.88
373.98,546.19,-46.05
113.53,177.99,-56.78
683.13,1028.06,-50.49
435.21,503.37,-15.66
644.2,845.68,-31.28
105.52,164.59,-55.98
601.68,894.74,-48.71
574.57,871.57,-51.69
181.13,285.5,-57.62
42.13,46.13,-9.49
26.42,35.41,-34.03
358.07,631.2,-76.28
401.74,529.54,-31.81
594.4,715.55,-20.38
594.64,856.82,-44.09
379.97,502.74,-32.31
257.76,303.77,-17.85
470.72,710.74,-50.99
678.8,943.88,-39.05
511.69,677.87,-32.48
317.15,537.81,-69.58
532.24,715.58,-34.45
463.74,617.31,-33.12
171.23,226.2,-32.1
857.32,1141.82,-33.18
103.3,130.77,-26.59
626.32,914.6,-46.03
0.0,0.0,0.0
97.46,134.92,-38.44
121.68,130.93,-7.6
586.69,975.72,-66.31
682.61,923.85,-35.34
582.6,821.15,-40.95
194.56,255.73,-31.44
632.27,913.48,-44.48
296.42,422.0,-42.37
23.75,28.5,-20.0
431.59,750.51,-73.89
313.02,478.34,-52.81
500.84,632.83,-26.35
802.63,1157.62,-44.23
460.44,610.54,-32.6
340.35,421.04,-23.71
277.74,402.43,-44.89
372.33,669.83,-79.9
344.75,518.39,-50.37
505.3,785.44,-55.44
370.34,505.19,-36.41
44.72,63.52,-42.04
448.4,561.93,-25.32
169.18,273.47,-61.64
571.85,720.14,-25.93
121.37,183.26,-50.99
100.39,143.36,-42.8
559.53,651.24,-16.39
493.29,701.24,-42.16
174.91,220.21,-25.9
224.11,304.58,-35.91
150.59,191.31,-27.04
554.67,849.56,-53.16
0.0,0.0,0.0
72.31,89.79,-24.17
151.95,241.57,-58.98
213.07,300.1,-40.85
103.63,119.6,-15.41
108.18,136.12,-25.83
460.35,651.45,-41.51
678.98,913.74,-34.58
379.68,486.97,-28.26
294.75,464.25,-57.51
146.83,246.64,-67.98
621.32,889.09,-43.1
772.08,1019.06,-31.99
258.11,363.1,-40.68
597.63,909.16,-52.13
104.29,123.53,-18.45
212.46,360.84,-69.84
498.35,674.22,-35.29
579.34,832.41,-43.68
335.93,532.09,-58.39
601.69,828.32,-37.67
125.27,178.18,-42.24
635.17,940.19,-48.02
672.46,922.1,-37.12
578.86,746.44,-28.95
796.0,1084.21,-36.21
455.34,773.88,-69.96
311.06,453.12,-45.67
584.26,892.94,-52.83
529.3,754.3,-42.51
538.61,835.0,-55.03
241.68,382.17,-58.13
103.92,180.88,-74.06
729.74,973.7,-33.43
820.66,1081.59,-31.8
405.38,506.05,-24.83
120.77,148.96,-23.34
432.68,635.61,-46.9
45.3,54.74,-20.84
370.32,470.12,-26.95
59.98,80.71,-34.56
413.86,607.41,-46.77
131.13,166.57,-27.03
178.39,182.38,-2.24
356.9,601.8,-68.62
568.63,805.25,-41.61
325.96,467.87,-43.54
146.55,216.76,-47.91
371.47,515.92,-38.89
214.17,351.41,-64.08
566.18,700.18,-23.67
153.24,206.68,-34.87
677.86,914.8,-34.95
658.67,937.41,-42.32
164.73,244.53,-48.44
171.73,192.7,-12.21
388.58,510.04,-31.26
183.99,304.62,-65.56
35.86,90.65,-152.79
348.5,464.84,-33.38
66.07,110.35,-67.02
592.03,795.04,-34.29
267.85,356.11,-32.95
448.01,616.95,-37.71
22.98,22.98,0.0
845.06,1189.01,-40.7
473.32,716.8,-51.44
754.9,1001.97,-32.73
443.13,618.37,-39.55
0.0,0.0,0.0
572.02,823.46,-43.96
555.38,805.7,-45.07
223.39,372.53,-66.76
396.37,559.18,-41.08
726.59,1002.69,-38.0
649.82,830.95,-27.87
608.01,826.33,-35.91
332.78,462.43,-38.96
61.92,108.94,-75.94
99.47,150.39,-51.19
874.79,1227.62,-40.33
730.69,945.19,-29.36
398.06,523.37,-31.48
95.16,152.1,-59.84
174.04,262.64,-50.91
244.82,355.28,-45.12
473.93,790.67,-66.83
74.26,160.97,-116.77
585.84,865.54,-47.74
141.85,210.38,-48.31
849.09,1138.89,-34.13
534.92,693.99,-29.74
745.06,1190.52,-59.79
247.07,380.9,-54.17
618.08,915.82,-48.17
380.74,499.45,-31.18
145.37,205.8,-41.57
535.03,826.02,-54.39
277.7,372.94,-34.3
83.87,143.99,-71.68
235.53,350.04,-48.62
553.01,730.34,-32.07
143.29,247.11,-72.45
446.97,648.81,-45.16
344.97,498.76,-44.58
374.8,451.51,-20.47
692.48,984.04,-42.1
534.94,695.8,-30.07
655.47,936.16,-42.82
740.07,997.28,-34.75
361.33,493.99,-36.71
62.03,78.47,-26.5
401.62,534.92,-33.19
526.54,778.62,-47.87
100.94,125.77,-24.6
238.63,388.22,-62.69
141.45,212.33,-50.11
656.78,842.66,-28.3
336.55,483.26,-43.59
724.96,1034.21,-42.66
186.07,335.59,-80.36
336.86,506.31,-50.3
22.23,27.22,-22.45
361.94,517.46,-42.97
420.56,537.96,-27.92
551.86,718.75,-30.24
145.32,210.78,-45.05
98.67,137.25,-39.1
234.85,435.49,-85.43
446.53,574.34,-28.62
670.94,842.44,-25.56
150.52,238.31,-58.32
388.93,567.18,-45.83
494.96,745.97,-50.71
279.35,380.2,-36.1
315.4,478.5,-51.71
626.42,879.28,-40.37
468.36,750.22,-60.18
402.22,565.61,-40.62
369.42,555.86,-50.47
409.25,650.47,-58.94
732.76,982.11,-34.03
327.82,427.26,-30.33
380.66,484.92,-27.39
551.68,771.59,-39.86
574.74,753.8,-31.15
360.09,524.9,-45.77
118.12,160.1,-35.54
965.45,1189.83,-23.24
22.57,41.55,-84.09
4.75,11.5,-142.11
153.96,206.13,-33.89
5.25,11.24,-114.1
399.56,532.75,-33.33
389.21,599.1,-53.93
468.94,604.47,-28.9
425.69,682.38,-60.3
481.47,604.57,-25.57
76.52,124.0,-62.05
326.07,460.65,-41.27
398.08,573.29,-44.01
90.68,100.66,-11.01
185.73,281.84,-51.75
69.91,110.36,-57.86
461.02,625.86,-35.76
0.0,0.0,0.0
202.94,296.79,-46.25
76.22,117.45,-54.09
530.3,708.57,-33.62
557.57,776.96,-39.35
527.38,656.8,-24.54
67.23,67.23,0.0
314.93,469.95,-49.22
185.32,260.75,-40.7
611.27,880.37,-44.02
556.61,756.43,-35.9
408.73,641.63,-56.98
427.14,593.31,-38.9
619.35,940.4,-51.84
356.71,617.35,-73.07
28.94,34.89,-20.56
313.46,489.78,-56.25
554.96,829.49,-49.47
257.94,380.06,-47.34
417.47,585.44,-40.24
223.41,330.04,-47.73
388.56,523.02,-34.6
673.68,1040.3,-54.42
205.61,268.05,-30.37
258.75,347.61,-34.34
611.46,807.72,-32.1
625.22,1145.95,-83.29
270.9,368.71,-36.11
0.0,0.0,0.0
82.7,130.88,-58.26
266.32,384.45,-44.36
687.13,969.52,-41.1
193.3,260.01,-34.51
346.9,443.16,-27.75
0.0,0.0,0.0
74.92,94.4,-26.0
610.76,754.07,-23.46
205.1,281.81,-37.4
622.58,801.17,-28.69
223.46,333.72,-49.34
723.26,1050.09,-45.19
204.51,312.21,-52.66
315.12,414.88,-31.66
97.4,164.32,-68.71
338.11,490.37,-45.03
620.27,800.9,-29.12
238.38,360.87,-51.38
436.73,512.15,-17.27
429.23,611.7,-42.51
17.74,23.73,-33.77
483.89,628.06,-29.79
470.72,759.6,-61.37
408.82,659.52,-61.32
273.39,375.14,-37.22
320.77,513.24,-60.0
0.0,0.0,0.0
131.57,180.47,-37.17
502.56,684.82,-36.27
278.68,407.33,-46.16
652.64,866.55,-32.78
25.49,76.72,-200.98
115.88,169.26,-46.06
286.95,362.59,-26.36
198.98,298.9,-50.22
443.6,614.42,-38.51
180.58,248.29,-37.5
91.37,128.24,-40.35
581.87,792.33,-36.17
577.94,837.02,-44.83
445.27,613.13,-37.7
0.0,0.0,0.0
358.25,623.51,-74.04
377.89,616.93,-63.26
470.94,659.43,-40.02
54.48,108.06,-98.35
599.4,932.37,-55.55
641.68,806.53,-25.69
337.93,616.28,-82.37
425.83,623.89,-46.51
0.0,0.0,0.0
763.65,1125.0,-47.32
690.81,982.22,-42.18
330.17,428.13,-29.67
479.06,677.2,-41.36
393.11,662.68,-68.57
349.11,585.88,-67.82
606.57,879.43,-44.98
347.95,484.39,-39.21
334.82,411.19,-22.81
101.99,145.92,-43.07
477.06,633.42,-32.78
126.53,180.11,-42.35
127.53,177.24,-38.98
205.84,313.37,-52.24
37.73,45.67,-21.04
260.53,391.62,-50.32
698.61,956.38,-36.9
117.42,143.61,-22.3
678.65,1082.15,-59.46
716.19,993.46,-38.71
83.59,116.88,-39.83
607.35,918.05,-51.16
79.54,146.85,-84.62
609.5,1090.43,-78.91
455.93,686.23,-50.51
204.66,388.99,-90.07
611.94,828.68,-35.42
145.33,190.22,-30.89
89.16,141.13,-58.29
581.61,835.39,-43.63
53.63,72.02,-34.29
726.35,940.75,-29.52
202.61,295.51,-45.85
55.12,58.62,-6.35
108.58,180.5,-66.24
592.83,840.31,-41.75
422.12,699.4,-65.69
315.46,442.8,-40.37
9.75,15.7,-61.03
637.36,761.31,-19.45
35.7,44.69,-25.18
549.03,737.6,-34.35
333.02,479.51,-43.99
93.62,176.0,-87.99
40.33,70.81,-75.58
502.26,703.74,-40.11
646.81,940.98,-45.48
349.71,575.61,-64.6
0.0,0.0,0.0
107.19,111.19,-3.73
292.75,383.76,-31.09
472.34,622.84,-31.86
699.89,947.87,-35.43
439.25,567.3,-29.15
413.41,614.5,-48.64
79.06,130.64,-65.24
142.43,223.0,-56.57
0.0,0.0,0.0
71.64,107.13,-49.54
159.87,191.84,-20.0
412.54,803.01,-94.65
466.54,674.09,-44.49
606.35,958.02,-58.0
148.26,203.99,-37.59
66.85,69.1,-3.37
0.0,0.0,0.0
479.65,762.41,-58.95
282.85,383.45,-35.57
148.88,227.88,-53.06
535.51,838.33,-56.55
469.59,625.73,-33.25
323.26,398.93,-23.41
751.53,1068.39,-42.16
560.83,832.6,-48.46
613.78,967.2,-57.58
541.42,813.41,-50.24
599.08,804.18,-34.24
545.68,760.35,-39.34
253.27,399.13,-57.59
616.66,893.09,-44.83
153.72,246.87,-60.6
596.16,805.02,-35.03
635.12,858.95,-35.24
251.17,364.73,-45.21
279.75,394.02,-40.85
613.7,855.6,-39.42
809.26,1116.64,-37.98
302.93,425.03,-40.31
457.52,632.43,-38.23
0.0,0.0,0.0
340.49,480.71,-41.18
582.72,836.27,-43.51
370.9,635.0,-71.21
188.76,235.45,-24.74
100.57,175.1,-74.11
646.12,946.5,-46.49
401.03,600.99,-49.86
190.06,270.66,-42.41
63.56,107.18,-68.63
567.35,738.22,-30.12
404.41,481.56,-19.08
305.41,402.34,-31.74
622.04,909.57,-46.22
334.79,392.98,-17.38
334.24,402.3,-20.36
11.44,11.44,0.0
703.43,1073.01,-52.54
583.84,933.29,-59.85
7.7,21.2,-175.32
588.93,919.01,-56.05
64.17,71.15,-10.88
496.14,749.97,-51.16
219.25,308.09,-40.52
205.44,307.55,-49.7
188.26,250.63,-33.13
120.78,181.51,-50.28
221.18,330.5,-49.43
176.72,320.73,-81.49
665.63,959.03,-44.08
614.66,890.23,-44.83
570.25,795.95,-39.58
84.77,108.72,-28.25
87.6,132.91,-51.72
313.2,494.53,-57.9
498.08,673.09,-35.14
525.52,868.01,-65.17
732.21,1037.88,-41.75
157.91,174.9,-10.76
586.71,815.06,-38.92
599.4,825.62,-37.74
684.64,879.76,-28.5
664.07,949.9,-43.04
501.25,764.63,-52.54
0.0,0.0,0.0
274.91,433.37,-57.64
160.12,220.16,-37.5
0.0,0.0,0.0
221.49,330.46,-49.2
508.94,702.78,-38.09
431.67,671.72,-55.61
78.99,115.2,-45.84
0.0,0.0,0.0
90.4,129.33,-43.06
307.42,553.52,-80.05
589.73,1089.1,-84.68
806.53,1069.75,-32.64
900.4,1232.42,-36.87
442.09,694.43,-57.08
333.29,531.89,-59.59
217.27,348.17,-60.25
495.04,660.61,-33.45
246.25,335.66,-36.31
800.18,1062.26,-32.75
661.97,967.03,-46.08
380.0,522.46,-37.49
462.02,637.63,-38.01
0.0,0.0,0.0
279.78,384.59,-37.46
546.15,695.75,-27.39
213.31,323.36,-51.59
0.0,0.0,0.0
65.62,99.51,-51.65
468.68,671.74,-43.33
262.25,363.71,-38.69
79.96,91.46,-14.38
89.91,168.2,-87.08
348.6,506.79,-45.38
357.34,452.32,-26.58
412.87,580.93,-40.71
341.49,523.47,-53.29
192.74,268.4,-39.25
478.66,656.16,-37.08
26.99,36.93,-36.83
540.36,635.35,-17.58
491.78,601.23,-22.26
636.86,924.66,-45.19
331.5,458.54,-38.32
0.0,0.0,0.0
544.64,765.2,-40.5
0.0,0.0,0.0
56.11,84.59,-50.76
386.12,567.19,-46.89
464.09,647.95,-39.62
392.27,545.33,-39.02
312.76,373.65,-19.47
612.27,878.66,-43.51
693.35,1014.24,-46.28
53.35,76.42,-43.24
328.66,411.77,-25.29
185.41,271.54,-46.45
386.13,543.32,-40.71
482.71,664.88,-37.74
297.41,403.68,-35.73
314.97,387.79,-23.12
502.95,794.01,-57.87
364.07,596.63,-63.88
25.27,25.27,0.0
467.57,702.75,-50.3
484.39,730.29,-50.76
662.63,811.89,-22.53
509.92,888.57,-74.26
422.17,574.61,-36.11
135.38,197.86,-46.15
575.45,777.77,-35.16
602.59,815.59,-35.35
0.0,0.0,0.0
443.63,595.68,-34.27
339.89,418.37,-23.09
484.21,575.95,-18.95
604.91,829.12,-37.07
617.1,920.01,-49.09
229.03,303.52,-32.52
261.3,385.32,-47.46
675.21,925.39,-37.05
361.36,474.11,-31.2
409.52,630.71,-54.01
137.94,168.67,-22.28
561.88,760.25,-35.3
53.56,86.79,-62.04
300.08,497.27,-65.71
210.33,272.89,-29.74
607.73,944.24,-55.37
467.02,693.4,-48.47
147.33,209.23,-42.01
233.15,390.13,-67.33
237.92,358.16,-50.54
369.13,496.36,-34.47
573.22,785.78,-37.08
287.01,409.8,-42.78
727.99,953.7,-31.0
118.76,143.96,-21.22
437.55,673.79,-53.99
173.96,280.62,-61.31
432.61,594.37,-37.39
295.9,365.98,-23.68
495.16,641.78,-29.61
504.0,779.01,-54.57
198.58,248.52,-25.15
0.0,0.0,0.0
240.42,296.29,-23.24
520.43,717.57,-37.88
476.19,643.68,-35.17
456.56,699.1,-53.12
430.55,602.56,-39.95
48.6,92.51,-90.35
0.0,0.0,0.0
648.89,854.95,-31.76
95.39,117.81,-23.5
794.19,1007.36,-26.84
240.01,345.17,-43.81
192.38,215.91,-12.23
320.15,445.68,-39.21
455.68,589.75,-29.42
217.65,293.68,-34.93
453.13,630.02,-39.04
0.0,0.0,0.0
183.27,309.48,-68.87
509.33,648.23,-27.27
330.69,471.76,-42.66
284.66,415.45,-45.95
209.7,360.79,-72.05
582.4,733.5,-25.94
359.1,423.41,-17.91
782.05,1166.18,-49.12
225.51,287.58,-27.52
422.2,710.96,-68.39
139.26,190.99,-37.15
87.26,127.97,-46.65
763.57,953.1,-24.82
64.49,89.07,-38.11
406.93,674.34,-65.71
435.51,648.26,-48.85
781.17,963.3,-23.32
172.97,253.43,-46.52
148.31,184.77,-24.58
460.24,649.41,-41.1
725.79,980.95,-35.16
198.3,351.85,-77.43
88.59,142.82,-61.21
339.16,548.03,-61.58
498.21,637.2,-27.9
440.77,595.12,-35.02
175.45,210.19,-19.8
541.59,816.96,-50.84
413.66,555.63,-34.32
803.09,1183.35,-47.35
471.41,659.85,-39.97
0.0,0.0,0.0
326.14,521.35,-59.85
521.99,825.39,-58.12
538.06,737.56,-37.08
282.04,350.13,-24.14
576.94,792.89,-37.43
353.62,557.36,-57.62
0.0,0.0,0.0
99.0,128.44,-29.74
438.25,568.11,-29.63
699.27,930.67,-33.09
170.16,206.59,-21.41
14.98,65.93,-340.12
54.24,61.73,-13.81
234.68,356.51,-51.91
254.11,348.67,-37.21
237.28,328.57,-38.47
449.75,685.57,-52.43
0.0,0.0,0.0
560.24,817.63,-45.94
98.2,126.44,-28.76
536.08,671.47,-25.26
0.0,0.0,0.0
234.94,295.09,-25.6
16.43,25.41,-54.66
360.79,499.77,-38.52
416.72,550.23,-32.04
162.56,277.81,-70.9
13.49,28.73,-112.97
621.15,988.47,-59.14
204.2,370.22,-81.3
450.63,593.02,-31.6
484.91,650.68,-34.19
241.52,311.11,-28.81
105.34,116.74,-10.82
554.38,745.5,-34.47
539.86,702.88,-30.2
342.53,422.86,-23.45
176.71,261.65,-48.07
188.02,273.92,-45.69
349.97,463.08,-32.32
163.85,223.8,-36.59
605.71,883.09,-45.79
206.23,306.51,-48.63
517.89,679.19,-31.15
347.06,430.21,-23.96
385.16,532.77,-38.32
392.57,620.03,-57.94
480.32,618.29,-28.72
412.79,628.53,-52.26
671.22,1061.73,-58.18
130.11,174.96,-34.47
364.36,514.58,-41.23
348.56,436.23,-25.15
302.81,420.97,-39.02
482.69,687.36,-42.4
561.62,744.63,-32.59
509.42,746.95,-46.63
92.51,130.14,-40.68
309.17,426.94,-38.09
307.37,407.35,-32.53
284.52,382.63,-34.48
587.35,785.56,-33.75
413.61,634.33,-53.36
534.58,754.08,-41.06
44.08,44.08,0.0
119.36,180.57,-51.28
144.25,209.74,-45.4
122.48,171.59,-40.1
794.37,1072.32,-34.99
263.33,332.22,-26.16
528.55,653.58,-23.66
630.32,1053.3,-67.11
125.48,159.16,-26.84
167.38,321.26,-91.93
179.2,266.07,-48.48
76.71,125.58,-63.71
490.73,685.49,-39.69
355.83,502.87,-41.32
535.12,808.84,-51.15
164.32,192.66,-17.25
0.0,0.0,0.0
337.27,442.06,-31.07
98.36,125.1,-27.19
674.56,831.88,-23.32
671.41,966.59,-43.96
108.62,133.59,-22.99
488.46,657.51,-34.61
496.34,720.05,-45.07
731.43,1068.57,-46.09
90.83,168.24,-85.23
200.53,313.88,-56.53
738.5,935.88,-26.73
438.16,584.77,-33.46
579.78,894.46,-54.28
602.72,866.15,-43.71
571.68,843.25,-47.5
215.63,335.15,-55.43
473.22,778.12,-64.43
394.62,551.53,-39.76
225.28,308.6,-36.99
294.58,387.69,-31.61
506.08,617.41,-22.0
597.1,741.52,-24.19
85.4,116.61,-36.55
485.25,766.82,-58.03
251.04,382.79,-52.48
333.28,456.46,-36.96
343.99,546.21,-58.79
113.73,287.28,-152.6
448.45,605.04,-34.92
223.1,369.83,-65.77
249.42,355.29,-42.45
585.67,792.02,-35.23
397.63,572.57,-44.0
87.48,142.36,-62.73
56.07,63.57,-13.38
472.44,749.96,-58.74
636.32,966.72,-51.92
249.49,373.11,-49.55
232.93,363.18,-55.92
263.36,318.28,-20.85
0.0,0.0,0.0
514.61,712.11,-38.38
660.53,920.72,-39.39
127.6,210.64,-65.08
550.61,659.24,-19.73
76.55,114.38,-49.42
449.41,623.4,-38.72
0.0,0.0,0.0
348.99,485.51,-39.12
396.58,545.15,-37.46
146.33,237.84,-62.54
421.26,617.97,-46.7
227.14,355.46,-56.49
553.12,842.41,-52.3
265.19,359.22,-35.46
428.72,637.41,-48.68
338.25,490.18,-44.92
12.99,17.74,-36.57
142.81,202.35,-41.69
278.25,391.25,-40.61
440.39,802.14,-82.14
34.47,81.07,-135.19
199.04,347.12,-74.4
58.99,94.32,-59.89
418.8,624.6,-49.14
506.6,626.48,-23.66
392.0,520.01,-32.66
417.8,555.62,-32.99
753.05,1085.72,-44.18
774.56,1038.6,-34.09
377.78,479.38,-26.89
19.49,22.49,-15.39
86.71,115.38,-33.06
334.87,453.32,-35.37
194.68,284.07,-45.92
310.19,417.76,-34.68
468.31,638.72,-36.39
578.47,783.96,-35.52
262.88,368.96,-40.35
533.97,829.55,-55.36
338.02,434.89,-28.66
409.63,500.94,-22.29
366.17,414.38,-13.17
702.47,1003.51,-42.85
134.24,212.17,-58.05
644.04,902.92,-40.2
46.77,71.71,-53.32
387.65,521.4,-34.5
335.25,440.47,-31.39
69.63,85.66,-23.02
423.34,696.16,-64.44
0.0,0.0,0.0
398.6,619.01,-55.3
638.22,889.23,-39.33
19.15,19.15,0.0
682.36,1008.51,-47.8
663.45,854.77,-28.84
275.69,417.92,-51.59
294.88,406.62,-37.89
85.28,121.27,-42.2
684.94,1029.82,-50.35
457.91,554.39,-21.07
64.15,132.36,-106.33
269.09,334.42,-24.28
476.17,683.75,-43.59
34.92,61.86,-77.15
565.26,780.26,-38.04
323.9,520.97,-60.84
149.96,179.92,-19.98
44.39,70.97,-59.88
196.14,215.58,-9.91
336.29,431.54,-28.32
603.06,804.73,-33.44
589.41,764.93,-29.78
600.91,818.92,-36.28
276.2,394.33,-42.77
647.14,917.24,-41.74
347.67,502.69,-44.59
0.0,0.0,0.0
42.49,45.48,-7.04
397.23,680.1,-71.21
613.79,881.51,-43.62
405.87,512.06,-26.16
223.85,374.59,-67.34
852.16,1200.06,-40.83
74.11,89.66,-20.98
516.44,882.5,-70.88
497.52,753.52,-51.46
265.81,421.92,-58.73
179.51,244.65,-36.29
285.65,406.55,-42.32
31.92,50.39,-57.86
56.58,94.49,-67.0
520.76,719.62,-38.19
256.94,325.3,-26.61
492.18,736.32,-49.6
211.97,372.24,-75.61
500.62,723.12,-44.44
496.67,904.44,-82.1
0.0,0.0,0.0
305.04,361.56,-18.53
504.27,753.14,-49.35
0.0,0.0,0.0
206.12,298.78,-44.95
684.42,885.89,-29.44
492.8,601.27,-22.01
155.65,236.49,-51.94
120.24,224.17,-86.44
72.81,98.69,-35.54
259.88,405.55,-56.05
606.83,973.94,-60.5
102.39,142.35,-39.03
513.82,763.84,-48.66
741.01,947.51,-27.87
58.08,83.36,-43.53
665.48,985.52,-48.09
188.98,372.06,-96.88
339.92,448.92,-32.07
386.02,626.96,-62.42
24.18,43.43,-79.61
541.51,757.08,-39.81
494.16,757.88,-53.37
86.83,104.9,-20.81
280.82,403.21,-43.58
745.0,946.56,-27.06
0.0,0.0,0.0
222.95,383.29,-71.92
254.32,394.43,-55.09
96.43,119.78,-24.21
548.42,838.12,-52.82
20.99,24.74,-17.87
752.46,1179.91,-56.81
532.77,723.78,-35.85
92.44,177.89,-92.44
376.8,599.81,-59.19
445.05,580.3,-30.39
83.87,138.08,-64.64
300.35,382.21,-27.25
53.17,71.95,-35.32
486.45,676.66,-39.1
518.0,704.37,-35.98
606.69,844.13,-39.14
558.46,840.03,-50.42
728.27,1014.47,-39.3
490.54,705.93,-43.91
622.33,927.61,-49.05
342.38,570.5,-66.63
425.9,568.83,-33.56
503.82,688.43,-36.64
52.42,63.36,-20.87
655.43,876.68,-33.76
0.0,0.0,0.0
56.27,120.79,-114.66
549.26,719.36,-30.97
134.98,148.62,-10.11
494.58,759.21,-53.51
547.43,736.69,-34.57
225.14,314.05,-39.49
459.87,704.08,-53.1
782.86,1221.24,-56.0
29.97,37.95,-26.63
443.8,612.83,-38.09
295.32,424.38,-43.7
497.47,712.35,-43.19
60.21,88.74,-47.38
467.62,693.74,-48.36
241.81,360.31,-49.01
169.92,220.9,-30.0
17.24,17.24,0.0
121.24,170.85,-40.92
0.0,0.0,0.0
446.71,698.6,-56.39
399.38,543.25,-36.02
499.77,651.45,-30.35
621.03,914.65,-47.28
503.2,764.11,-51.85
169.39,243.26,-43.61
261.39,305.8,-16.99
226.69,289.21,-27.58
240.59,343.46,-42.76
20.54,31.54,-53.55
274.75,344.9,-25.53
130.71,248.5,-90.12
529.18,786.23,-48.58
118.63,285.91,-141.01
212.44,242.35,-14.08
338.97,569.37,-67.97
534.45,807.14,-51.02
424.13,627.72,-48.0
141.21,184.93,-30.96
121.11,149.24,-23.23
602.12,832.14,-38.2
492.79,732.0,-48.54
235.99,467.08,-97.92
534.1,721.27,-35.04
368.8,565.57,-53.35
505.91,686.81,-35.76
41.51,60.5,-45.75
118.55,144.79,-22.13
343.36,473.67,-37.95
423.49,584.61,-38.05
167.67,273.57,-63.16
502.82,650.88,-29.45
499.07,751.01,-50.48
276.18,488.48,-76.87
357.76,482.18,-34.78
298.93,391.32,-30.91
583.04,847.7,-45.39
0.0,0.0,0.0
505.56,650.99,-28.77
502.74,820.98,-63.3
674.2,1026.76,-52.29
407.11,559.05,-37.32
298.75,384.14,-28.58
181.78,267.18,-46.98
610.94,801.03,-31.11
132.9,150.49,-13.24
604.89,869.02,-43.67
98.61,128.81,-30.63
702.98,1033.05,-46.95
0.0,0.0,0.0
466.42,601.95,-29.06
672.46,945.13,-40.55
418.55,656.39,-56.82
264.43,428.09,-61.89
215.31,307.01,-42.59
243.22,364.73,-49.96
354.22,470.5,-32.83
675.19,975.25,-44.44
398.89,541.78,-35.82
587.17,960.88,-63.65
96.57,138.75,-43.68
559.9,783.66,-39.96
519.6,768.91,-47.98
592.82,820.03,-38.33
750.07,1025.79,-36.76
727.89,1089.39,-49.66
494.96,621.45,-25.56
576.02,771.1,-33.87
864.58,1120.89,-29.65
74.53,81.27,-9.04
10.69,16.23,-51.82
203.05,286.81,-41.25
384.91,534.99,-38.99
104.21,161.17,-54.66
414.65,639.79,-54.3
58.72,73.94,-25.92
296.18,465.73,-57.25
186.5,292.69,-56.94
0.0,0.0,0.0
683.09,939.16,-37.49
402.86,630.38,-56.48
386.55,548.91,-42.0
328.67,443.86,-35.05
339.96,534.12,-57.11
232.38,307.61,-32.37
32.93,36.68,-11.39
27.85,27.85,0.0
574.18,830.38,-44.62
174.36,233.51,-33.92
339.3,519.45,-53.09
483.46,722.93,-49.53
638.97,915.12,-43.22
388.25,502.8,-29.5
175.26,236.92,-35.18
167.78,227.35,-35.5
214.03,282.94,-32.2
56.66,71.39,-26.0
92.01,117.95,-28.19
500.41,738.36,-47.55
232.81,377.46,-62.13
239.18,307.95,-28.75
484.74,744.43,-53.57
256.43,321.92,-25.54
277.5,372.36,-34.18
188.19,253.37,-34.64
210.7,421.38,-99.99
167.51,291.18,-73.83
177.18,262.83,-48.34
179.45,280.8,-56.48
622.14,947.79,-52.34
338.27,455.09,-34.53
470.05,683.92,-45.5
641.31,954.89,-48.9
270.6,490.48,-81.26
686.48,883.68,-28.73
181.28,243.57,-34.36
364.8,476.46,-30.61
584.69,798.51,-36.57
212.42,358.39,-68.72
91.98,99.43,-8.1
168.82,240.19,-42.28
100.67,166.83,-65.72
344.38,477.41,-38.63
208.16,368.24,-76.9
252.75,442.64,-75.13
21.85,29.1,-33.18
374.31,526.37,-40.62
293.62,444.03,-51.23
146.13,171.11,-17.09
188.91,279.74,-48.08
161.82,188.71,-16.62
509.1,724.96,-42.4
175.94,250.31,-42.27
304.54,457.47,-50.22
0.0,0.0,0.0
264.91,414.21,-56.36
