,num_hidden_layers,neurons_per_layer,dropout_rate,optimizer,activation_function,fitness_scores
22,2.0,89.0,0.2084752465079731,rmsprop,selu,0.3855606439745164
23,4.0,110.0,0.1869519485002175,rmsprop,selu,0.37607324659146524
0,2.0,93.0,0.3573950720429822,adam,selu,0.3622210304315568
1,2.0,93.0,0.19975421731532286,adam,selu,0.384668759773935
2,2.0,70.0,0.15968542357927834,adam,selu,0.388142097293038
3,6.0,85.0,0.17298116180354806,adam,selu,0.38427312024061255
4,2.0,75.0,0.1869519485002175,adam,selu,0.37717230138282776
5,1.0,39.0,0.2589180623217192,adam,selu,0.36283582364554023
6,2.0,100.0,0.11309953817463135,adam,selu,0.3563106568927002
7,2.0,69.0,0.19975421731532286,adam,selu,0.37714249709962977
8,3.0,85.0,0.12316073143079966,adam,selu,0.37558577618370326
9,5.0,75.0,0.17298116180354806,adam,selu,0.38095720945720946
10,3.0,82.0,0.23204372201091866,adam,selu,0.3486627415610507
11,3.0,82.0,0.34089661776708285,adam,selu,0.38439910018007184
12,2.0,85.0,0.014485933029906415,adam,selu,0.38102495467010833
13,3.0,44.0,0.1869519485002175,adam,selu,0.39535103413279793
14,3.0,101.0,0.3398756843981485,adam,selu,0.39603807186965084
15,3.0,95.0,0.3398756843981485,adam,selu,0.3766489802595066
16,3.0,97.0,0.3398756843981485,adam,selu,0.3777242984054129
17,3.0,54.0,0.11309953817463135,adam,selu,0.3999038196066059
18,2.0,100.0,0.1869519485002175,adam,selu,0.37913868282747
19,3.0,87.0,0.19975421731532286,adam,selu,0.384717944628471
20,2.0,89.0,0.19975421731532286,adam,selu,0.40080359874044086
21,2.0,85.0,0.014485933029906415,adam,selu,0.3464033438446394
22,2.0,89.0,0.2084752465079731,adam,selu,0.3745632179698676
23,4.0,110.0,0.1869519485002175,adam,selu,0.3792541468877501
0,2.0,93.0,0.3573950720429822,adadelta,selu,0.3955206066723095
1,2.0,93.0,0.19975421731532286,adadelta,selu,0.3758279043024686
2,2.0,70.0,0.15968542357927834,adadelta,selu,0.3845379448896477
3,6.0,85.0,0.17298116180354806,adadelta,selu,0.37769648703997877
4,2.0,75.0,0.1869519485002175,adadelta,selu,0.38469888144191555
5,1.0,39.0,0.2589180623217192,adadelta,selu,0.3856774476879264
6,2.0,100.0,0.11309953817463135,adadelta,selu,0.37477167139705847
7,2.0,69.0,0.19975421731532286,adadelta,selu,0.3893001879441507
8,3.0,85.0,0.12316073143079966,adadelta,selu,0.3577318594717976
9,5.0,75.0,0.17298116180354806,adadelta,selu,0.37765277598218777
10,3.0,82.0,0.23204372201091866,adadelta,selu,0.35445412844465474
11,3.0,82.0,0.34089661776708285,adadelta,selu,0.39968680909733545
12,2.0,85.0,0.014485933029906415,adadelta,selu,0.41357190395008925
13,3.0,44.0,0.1869519485002175,adadelta,selu,0.39305376026423894
14,3.0,101.0,0.3398756843981485,adadelta,selu,0.39004008749050423
15,3.0,95.0,0.3398756843981485,adadelta,selu,0.3896700794905129
16,3.0,97.0,0.3398756843981485,adadelta,selu,0.3601346821393261
17,3.0,54.0,0.11309953817463135,adadelta,selu,0.346666129192445
18,2.0,100.0,0.1869519485002175,adadelta,selu,0.39356149915136013
19,3.0,87.0,0.19975421731532286,adadelta,selu,0.38040211797411133
20,2.0,89.0,0.19975421731532286,adadelta,selu,0.39449862490450727
21,2.0,85.0,0.014485933029906415,adadelta,selu,0.37782581453634084
22,2.0,89.0,0.2084752465079731,adadelta,selu,0.3941029263134526
23,4.0,110.0,0.1869519485002175,adadelta,selu,0.38362257744947204
0,2.0,93.0,0.3573950720429822,adagrad,selu,0.39408801724591197
1,2.0,93.0,0.19975421731532286,adagrad,selu,0.343374922291331
2,2.0,70.0,0.15968542357927834,adagrad,selu,0.37192773197536233
3,6.0,85.0,0.17298116180354806,adagrad,selu,0.3579371388845073
4,2.0,75.0,0.1869519485002175,adagrad,selu,0.38942939331050785
5,1.0,39.0,0.2589180623217192,adagrad,selu,0.3595155955155955
6,2.0,100.0,0.11309953817463135,adagrad,selu,0.39151919892972525
7,2.0,69.0,0.19975421731532286,adagrad,selu,0.3687896905296286
8,3.0,85.0,0.12316073143079966,adagrad,selu,0.39624452726496073
9,5.0,75.0,0.17298116180354806,adagrad,selu,0.4049310111972651
10,3.0,82.0,0.23204372201091866,adagrad,selu,0.3712553287785486
11,3.0,82.0,0.34089661776708285,adagrad,selu,0.3487749039085072
12,2.0,85.0,0.014485933029906415,adagrad,selu,0.370211743106392
13,3.0,44.0,0.1869519485002175,adagrad,selu,0.3826031681006509
14,3.0,101.0,0.3398756843981485,adagrad,selu,0.3774133381238645
15,3.0,95.0,0.3398756843981485,adagrad,selu,0.3638347443529629
16,3.0,97.0,0.3398756843981485,adagrad,selu,0.3508418888797297
17,3.0,54.0,0.11309953817463135,adagrad,selu,0.38178728071959794
18,2.0,100.0,0.1869519485002175,adagrad,selu,0.4054879533104826
19,3.0,87.0,0.19975421731532286,adagrad,selu,0.3660711058157655
20,2.0,89.0,0.19975421731532286,adagrad,selu,0.3937222291878163
21,2.0,85.0,0.014485933029906415,adagrad,selu,0.39084365154112605
22,2.0,89.0,0.2084752465079731,adagrad,selu,0.3786142861352901
23,4.0,110.0,0.1869519485002175,adagrad,selu,0.35178753230575094
0,2.0,93.0,0.3573950720429822,adamax,selu,0.37066864863643145
1,2.0,93.0,0.19975421731532286,adamax,selu,0.38522211888822994
2,2.0,70.0,0.15968542357927834,adamax,selu,0.41003658659881576
3,6.0,85.0,0.17298116180354806,adamax,selu,0.3807454691533758
4,2.0,75.0,0.1869519485002175,adamax,selu,0.4339264277921567
5,1.0,39.0,0.2589180623217192,adamax,selu,0.3793456442343082
6,2.0,100.0,0.11309953817463135,adamax,selu,0.37782850275044655
7,2.0,69.0,0.19975421731532286,adamax,selu,0.375282324692851
8,3.0,85.0,0.12316073143079966,adamax,selu,0.3813743503142884
9,5.0,75.0,0.17298116180354806,adamax,selu,0.40240003134120783
10,3.0,82.0,0.23204372201091866,adamax,selu,0.3623466253475055
11,3.0,82.0,0.34089661776708285,adamax,selu,0.35672025912749894
12,2.0,85.0,0.014485933029906415,adamax,selu,0.3817147741147741
13,3.0,44.0,0.1869519485002175,adamax,selu,0.4022374063183779
14,3.0,101.0,0.3398756843981485,adamax,selu,0.37849992178892433
15,3.0,95.0,0.3398756843981485,adamax,selu,0.3824500328017356
16,3.0,97.0,0.3398756843981485,adamax,selu,0.3674769162564451
17,3.0,54.0,0.11309953817463135,adamax,selu,0.3773878063277253
18,2.0,100.0,0.1869519485002175,adamax,selu,0.3942634897848044
19,3.0,87.0,0.19975421731532286,adamax,selu,0.37411951611141897
20,2.0,89.0,0.19975421731532286,adamax,selu,0.3757605151014762
21,2.0,85.0,0.014485933029906415,adamax,selu,0.3589435295414566
22,2.0,89.0,0.2084752465079731,adamax,selu,0.3859469676103947
23,4.0,110.0,0.1869519485002175,adamax,selu,0.3677311215383427
0,2.0,93.0,0.3573950720429822,nadam,selu,0.3834782644256329
1,2.0,93.0,0.19975421731532286,nadam,selu,0.36088790202150534
2,2.0,70.0,0.15968542357927834,nadam,selu,0.3567677817583323
3,6.0,85.0,0.17298116180354806,nadam,selu,0.3518575050680314
4,2.0,75.0,0.1869519485002175,nadam,selu,0.3727555416719504
5,1.0,39.0,0.2589180623217192,nadam,selu,0.37166139110287716
6,2.0,100.0,0.11309953817463135,nadam,selu,0.3732506563611827
7,2.0,69.0,0.19975421731532286,nadam,selu,0.3896103078208342
8,3.0,85.0,0.12316073143079966,nadam,selu,0.3871275017380281
9,5.0,75.0,0.17298116180354806,nadam,selu,0.35558502479546317
10,3.0,82.0,0.23204372201091866,nadam,selu,0.371721305711832
11,3.0,82.0,0.34089661776708285,nadam,selu,0.35255571989668105
12,2.0,85.0,0.014485933029906415,nadam,selu,0.36201231517020993
13,3.0,44.0,0.1869519485002175,nadam,selu,0.3619945675239793
14,3.0,101.0,0.3398756843981485,nadam,selu,0.4060686395271286
15,3.0,95.0,0.3398756843981485,nadam,selu,0.3935661005929952
16,3.0,97.0,0.3398756843981485,nadam,selu,0.3989333232669265
17,3.0,54.0,0.11309953817463135,nadam,selu,0.35712097857422936
18,2.0,100.0,0.1869519485002175,nadam,selu,0.3615717060717061
19,3.0,87.0,0.19975421731532286,nadam,selu,0.354517540357026
20,2.0,89.0,0.19975421731532286,nadam,selu,0.36854559156278616
21,2.0,85.0,0.014485933029906415,nadam,selu,0.34587031108801825
22,2.0,89.0,0.2084752465079731,nadam,selu,0.37423318238005543
23,4.0,110.0,0.1869519485002175,nadam,selu,0.3845379448896477
0,2.0,93.0,0.3573950720429822,sgd,softsign,0.38906075073876933
1,2.0,93.0,0.19975421731532286,sgd,softsign,0.3627845364130194
2,2.0,70.0,0.15968542357927834,sgd,softsign,0.3454987571767758
3,6.0,85.0,0.17298116180354806,sgd,softsign,0.41503507225488656
4,2.0,75.0,0.1869519485002175,sgd,softsign,0.38497691602145045
5,1.0,39.0,0.2589180623217192,sgd,softsign,0.3494404806645816
6,2.0,100.0,0.11309953817463135,sgd,softsign,0.37472083256179367
7,2.0,69.0,0.19975421731532286,sgd,softsign,0.3558541404614279
8,3.0,85.0,0.12316073143079966,sgd,softsign,0.41845997150688746
9,5.0,75.0,0.17298116180354806,sgd,softsign,0.3704998556998557
10,3.0,82.0,0.23204372201091866,sgd,softsign,0.35591022443433534
11,3.0,82.0,0.34089661776708285,sgd,softsign,0.3811437405716582
12,2.0,85.0,0.014485933029906415,sgd,softsign,0.35434078798658936
13,3.0,44.0,0.1869519485002175,sgd,softsign,0.40414143049932516
14,3.0,101.0,0.3398756843981485,sgd,softsign,0.3741139684114513
15,3.0,95.0,0.3398756843981485,sgd,softsign,0.381300466739738
16,3.0,97.0,0.3398756843981485,sgd,softsign,0.3610596623085311
17,3.0,54.0,0.11309953817463135,sgd,softsign,0.38322170417817475
18,2.0,100.0,0.1869519485002175,sgd,softsign,0.3886420412431367
19,3.0,87.0,0.19975421731532286,sgd,softsign,0.40735611731551247
20,2.0,89.0,0.19975421731532286,sgd,softsign,0.373214636240952
21,2.0,85.0,0.014485933029906415,sgd,softsign,0.379567710445729
22,2.0,89.0,0.2084752465079731,sgd,softsign,0.3957029346986004
23,4.0,110.0,0.1869519485002175,sgd,softsign,0.37450614401078797
0,2.0,93.0,0.3573950720429822,rmsprop,softsign,0.40121602236772513
1,2.0,93.0,0.19975421731532286,rmsprop,softsign,0.3983330230141376
2,2.0,70.0,0.15968542357927834,rmsprop,softsign,0.3685342276394028
3,6.0,85.0,0.17298116180354806,rmsprop,softsign,0.40261459729442584
4,2.0,75.0,0.1869519485002175,rmsprop,softsign,0.34148678042605174
5,1.0,39.0,0.2589180623217192,rmsprop,softsign,0.37191296013927594
6,2.0,100.0,0.11309953817463135,rmsprop,softsign,0.3555519872284578
7,2.0,69.0,0.19975421731532286,rmsprop,softsign,0.3930837686565241
8,3.0,85.0,0.12316073143079966,rmsprop,softsign,0.3788231604472211
9,5.0,75.0,0.17298116180354806,rmsprop,softsign,0.38755384865642584
10,3.0,82.0,0.23204372201091866,rmsprop,softsign,0.3717707647595716
11,3.0,82.0,0.34089661776708285,rmsprop,softsign,0.4029161366325454
12,2.0,85.0,0.014485933029906415,rmsprop,softsign,0.39254870188863994
13,3.0,44.0,0.1869519485002175,rmsprop,softsign,0.3854322732333687
14,3.0,101.0,0.3398756843981485,rmsprop,softsign,0.37547007198829063
15,3.0,95.0,0.3398756843981485,rmsprop,softsign,0.41117085127039876
16,3.0,97.0,0.3398756843981485,rmsprop,softsign,0.4197348167431521
17,3.0,54.0,0.11309953817463135,rmsprop,softsign,0.3444344262548597
18,2.0,100.0,0.1869519485002175,rmsprop,softsign,0.391103272544449
19,3.0,87.0,0.19975421731532286,rmsprop,softsign,0.37132151412996744
20,2.0,89.0,0.19975421731532286,rmsprop,softsign,0.37873379870903096
21,2.0,85.0,0.014485933029906415,rmsprop,softsign,0.37854788266429135
22,2.0,89.0,0.2084752465079731,rmsprop,softsign,0.33603324453324457
23,4.0,110.0,0.1869519485002175,rmsprop,softsign,0.36896570096570097
0,2.0,93.0,0.3573950720429822,adam,softsign,0.36367219038271675
1,2.0,93.0,0.19975421731532286,adam,softsign,0.3510326945843974
2,2.0,70.0,0.15968542357927834,adam,softsign,0.35804444302006355
3,6.0,85.0,0.17298116180354806,adam,softsign,0.3673012812918076
4,2.0,75.0,0.1869519485002175,adam,softsign,0.3711884204684205
5,1.0,39.0,0.2589180623217192,adam,softsign,0.369282682459153
6,2.0,100.0,0.11309953817463135,adam,softsign,0.41221381288130515
7,2.0,69.0,0.19975421731532286,adam,softsign,0.3755443566779599
8,3.0,85.0,0.12316073143079966,adam,softsign,0.33839494910547546
9,5.0,75.0,0.17298116180354806,adam,softsign,0.4056242916148179
10,3.0,82.0,0.23204372201091866,adam,softsign,0.37956388300382116
11,3.0,82.0,0.34089661776708285,adam,softsign,0.37692160763213395
12,2.0,85.0,0.014485933029906415,adam,softsign,0.37590620937370167
13,3.0,44.0,0.1869519485002175,adam,softsign,0.3608569476544305
14,3.0,101.0,0.3398756843981485,adam,softsign,0.3457726095903354
15,3.0,95.0,0.3398756843981485,adam,softsign,0.39857667790651835
16,3.0,97.0,0.3398756843981485,adam,softsign,0.3760016772640068
17,3.0,54.0,0.11309953817463135,adam,softsign,0.35830493686328924
18,2.0,100.0,0.1869519485002175,adam,softsign,0.35300618971671605
19,3.0,87.0,0.19975421731532286,adam,softsign,0.38368017070648647
20,2.0,89.0,0.19975421731532286,adam,softsign,0.3717497438622758
21,2.0,85.0,0.014485933029906415,adam,softsign,0.35702331449080676
22,2.0,89.0,0.2084752465079731,adam,softsign,0.41569730840195235
23,4.0,110.0,0.1869519485002175,adam,softsign,0.4024155096259883
0,2.0,93.0,0.3573950720429822,adadelta,softsign,0.4084317793317793
1,2.0,93.0,0.19975421731532286,adadelta,softsign,0.37755156076296725
2,2.0,70.0,0.15968542357927834,adadelta,softsign,0.3486208507648602
3,6.0,85.0,0.17298116180354806,adadelta,softsign,0.36648809023793544
4,2.0,75.0,0.1869519485002175,adadelta,softsign,0.36027697448750085
5,1.0,39.0,0.2589180623217192,adadelta,softsign,0.38295583408943734
6,2.0,100.0,0.11309953817463135,adadelta,softsign,0.3867319568975916
7,2.0,69.0,0.19975421731532286,adadelta,softsign,0.3791804598909862
8,3.0,85.0,0.12316073143079966,adadelta,softsign,0.37651924219571276
9,5.0,75.0,0.17298116180354806,adadelta,softsign,0.3976275717085434
10,3.0,82.0,0.23204372201091866,adadelta,softsign,0.3557057493590002
11,3.0,82.0,0.34089661776708285,adadelta,softsign,0.3678816869405105
12,2.0,85.0,0.014485933029906415,adadelta,softsign,0.38357151303090814
13,3.0,44.0,0.1869519485002175,adadelta,softsign,0.3695746232016773
14,3.0,101.0,0.3398756843981485,adadelta,softsign,0.37687744839178405
15,3.0,95.0,0.3398756843981485,adadelta,softsign,0.36957658463893284
16,3.0,97.0,0.3398756843981485,adadelta,softsign,0.36151448329448327
17,3.0,54.0,0.11309953817463135,adadelta,softsign,0.3776874003189793
18,2.0,100.0,0.1869519485002175,adadelta,softsign,0.3619229312886602
19,3.0,87.0,0.19975421731532286,adadelta,softsign,0.40111633275565167
20,2.0,89.0,0.19975421731532286,adadelta,softsign,0.3716120925408375
21,2.0,85.0,0.014485933029906415,adadelta,softsign,0.36367574016626647
22,2.0,89.0,0.2084752465079731,adadelta,softsign,0.35704674404396286
23,4.0,110.0,0.1869519485002175,adadelta,softsign,0.3846872057317402
0,2.0,93.0,0.3573950720429822,adagrad,softsign,0.3645925838568186
1,2.0,93.0,0.19975421731532286,adagrad,softsign,0.39722225143277773
2,2.0,70.0,0.15968542357927834,adagrad,softsign,0.4084476021398622
3,6.0,85.0,0.17298116180354806,adagrad,softsign,0.44210591678703137
4,2.0,75.0,0.1869519485002175,adagrad,softsign,0.39075981191151465
5,1.0,39.0,0.2589180623217192,adagrad,softsign,0.38788201901562225
6,2.0,100.0,0.11309953817463135,adagrad,softsign,0.37457466372636655
7,2.0,69.0,0.19975421731532286,adagrad,softsign,0.3923124719314174
8,3.0,85.0,0.12316073143079966,adagrad,softsign,0.3788641901625531
9,5.0,75.0,0.17298116180354806,adagrad,softsign,0.3547042209072978
10,3.0,82.0,0.23204372201091866,adagrad,softsign,0.38703263915571606
11,3.0,82.0,0.34089661776708285,adagrad,softsign,0.3937780511885775
12,2.0,85.0,0.014485933029906415,adagrad,softsign,0.38916329586108106
13,3.0,44.0,0.1869519485002175,adagrad,softsign,0.37863900503259773
14,3.0,101.0,0.3398756843981485,adagrad,softsign,0.3536238681549056
15,3.0,95.0,0.3398756843981485,adagrad,softsign,0.3633126755014627
16,3.0,97.0,0.3398756843981485,adagrad,softsign,0.3589645682535708
17,3.0,54.0,0.11309953817463135,adagrad,softsign,0.3407534393412035
18,2.0,100.0,0.1869519485002175,adagrad,softsign,0.3813699860511006
19,3.0,87.0,0.19975421731532286,adagrad,softsign,0.3933022761552173
20,2.0,89.0,0.19975421731532286,adagrad,softsign,0.40762550060878233
21,2.0,85.0,0.014485933029906415,adagrad,softsign,0.3719638607007028
22,2.0,89.0,0.2084752465079731,adagrad,softsign,0.3671011744421355
23,4.0,110.0,0.1869519485002175,adagrad,softsign,0.3621074916369034
0,2.0,93.0,0.3573950720429822,adamax,softsign,0.3520233561786313
1,2.0,93.0,0.19975421731532286,adamax,softsign,0.36549677515466994
2,2.0,70.0,0.15968542357927834,adamax,softsign,0.3680288068372602
3,6.0,85.0,0.17298116180354806,adamax,softsign,0.39223529686687586
4,2.0,75.0,0.1869519485002175,adamax,softsign,0.37824647522042143
5,1.0,39.0,0.2589180623217192,adamax,softsign,0.3521749297202251
6,2.0,100.0,0.11309953817463135,adamax,softsign,0.3731664663838577
7,2.0,69.0,0.19975421731532286,adamax,softsign,0.36673171325581316
8,3.0,85.0,0.12316073143079966,adamax,softsign,0.38045736719420936
9,5.0,75.0,0.17298116180354806,adamax,softsign,0.3681261127272083
10,3.0,82.0,0.23204372201091866,adamax,softsign,0.3971114322553951
11,3.0,82.0,0.34089661776708285,adamax,softsign,0.39320522614640263
12,2.0,85.0,0.014485933029906415,adamax,softsign,0.4011846778952043
13,3.0,44.0,0.1869519485002175,adamax,softsign,0.33879176405319333
14,3.0,101.0,0.3398756843981485,adamax,softsign,0.407464440135718
15,3.0,95.0,0.3398756843981485,adamax,softsign,0.38418620268620274
16,3.0,97.0,0.3398756843981485,adamax,softsign,0.36668405774241014
17,3.0,54.0,0.11309953817463135,adamax,softsign,0.37574012041780563
18,2.0,100.0,0.1869519485002175,adamax,softsign,0.36174405779978536
19,3.0,87.0,0.19975421731532286,adamax,softsign,0.37715826325291213
20,2.0,89.0,0.19975421731532286,adamax,softsign,0.37067110209901977
21,2.0,85.0,0.014485933029906415,adamax,softsign,0.38228459122576774
22,2.0,89.0,0.2084752465079731,adamax,softsign,0.371151328891267
23,4.0,110.0,0.1869519485002175,adamax,softsign,0.3793362642755356
0,2.0,93.0,0.3573950720429822,nadam,softsign,0.3917997627997151
1,2.0,93.0,0.19975421731532286,nadam,softsign,0.36702504259026
2,2.0,70.0,0.15968542357927834,nadam,softsign,0.40255375663472825
3,6.0,85.0,0.17298116180354806,nadam,softsign,0.35340016639707045
4,2.0,75.0,0.1869519485002175,nadam,softsign,0.34318773486575344
5,1.0,39.0,0.2589180623217192,nadam,softsign,0.36259005658062576
6,2.0,100.0,0.11309953817463135,nadam,softsign,0.3851976094081357
7,2.0,69.0,0.19975421731532286,nadam,softsign,0.36962035986029795
8,3.0,85.0,0.12316073143079966,nadam,softsign,0.3669270150139715
9,5.0,75.0,0.17298116180354806,nadam,softsign,0.3731097745376921
10,3.0,82.0,0.23204372201091866,nadam,softsign,0.3747011341599577
11,3.0,82.0,0.34089661776708285,nadam,softsign,0.36876083050076863
12,2.0,85.0,0.014485933029906415,nadam,softsign,0.3774697324585393
13,3.0,44.0,0.1869519485002175,nadam,softsign,0.3895619424323153
14,3.0,101.0,0.3398756843981485,nadam,softsign,0.3752675154624952
15,3.0,95.0,0.3398756843981485,nadam,softsign,0.35301348416518696
16,3.0,97.0,0.3398756843981485,nadam,softsign,0.36151434822487455
17,3.0,54.0,0.11309953817463135,nadam,softsign,0.3813956219219377
18,2.0,100.0,0.1869519485002175,nadam,softsign,0.3782146326463355
19,3.0,87.0,0.19975421731532286,nadam,softsign,0.3995364628174345
20,2.0,89.0,0.19975421731532286,nadam,softsign,0.3751680842033784
21,2.0,85.0,0.014485933029906415,nadam,softsign,0.36238241530549226
22,2.0,89.0,0.2084752465079731,nadam,softsign,0.40275143252661716
23,4.0,110.0,0.1869519485002175,nadam,softsign,0.3987226273237228
