day_no,total_customers,store_customers,store_name,revenue_actual,revenue_potential,pl_perc,num_disappointed,disappointment%
1281,29,20,bharat,789.28,789.28,0.0,0,0.0
1282,6,1,ajijo,15.68,15.68,0.0,0,0.0
1282,6,5,bharat,270.7,270.7,0.0,0,0.0
1283,32,10,ajijo,0.0,0.0,0.0,10,100.0
1283,32,22,bharat,959.57,959.57,0.0,0,0.0
1284,41,8,ajijo,0.0,0.0,0.0,8,100.0
1284,41,33,bharat,1460.17,1460.17,0.0,0,0.0
1285,45,16,ajijo,22.68,22.68,0.0,15,93.75
1285,45,29,bharat,1069.45,1069.45,0.0,0,0.0
1286,27,8,ajijo,81.72,81.72,0.0,7,87.5
1286,27,19,bharat,874.62,874.62,0.0,0,0.0
1287,3,2,ajijo,5.5,5.5,0.0,1,50.0
1287,3,1,bharat,45.16,45.16,0.0,0,0.0
1288,32,7,ajijo,6.24,6.24,0.0,6,85.71
1288,32,25,bharat,1248.16,1248.16,0.0,0,0.0
1289,32,8,ajijo,63.82,63.82,0.0,7,87.5
1289,32,24,bharat,963.8,963.8,0.0,0,0.0
1290,8,2,ajijo,0.0,0.0,0.0,2,100.0
1290,8,6,bharat,223.18,223.18,0.0,0,0.0
1291,24,7,ajijo,21.94,21.94,0.0,6,85.71
1291,24,17,bharat,806.36,806.36,0.0,0,0.0
1292,33,10,ajijo,6.75,6.75,0.0,8,80.0
1292,33,23,bharat,856.29,856.29,0.0,0,0.0
1293,21,7,ajijo,0.0,0.0,0.0,7,100.0
1293,21,14,bharat,545.9,545.9,0.0,0,0.0
1294,46,11,ajijo,18.99,18.99,0.0,10,90.91
1294,46,35,bharat,1239.35,1239.35,0.0,0,0.0
1295,36,10,ajijo,5.79,5.79,0.0,9,90.0
1295,36,26,bharat,1013.97,1013.97,0.0,0,0.0
1296,32,14,ajijo,0.0,0.0,0.0,14,100.0
1296,32,18,bharat,854.8,854.8,0.0,0,0.0
1297,14,2,ajijo,0.0,0.0,0.0,2,100.0
1297,14,12,bharat,483.14,483.14,0.0,0,0.0
1298,6,3,ajijo,5.25,5.25,0.0,2,66.67
1298,6,3,bharat,164.93,164.93,0.0,0,0.0
1299,23,5,ajijo,20.4,20.4,0.0,4,80.0
1299,23,18,bharat,651.03,651.03,0.0,0,0.0
1300,39,9,ajijo,0.0,0.0,0.0,9,100.0
1300,39,30,bharat,901.72,901.72,0.0,0,0.0
1301,22,4,ajijo,0.0,0.0,0.0,4,100.0
1301,22,18,bharat,874.87,874.87,0.0,0,0.0
1302,37,10,ajijo,37.34,37.34,0.0,8,80.0
1302,37,27,bharat,1201.27,1201.27,0.0,0,0.0
1303,26,13,ajijo,26.96,26.96,0.0,10,76.92
1303,26,13,bharat,482.86,482.86,0.0,0,0.0
1304,13,4,ajijo,5.75,5.75,0.0,3,75.0
1304,13,9,bharat,264.26,264.26,0.0,0,0.0
1305,26,7,ajijo,0.0,0.0,0.0,7,100.0
1305,26,19,bharat,776.11,776.11,0.0,0,0.0
1306,12,5,ajijo,3.0,3.0,0.0,4,80.0
1306,12,7,bharat,264.24,264.24,0.0,0,0.0
1307,39,14,ajijo,2.99,2.99,0.0,13,92.86
1307,39,25,bharat,1093.36,1093.36,0.0,0,0.0
1308,29,10,ajijo,15.49,15.49,0.0,8,80.0
1308,29,19,bharat,761.2,761.2,0.0,0,0.0
1309,13,5,ajijo,9.48,9.48,0.0,4,80.0
1309,13,8,bharat,385.05,385.05,0.0,0,0.0
1310,43,16,ajijo,0.0,0.0,0.0,16,100.0
1310,43,27,bharat,1168.9,1168.9,0.0,0,0.0
1311,9,3,ajijo,0.0,0.0,0.0,3,100.0
1311,9,6,bharat,186.69,186.69,0.0,0,0.0
1312,43,18,ajijo,42.71,42.71,0.0,16,88.89
1312,43,25,bharat,1134.71,1134.71,0.0,0,0.0
1313,29,7,ajijo,2.45,2.45,0.0,6,85.71
1313,29,22,bharat,796.44,796.44,0.0,0,0.0
1314,19,5,ajijo,0.0,0.0,0.0,5,100.0
1314,19,14,bharat,739.27,739.27,0.0,0,0.0
1315,36,14,ajijo,115.63,115.63,0.0,8,57.14
1315,36,22,bharat,737.99,737.99,0.0,0,0.0
1316,46,13,ajijo,21.15,21.15,0.0,11,84.62
1316,46,33,bharat,1357.2,1357.2,0.0,0,0.0
1317,32,10,ajijo,3.99,3.99,0.0,9,90.0
1317,32,22,bharat,715.98,715.98,0.0,0,0.0
1318,34,11,ajijo,3.95,3.95,0.0,10,90.91
1318,34,23,bharat,1060.87,1060.87,0.0,0,0.0
1319,29,8,ajijo,0.0,0.0,0.0,8,100.0
1319,29,21,bharat,957.33,957.33,0.0,0,0.0
1320,38,12,ajijo,120.76,120.76,0.0,8,66.67
1320,38,26,bharat,1205.58,1205.58,0.0,0,0.0
1321,9,2,ajijo,0.0,0.0,0.0,2,100.0
1321,9,7,bharat,196.98,196.98,0.0,0,0.0
1322,2,0,ajijo,0.0,0.0,0.0,0,
1322,2,2,bharat,61.83,61.83,0.0,0,0.0
1323,8,4,ajijo,4.5,4.5,0.0,3,75.0
1323,8,4,bharat,145.23,145.23,0.0,0,0.0
1324,4,1,ajijo,0.0,0.0,0.0,1,100.0
1324,4,3,bharat,189.13,189.13,0.0,0,0.0
1325,45,24,ajijo,92.73,92.73,0.0,19,79.17
1325,45,21,bharat,677.86,677.86,0.0,0,0.0
1326,3,1,ajijo,0.0,0.0,0.0,1,100.0
1326,3,2,bharat,54.17,54.17,0.0,0,0.0
1327,5,3,ajijo,0.0,0.0,0.0,3,100.0
1327,5,2,bharat,119.29,119.29,0.0,0,0.0
1328,11,5,ajijo,37.83,37.83,0.0,3,60.0
1328,11,6,bharat,133.13,133.13,0.0,0,0.0
1329,10,2,ajijo,0.0,0.0,0.0,2,100.0
1329,10,8,bharat,294.29,294.29,0.0,0,0.0
1330,42,11,ajijo,29.17,29.17,0.0,8,72.73
1330,42,31,bharat,1564.08,1564.08,0.0,0,0.0
1331,7,2,ajijo,0.0,0.0,0.0,2,100.0
1331,7,5,bharat,318.0,318.0,0.0,0,0.0
1332,31,8,ajijo,67.47,67.47,0.0,7,87.5
1332,31,23,bharat,869.51,869.51,0.0,0,0.0
1333,17,5,ajijo,34.44,34.44,0.0,4,80.0
1333,17,12,bharat,509.7,509.7,0.0,0,0.0
1334,34,9,ajijo,21.18,21.18,0.0,7,77.78
1334,34,25,bharat,1003.08,1003.08,0.0,0,0.0
1335,36,10,ajijo,0.0,0.0,0.0,10,100.0
1335,36,26,bharat,974.21,974.21,0.0,0,0.0
1336,38,15,ajijo,3.99,3.99,0.0,14,93.33
1336,38,23,bharat,1015.02,1015.02,0.0,0,0.0
1337,25,9,ajijo,20.49,20.49,0.0,8,88.89
1337,25,16,bharat,514.33,514.33,0.0,0,0.0
1338,30,5,ajijo,14.04,14.04,0.0,4,80.0
1338,30,25,bharat,810.76,810.76,0.0,0,0.0
1339,15,5,ajijo,5.75,5.75,0.0,4,80.0
1339,15,10,bharat,384.32,384.32,0.0,0,0.0
1340,5,1,ajijo,0.0,0.0,0.0,1,100.0
1340,5,4,bharat,157.09,157.09,0.0,0,0.0
1341,47,13,ajijo,22.72,22.72,0.0,11,84.62
1341,47,34,bharat,1148.18,1148.18,0.0,0,0.0
1342,26,6,ajijo,0.0,0.0,0.0,6,100.0
1342,26,20,bharat,870.21,870.21,0.0,0,0.0
1343,24,6,ajijo,18.92,18.92,0.0,5,83.33
1343,24,18,bharat,814.24,814.24,0.0,0,0.0
1344,4,1,ajijo,0.0,0.0,0.0,1,100.0
1344,4,3,bharat,41.59,41.59,0.0,0,0.0
1345,21,4,ajijo,0.0,0.0,0.0,4,100.0
1345,21,17,bharat,695.84,695.84,0.0,0,0.0
1346,29,10,ajijo,65.8,65.8,0.0,7,70.0
1346,29,19,bharat,636.1,636.1,0.0,0,0.0
1347,35,12,ajijo,7.49,7.49,0.0,10,83.33
1347,35,23,bharat,826.14,826.14,0.0,0,0.0
1348,3,1,ajijo,0.0,0.0,0.0,1,100.0
1348,3,2,bharat,21.0,21.0,0.0,0,0.0
1349,46,7,ajijo,7.4,7.4,0.0,6,85.71
1349,46,39,bharat,1828.88,1828.88,0.0,0,0.0
1350,36,9,ajijo,0.0,0.0,0.0,9,100.0
1350,36,27,bharat,1129.17,1129.17,0.0,0,0.0
1351,20,6,ajijo,14.99,14.99,0.0,5,83.33
1351,20,14,bharat,483.76,483.76,0.0,0,0.0
1352,45,10,ajijo,8.5,8.5,0.0,8,80.0
1352,45,35,bharat,1353.74,1353.74,0.0,0,0.0
1353,14,3,ajijo,0.0,0.0,0.0,3,100.0
1353,14,11,bharat,479.27,479.27,0.0,0,0.0
1354,4,3,ajijo,0.0,0.0,0.0,3,100.0
1354,4,1,bharat,49.49,49.49,0.0,0,0.0
1355,20,4,ajijo,0.0,0.0,0.0,4,100.0
1355,20,16,bharat,703.97,703.97,0.0,0,0.0
1356,20,12,ajijo,17.74,17.74,0.0,11,91.67
1356,20,8,bharat,285.42,285.42,0.0,0,0.0
1357,45,16,ajijo,35.35,35.35,0.0,14,87.5
1357,45,29,bharat,1080.99,1080.99,0.0,0,0.0
1358,38,12,ajijo,126.97,126.97,0.0,8,66.67
1358,38,26,bharat,1433.24,1433.24,0.0,0,0.0
1359,45,9,ajijo,0.0,0.0,0.0,9,100.0
1359,45,36,bharat,1632.26,1632.26,0.0,0,0.0
1360,42,10,ajijo,2.95,2.95,0.0,9,90.0
1360,42,32,bharat,1325.95,1325.95,0.0,0,0.0
1361,38,10,ajijo,23.99,23.99,0.0,9,90.0
1361,38,28,bharat,1432.55,1432.55,0.0,0,0.0
1362,25,8,ajijo,0.0,0.0,0.0,8,100.0
1362,25,17,bharat,514.99,514.99,0.0,0,0.0
1363,45,15,ajijo,0.0,0.0,0.0,15,100.0
1363,45,30,bharat,1050.28,1050.28,0.0,0,0.0
1364,5,1,ajijo,9.5,9.5,0.0,0,0.0
1364,5,4,bharat,184.43,184.43,0.0,0,0.0
1365,47,19,ajijo,19.25,19.25,0.0,14,73.68
1365,47,28,bharat,1058.06,1058.06,0.0,0,0.0
1366,1,1,ajijo,0.0,0.0,0.0,1,100.0
1366,1,0,bharat,0.0,0.0,0.0,0,
1367,45,8,ajijo,0.0,0.0,0.0,8,100.0
1367,45,37,bharat,1384.29,1384.29,0.0,0,0.0
1368,48,26,ajijo,45.47,45.47,0.0,24,92.31
1368,48,22,bharat,1092.05,1092.05,0.0,0,0.0
1369,47,12,ajijo,0.0,0.0,0.0,12,100.0
1369,47,35,bharat,1343.59,1343.59,0.0,0,0.0
1370,30,4,ajijo,3.0,3.0,0.0,3,75.0
1370,30,26,bharat,1174.94,1174.94,0.0,0,0.0
1371,8,3,ajijo,5.49,5.49,0.0,2,66.67
1371,8,5,bharat,159.59,159.59,0.0,0,0.0
1372,32,12,ajijo,0.0,0.0,0.0,12,100.0
1372,32,20,bharat,981.75,981.75,0.0,0,0.0
1373,3,2,ajijo,0.0,0.0,0.0,2,100.0
1373,3,1,bharat,95.0,95.0,0.0,0,0.0
1374,34,8,ajijo,0.0,0.0,0.0,8,100.0
1374,34,26,bharat,1077.61,1077.61,0.0,0,0.0
1375,46,16,ajijo,64.56,64.56,0.0,12,75.0
1375,46,30,bharat,1361.9,1361.9,0.0,0,0.0
1376,1,0,ajijo,0.0,0.0,0.0,0,
1376,1,1,bharat,55.08,55.08,0.0,0,0.0
1377,28,7,ajijo,0.0,0.0,0.0,7,100.0
1377,28,21,bharat,968.07,968.07,0.0,0,0.0
1378,41,12,ajijo,0.0,0.0,0.0,12,100.0
1378,41,29,bharat,1310.03,1310.03,0.0,0,0.0
1379,24,6,ajijo,0.0,0.0,0.0,6,100.0
1379,24,18,bharat,861.94,861.94,0.0,0,0.0
1380,11,4,ajijo,29.57,29.57,0.0,3,75.0
1380,11,7,bharat,218.64,218.64,0.0,0,0.0
1381,47,12,ajijo,2.5,2.5,0.0,11,91.67
1381,47,35,bharat,1215.6,1215.6,0.0,0,0.0
1382,21,9,ajijo,3.5,3.5,0.0,8,88.89
1382,21,12,bharat,411.59,411.59,0.0,0,0.0
1383,45,19,ajijo,42.67,42.67,0.0,14,73.68
1383,45,26,bharat,1004.92,1004.92,0.0,0,0.0
1384,14,1,ajijo,0.0,0.0,0.0,1,100.0
1384,14,13,bharat,526.18,526.18,0.0,0,0.0
1385,32,12,ajijo,12.89,12.89,0.0,10,83.33
1385,32,20,bharat,993.98,993.98,0.0,0,0.0
1386,4,0,ajijo,0.0,0.0,0.0,0,
1386,4,4,bharat,98.79,98.79,0.0,0,0.0
1387,27,10,ajijo,22.5,22.5,0.0,9,90.0
1387,27,17,bharat,825.33,825.33,0.0,0,0.0
1388,46,17,ajijo,75.68,75.68,0.0,13,76.47
1388,46,29,bharat,1076.23,1076.23,0.0,0,0.0
1389,12,4,ajijo,20.99,20.99,0.0,3,75.0
1389,12,8,bharat,290.76,290.76,0.0,0,0.0
1390,1,0,ajijo,0.0,0.0,0.0,0,
1390,1,1,bharat,10.98,10.98,0.0,0,0.0
1391,8,3,ajijo,15.18,15.18,0.0,2,66.67
1391,8,5,bharat,261.41,261.41,0.0,0,0.0
1392,22,3,ajijo,9.0,9.0,0.0,2,66.67
1392,22,19,bharat,777.17,777.17,0.0,0,0.0
1393,36,11,ajijo,17.99,17.99,0.0,10,90.91
1393,36,25,bharat,980.2,980.2,0.0,0,0.0
1394,26,8,ajijo,0.0,0.0,0.0,8,100.0
1394,26,18,bharat,813.75,813.75,0.0,0,0.0
1395,48,14,ajijo,12.85,12.85,0.0,13,92.86
1395,48,34,bharat,1352.32,1352.32,0.0,0,0.0
1396,28,5,ajijo,0.0,0.0,0.0,5,100.0
1396,28,23,bharat,1143.73,1143.73,0.0,0,0.0
1397,15,4,ajijo,0.0,0.0,0.0,4,100.0
1397,15,11,bharat,399.38,399.38,0.0,0,0.0
1398,15,2,ajijo,0.0,0.0,0.0,2,100.0
1398,15,13,bharat,461.45,461.45,0.0,0,0.0
1399,28,7,ajijo,0.0,0.0,0.0,7,100.0
1399,28,21,bharat,832.2,832.2,0.0,0,0.0
1400,28,10,ajijo,7.2,7.2,0.0,8,80.0
1400,28,18,bharat,619.84,619.84,0.0,0,0.0
1401,15,3,ajijo,0.0,0.0,0.0,3,100.0
1401,15,12,bharat,666.03,666.03,0.0,0,0.0
1402,41,10,ajijo,16.24,16.24,0.0,6,60.0
1402,41,31,bharat,1260.79,1260.79,0.0,0,0.0
1403,21,7,ajijo,3.99,3.99,0.0,6,85.71
1403,21,14,bharat,460.42,460.42,0.0,0,0.0
1404,25,12,ajijo,124.18,124.18,0.0,10,83.33
1404,25,13,bharat,740.16,740.16,0.0,0,0.0
1405,23,8,ajijo,47.2,47.2,0.0,7,87.5
1405,23,15,bharat,653.92,653.92,0.0,0,0.0
1406,24,5,ajijo,0.0,0.0,0.0,5,100.0
1406,24,19,bharat,1010.04,1010.04,0.0,0,0.0
1407,43,11,ajijo,50.87,50.87,0.0,8,72.73
1407,43,32,bharat,1458.3,1458.3,0.0,0,0.0
1408,28,4,ajijo,0.0,0.0,0.0,4,100.0
1408,28,24,bharat,972.05,972.05,0.0,0,0.0
1409,24,8,ajijo,0.0,0.0,0.0,8,100.0
1409,24,16,bharat,738.61,738.61,0.0,0,0.0
1410,10,2,ajijo,0.0,0.0,0.0,2,100.0
1410,10,8,bharat,298.27,298.27,0.0,0,0.0
1411,23,11,ajijo,54.03,54.03,0.0,9,81.82
1411,23,12,bharat,497.43,497.43,0.0,0,0.0
1412,41,8,ajijo,36.23,36.23,0.0,7,87.5
1412,41,33,bharat,1281.73,1281.73,0.0,0,0.0
1413,3,0,ajijo,0.0,0.0,0.0,0,
1413,3,3,bharat,145.21,145.21,0.0,0,0.0
1414,12,3,ajijo,0.0,0.0,0.0,3,100.0
1414,12,9,bharat,493.79,493.79,0.0,0,0.0
1415,40,9,ajijo,24.78,24.78,0.0,7,77.78
1415,40,31,bharat,1434.51,1434.51,0.0,0,0.0
1416,35,14,ajijo,31.49,31.49,0.0,12,85.71
1416,35,21,bharat,635.43,635.43,0.0,0,0.0
1417,40,16,ajijo,36.38,36.38,0.0,13,81.25
1417,40,24,bharat,1096.85,1096.85,0.0,0,0.0
1418,36,13,ajijo,0.0,0.0,0.0,13,100.0
1418,36,23,bharat,917.82,917.82,0.0,0,0.0
1419,13,5,ajijo,0.0,0.0,0.0,5,100.0
1419,13,8,bharat,289.66,289.66,0.0,0,0.0
1420,41,12,ajijo,0.0,0.0,0.0,12,100.0
1420,41,29,bharat,1290.78,1290.78,0.0,0,0.0
1421,36,12,ajijo,14.95,14.95,0.0,10,83.33
1421,36,24,bharat,767.69,767.69,0.0,0,0.0
1422,1,0,ajijo,0.0,0.0,0.0,0,
1422,1,1,bharat,66.26,66.26,0.0,0,0.0
1423,28,9,ajijo,0.0,0.0,0.0,9,100.0
1423,28,19,bharat,636.85,636.85,0.0,0,0.0
1424,3,1,ajijo,0.0,0.0,0.0,1,100.0
1424,3,2,bharat,123.11,123.11,0.0,0,0.0
1425,48,18,ajijo,48.49,48.49,0.0,15,83.33
1425,48,30,bharat,1231.69,1231.69,0.0,0,0.0
1426,27,8,ajijo,27.49,27.49,0.0,6,75.0
1426,27,19,bharat,936.23,936.23,0.0,0,0.0
1427,38,16,ajijo,35.24,35.24,0.0,14,87.5
1427,38,22,bharat,916.04,916.04,0.0,0,0.0
1428,27,9,ajijo,0.0,0.0,0.0,9,100.0
1428,27,18,bharat,712.15,712.15,0.0,0,0.0
1429,27,7,ajijo,0.0,0.0,0.0,7,100.0
1429,27,20,bharat,750.29,750.29,0.0,0,0.0
1430,34,14,ajijo,7.5,7.5,0.0,13,92.86
1430,34,20,bharat,802.25,802.25,0.0,0,0.0
1431,16,6,ajijo,3.1,3.1,0.0,5,83.33
1431,16,10,bharat,375.92,375.92,0.0,0,0.0
1432,42,13,ajijo,67.37,67.37,0.0,9,69.23
1432,42,29,bharat,1226.2,1226.2,0.0,0,0.0
1433,20,5,ajijo,4.0,4.0,0.0,4,80.0
1433,20,15,bharat,624.43,624.43,0.0,0,0.0
1434,4,1,ajijo,0.0,0.0,0.0,1,100.0
1434,4,3,bharat,107.33,107.33,0.0,0,0.0
1435,19,6,ajijo,16.48,16.48,0.0,5,83.33
1435,19,13,bharat,352.45,352.45,0.0,0,0.0
1436,35,8,ajijo,9.29,9.29,0.0,7,87.5
1436,35,27,bharat,1054.43,1054.43,0.0,0,0.0
1437,16,4,ajijo,0.0,0.0,0.0,4,100.0
1437,16,12,bharat,485.96,485.96,0.0,0,0.0
1438,3,2,ajijo,55.4,55.4,0.0,1,50.0
1438,3,1,bharat,21.44,21.44,0.0,0,0.0
1439,41,12,ajijo,2.15,2.15,0.0,11,91.67
1439,41,29,bharat,1077.0,1077.0,0.0,0,0.0
1440,17,4,ajijo,0.0,0.0,0.0,4,100.0
1440,17,13,bharat,665.38,665.38,0.0,0,0.0
1441,17,4,ajijo,9.5,9.5,0.0,3,75.0
1441,17,13,bharat,511.53,511.53,0.0,0,0.0
1442,41,16,ajijo,16.23,16.23,0.0,15,93.75
1442,41,25,bharat,1170.16,1170.16,0.0,0,0.0
1443,9,1,ajijo,0.0,0.0,0.0,1,100.0
1443,9,8,bharat,404.13,404.13,0.0,0,0.0
1444,41,6,ajijo,49.92,49.92,0.0,5,83.33
1444,41,35,bharat,1584.84,1584.84,0.0,0,0.0
1445,29,9,ajijo,14.99,14.99,0.0,6,66.67
1445,29,20,bharat,893.85,893.85,0.0,0,0.0
1446,5,2,ajijo,25.24,25.24,0.0,1,50.0
1446,5,3,bharat,111.58,111.58,0.0,0,0.0
1447,35,9,ajijo,0.0,0.0,0.0,9,100.0
1447,35,26,bharat,1134.56,1134.56,0.0,0,0.0
1448,21,4,ajijo,4.5,4.5,0.0,3,75.0
1448,21,17,bharat,706.09,706.09,0.0,0,0.0
1449,48,15,ajijo,2.99,2.99,0.0,14,93.33
1449,48,33,bharat,1591.08,1591.08,0.0,0,0.0
1450,10,4,ajijo,0.0,0.0,0.0,4,100.0
1450,10,6,bharat,230.43,230.43,0.0,0,0.0
1451,27,10,ajijo,0.0,0.0,0.0,10,100.0
1451,27,17,bharat,701.9,701.9,0.0,0,0.0
1452,8,5,ajijo,3.5,3.5,0.0,4,80.0
1452,8,3,bharat,219.78,219.78,0.0,0,0.0
1453,49,17,ajijo,0.0,0.0,0.0,17,100.0
1453,49,32,bharat,1031.2,1031.2,0.0,0,0.0
1454,29,8,ajijo,21.39,21.39,0.0,6,75.0
1454,29,21,bharat,777.83,777.83,0.0,0,0.0
1455,24,16,ajijo,5.99,5.99,0.0,15,93.75
1455,24,8,bharat,284.65,284.65,0.0,0,0.0
1456,10,3,ajijo,0.0,0.0,0.0,3,100.0
1456,10,7,bharat,230.52,230.52,0.0,0,0.0
1457,37,15,ajijo,3.05,3.05,0.0,14,93.33
1457,37,22,bharat,861.85,861.85,0.0,0,0.0
1458,4,2,ajijo,0.0,0.0,0.0,2,100.0
1458,4,2,bharat,85.5,85.5,0.0,0,0.0
1459,46,13,ajijo,8.24,8.24,0.0,12,92.31
1459,46,33,bharat,1301.25,1301.25,0.0,0,0.0
1460,48,16,ajijo,18.98,18.98,0.0,14,87.5
1460,48,32,bharat,1347.81,1347.81,0.0,0,0.0
1461,1,1,ajijo,0.0,0.0,0.0,1,100.0
1461,1,0,bharat,0.0,0.0,0.0,0,
1462,32,12,ajijo,0.0,0.0,0.0,12,100.0
1462,32,20,bharat,749.66,749.66,0.0,0,0.0
1463,43,15,ajijo,43.16,43.16,0.0,13,86.67
1463,43,28,bharat,1104.48,1104.48,0.0,0,0.0
1464,12,5,ajijo,0.0,0.0,0.0,5,100.0
1464,12,7,bharat,337.33,337.33,0.0,0,0.0
1465,36,14,ajijo,0.0,0.0,0.0,14,100.0
1465,36,22,bharat,1047.1,1047.1,0.0,0,0.0
1466,11,3,ajijo,2.99,2.99,0.0,2,66.67
1466,11,8,bharat,431.65,431.65,0.0,0,0.0
1467,17,6,ajijo,0.0,0.0,0.0,6,100.0
1467,17,11,bharat,469.15,469.15,0.0,0,0.0
1468,27,12,ajijo,0.0,0.0,0.0,12,100.0
1468,27,15,bharat,641.68,641.68,0.0,0,0.0
1469,47,15,ajijo,13.99,13.99,0.0,14,93.33
1469,47,32,bharat,1270.37,1270.37,0.0,0,0.0
1470,18,3,ajijo,0.0,0.0,0.0,3,100.0
1470,18,15,bharat,814.48,814.48,0.0,0,0.0
1471,17,4,ajijo,2.95,2.95,0.0,3,75.0
1471,17,13,bharat,802.88,802.88,0.0,0,0.0
1472,22,3,ajijo,0.0,0.0,0.0,3,100.0
1472,22,19,bharat,692.77,692.77,0.0,0,0.0
1473,34,9,ajijo,64.2,64.2,0.0,8,88.89
1473,34,25,bharat,916.91,916.91,0.0,0,0.0
1474,44,15,ajijo,0.0,0.0,0.0,15,100.0
1474,44,29,bharat,1004.12,1004.12,0.0,0,0.0
1475,16,4,ajijo,0.0,0.0,0.0,4,100.0
1475,16,12,bharat,373.99,373.99,0.0,0,0.0
1476,27,10,ajijo,7.0,7.0,0.0,8,80.0
1476,27,17,bharat,703.12,703.12,0.0,0,0.0
1477,42,12,ajijo,34.46,34.46,0.0,11,91.67
1477,42,30,bharat,1423.47,1423.47,0.0,0,0.0
1478,44,12,ajijo,7.99,7.99,0.0,11,91.67
1478,44,32,bharat,1555.11,1555.11,0.0,0,0.0
1479,40,7,ajijo,16.98,16.98,0.0,6,85.71
1479,40,33,bharat,1236.03,1236.03,0.0,0,0.0
1480,12,3,ajijo,0.0,0.0,0.0,3,100.0
1480,12,9,bharat,313.29,313.29,0.0,0,0.0
1481,25,6,ajijo,39.43,39.43,0.0,5,83.33
1481,25,19,bharat,913.3,913.3,0.0,0,0.0
1482,14,4,ajijo,55.98,55.98,0.0,2,50.0
1482,14,10,bharat,483.74,483.74,0.0,0,0.0
1483,17,7,ajijo,44.13,44.13,0.0,6,85.71
1483,17,10,bharat,395.54,395.54,0.0,0,0.0
1484,44,16,ajijo,97.26,97.26,0.0,13,81.25
1484,44,28,bharat,980.83,980.83,0.0,0,0.0
1485,35,13,ajijo,42.48,42.48,0.0,12,92.31
1485,35,22,bharat,1099.75,1099.75,0.0,0,0.0
1486,36,7,ajijo,1.32,1.32,0.0,6,85.71
1486,36,29,bharat,1208.29,1208.29,0.0,0,0.0
1487,17,5,ajijo,41.26,41.26,0.0,3,60.0
1487,17,12,bharat,405.41,405.41,0.0,0,0.0
1488,44,11,ajijo,0.0,0.0,0.0,11,100.0
1488,44,33,bharat,1330.11,1330.11,0.0,0,0.0
1489,17,3,ajijo,0.0,0.0,0.0,3,100.0
1489,17,14,bharat,644.58,644.58,0.0,0,0.0
1490,32,13,ajijo,98.61,98.61,0.0,10,76.92
1490,32,19,bharat,661.91,661.91,0.0,0,0.0
1491,37,14,ajijo,33.02,33.02,0.0,12,85.71
1491,37,23,bharat,1007.76,1007.76,0.0,0,0.0
1492,2,1,ajijo,0.0,0.0,0.0,1,100.0
1492,2,1,bharat,27.72,27.72,0.0,0,0.0
1493,33,11,ajijo,55.48,55.48,0.0,8,72.73
1493,33,22,bharat,914.57,914.57,0.0,0,0.0
1494,36,13,ajijo,5.95,5.95,0.0,12,92.31
1494,36,23,bharat,874.44,874.44,0.0,0,0.0
1495,41,12,ajijo,11.49,11.49,0.0,11,91.67
1495,41,29,bharat,979.72,979.72,0.0,0,0.0
1496,16,8,ajijo,0.0,0.0,0.0,8,100.0
1496,16,8,bharat,278.28,278.28,0.0,0,0.0
1497,45,8,ajijo,18.19,18.19,0.0,6,75.0
1497,45,37,bharat,1715.52,1715.52,0.0,0,0.0
1498,11,1,ajijo,0.0,0.0,0.0,1,100.0
1498,11,10,bharat,464.74,464.74,0.0,0,0.0
1499,12,3,ajijo,21.49,21.49,0.0,2,66.67
1499,12,9,bharat,448.75,448.75,0.0,0,0.0
1500,40,9,ajijo,0.0,0.0,0.0,9,100.0
1500,40,31,bharat,1326.27,1326.27,0.0,0,0.0
1501,47,8,ajijo,56.48,56.48,0.0,6,75.0
1501,47,39,bharat,1671.07,1671.07,0.0,0,0.0
1502,10,2,ajijo,0.0,0.0,0.0,2,100.0
1502,10,8,bharat,451.39,451.39,0.0,0,0.0
1503,5,2,ajijo,0.0,0.0,0.0,2,100.0
1503,5,3,bharat,119.15,119.15,0.0,0,0.0
1504,27,9,ajijo,47.95,47.95,0.0,6,66.67
1504,27,18,bharat,693.39,693.39,0.0,0,0.0
1505,12,2,ajijo,0.0,0.0,0.0,2,100.0
1505,12,10,bharat,299.77,299.77,0.0,0,0.0
1506,47,14,ajijo,15.93,15.93,0.0,12,85.71
1506,47,33,bharat,1347.0,1347.0,0.0,0,0.0
1507,36,10,ajijo,4.99,4.99,0.0,9,90.0
1507,36,26,bharat,1098.14,1098.14,0.0,0,0.0
1508,9,3,ajijo,0.0,0.0,0.0,3,100.0
1508,9,6,bharat,301.97,301.97,0.0,0,0.0
1509,31,13,ajijo,21.53,21.53,0.0,10,76.92
1509,31,18,bharat,707.8,707.8,0.0,0,0.0
1510,49,17,ajijo,20.04,20.04,0.0,14,82.35
1510,49,32,bharat,1407.52,1407.52,0.0,0,0.0
1511,41,13,ajijo,0.0,0.0,0.0,13,100.0
1511,41,28,bharat,1025.01,1025.01,0.0,0,0.0
1512,4,2,ajijo,0.0,0.0,0.0,2,100.0
1512,4,2,bharat,103.86,103.86,0.0,0,0.0
1513,38,11,ajijo,8.89,8.89,0.0,10,90.91
1513,38,27,bharat,969.9,969.9,0.0,0,0.0
1514,37,14,ajijo,0.0,0.0,0.0,14,100.0
1514,37,23,bharat,1246.73,1246.73,0.0,0,0.0
1515,43,12,ajijo,90.26,90.26,0.0,11,91.67
