day_no,total_customers,store_customers,store_name,revenue_actual,revenue_potential,pl_perc,num_disappointed,disappointment%
8399,48,33,bharat,1077.87,1077.87,0.0,0,0.0
8400,46,14,ajijo,0.0,0.0,0.0,14,100.0
8400,46,32,bharat,1306.38,1306.38,0.0,0,0.0
8401,16,5,ajijo,44.95,44.95,0.0,3,60.0
8401,16,11,bharat,431.8,431.8,0.0,0,0.0
8402,5,1,ajijo,0.0,0.0,0.0,1,100.0
8402,5,4,bharat,198.91,198.91,0.0,0,0.0
8403,39,11,ajijo,19.49,19.49,0.0,10,90.91
8403,39,28,bharat,1031.41,1031.41,0.0,0,0.0
8404,4,1,ajijo,0.0,0.0,0.0,1,100.0
8404,4,3,bharat,91.07,91.07,0.0,0,0.0
8405,19,7,ajijo,19.49,19.49,0.0,6,85.71
8405,19,12,bharat,486.3,486.3,0.0,0,0.0
8406,25,10,ajijo,78.46,78.46,0.0,7,70.0
8406,25,15,bharat,558.37,558.37,0.0,0,0.0
8407,2,0,ajijo,0.0,0.0,0.0,0,
8407,2,2,bharat,92.68,92.68,0.0,0,0.0
8408,12,3,ajijo,8.45,8.45,0.0,2,66.67
8408,12,9,bharat,429.0,429.0,0.0,0,0.0
8409,29,12,ajijo,21.18,21.18,0.0,10,83.33
8409,29,17,bharat,605.72,605.72,0.0,0,0.0
8410,16,2,ajijo,0.0,0.0,0.0,2,100.0
8410,16,14,bharat,430.84,430.84,0.0,0,0.0
8411,32,9,ajijo,0.0,0.0,0.0,9,100.0
8411,32,23,bharat,943.27,943.27,0.0,0,0.0
8412,7,3,ajijo,0.0,0.0,0.0,3,100.0
8412,7,4,bharat,168.02,168.02,0.0,0,0.0
8413,48,14,ajijo,4.99,4.99,0.0,13,92.86
8413,48,34,bharat,1596.52,1596.52,0.0,0,0.0
8414,13,4,ajijo,16.24,16.24,0.0,3,75.0
8414,13,9,bharat,301.36,301.36,0.0,0,0.0
8415,41,16,ajijo,34.48,34.48,0.0,14,87.5
8415,41,25,bharat,987.76,987.76,0.0,0,0.0
8416,23,8,ajijo,0.0,0.0,0.0,8,100.0
8416,23,15,bharat,695.24,695.24,0.0,0,0.0
8417,27,11,ajijo,0.0,0.0,0.0,11,100.0
8417,27,16,bharat,721.06,721.06,0.0,0,0.0
8418,7,2,ajijo,0.0,0.0,0.0,2,100.0
8418,7,5,bharat,249.71,249.71,0.0,0,0.0
8419,24,7,ajijo,11.09,11.09,0.0,6,85.71
8419,24,17,bharat,786.97,786.97,0.0,0,0.0
8420,27,7,ajijo,3.1,3.1,0.0,6,85.71
8420,27,20,bharat,730.42,730.42,0.0,0,0.0
8421,19,3,ajijo,0.0,0.0,0.0,3,100.0
8421,19,16,bharat,604.51,604.51,0.0,0,0.0
8422,42,15,ajijo,15.19,15.19,0.0,13,86.67
8422,42,27,bharat,1182.05,1182.05,0.0,0,0.0
8423,9,2,ajijo,0.0,0.0,0.0,2,100.0
8423,9,7,bharat,220.13,220.13,0.0,0,0.0
8424,31,7,ajijo,7.98,7.98,0.0,6,85.71
8424,31,24,bharat,1151.56,1151.56,0.0,0,0.0
8425,8,2,ajijo,0.0,0.0,0.0,2,100.0
8425,8,6,bharat,184.08,184.08,0.0,0,0.0
8426,10,3,ajijo,0.0,0.0,0.0,3,100.0
8426,10,7,bharat,325.62,325.62,0.0,0,0.0
8427,46,12,ajijo,21.17,21.17,0.0,9,75.0
8427,46,34,bharat,1427.42,1427.42,0.0,0,0.0
8428,49,15,ajijo,21.7,21.7,0.0,12,80.0
8428,49,34,bharat,1395.55,1395.55,0.0,0,0.0
8429,42,17,ajijo,4.5,4.5,0.0,16,94.12
8429,42,25,bharat,1242.7,1242.7,0.0,0,0.0
8430,41,14,ajijo,58.07,58.07,0.0,12,85.71
8430,41,27,bharat,1049.76,1049.76,0.0,0,0.0
8431,9,3,ajijo,49.69,49.69,0.0,2,66.67
8431,9,6,bharat,316.36,316.36,0.0,0,0.0
8432,21,4,ajijo,0.0,0.0,0.0,4,100.0
8432,21,17,bharat,742.62,742.62,0.0,0,0.0
8433,36,9,ajijo,0.0,0.0,0.0,9,100.0
8433,36,27,bharat,1092.85,1092.85,0.0,0,0.0
8434,8,2,ajijo,0.0,0.0,0.0,2,100.0
8434,8,6,bharat,260.82,260.82,0.0,0,0.0
8435,20,6,ajijo,4.5,4.5,0.0,5,83.33
8435,20,14,bharat,590.05,590.05,0.0,0,0.0
8436,7,2,ajijo,25.96,25.96,0.0,1,50.0
8436,7,5,bharat,190.96,190.96,0.0,0,0.0
8437,4,1,ajijo,0.0,0.0,0.0,1,100.0
8437,4,3,bharat,89.55,89.55,0.0,0,0.0
8438,46,15,ajijo,35.99,35.99,0.0,13,86.67
8438,46,31,bharat,1487.36,1487.36,0.0,0,0.0
8439,23,5,ajijo,0.0,0.0,0.0,5,100.0
8439,23,18,bharat,691.34,691.34,0.0,0,0.0
8440,14,3,ajijo,0.0,0.0,0.0,3,100.0
8440,14,11,bharat,513.31,513.31,0.0,0,0.0
8441,2,0,ajijo,0.0,0.0,0.0,0,
8441,2,2,bharat,85.86,85.86,0.0,0,0.0
8442,15,5,ajijo,14.54,14.54,0.0,3,60.0
8442,15,10,bharat,352.49,352.49,0.0,0,0.0
8443,33,8,ajijo,16.1,16.1,0.0,6,75.0
8443,33,25,bharat,800.39,800.39,0.0,0,0.0
8444,19,7,ajijo,0.0,0.0,0.0,7,100.0
8444,19,12,bharat,389.7,389.7,0.0,0,0.0
8445,30,8,ajijo,0.0,0.0,0.0,8,100.0
8445,30,22,bharat,902.69,902.69,0.0,0,0.0
8446,35,9,ajijo,8.99,8.99,0.0,8,88.89
8446,35,26,bharat,1213.68,1213.68,0.0,0,0.0
8447,46,17,ajijo,0.0,0.0,0.0,17,100.0
8447,46,29,bharat,1192.92,1192.92,0.0,0,0.0
8448,44,9,ajijo,9.94,9.94,0.0,8,88.89
8448,44,35,bharat,1273.8,1273.8,0.0,0,0.0
8449,46,11,ajijo,30.54,30.54,0.0,8,72.73
8449,46,35,bharat,1516.81,1516.81,0.0,0,0.0
8450,49,19,ajijo,28.25,28.25,0.0,16,84.21
8450,49,30,bharat,1253.63,1253.63,0.0,0,0.0
8451,14,5,ajijo,6.25,6.25,0.0,4,80.0
8451,14,9,bharat,484.52,484.52,0.0,0,0.0
8452,1,0,ajijo,0.0,0.0,0.0,0,
8452,1,1,bharat,18.6,18.6,0.0,0,0.0
8453,3,0,ajijo,0.0,0.0,0.0,0,
8453,3,3,bharat,148.62,148.62,0.0,0,0.0
8454,45,11,ajijo,0.0,0.0,0.0,11,100.0
8454,45,34,bharat,1299.11,1299.11,0.0,0,0.0
8455,24,7,ajijo,0.0,0.0,0.0,7,100.0
8455,24,17,bharat,631.28,631.28,0.0,0,0.0
8456,18,4,ajijo,16.99,16.99,0.0,3,75.0
8456,18,14,bharat,512.1,512.1,0.0,0,0.0
8457,28,11,ajijo,7.75,7.75,0.0,10,90.91
8457,28,17,bharat,702.58,702.58,0.0,0,0.0
8458,30,9,ajijo,0.0,0.0,0.0,9,100.0
8458,30,21,bharat,740.36,740.36,0.0,0,0.0
8459,13,4,ajijo,0.0,0.0,0.0,4,100.0
8459,13,9,bharat,363.79,363.79,0.0,0,0.0
8460,3,1,ajijo,0.0,0.0,0.0,1,100.0
8460,3,2,bharat,19.88,19.88,0.0,0,0.0
8461,45,15,ajijo,55.99,55.99,0.0,12,80.0
8461,45,30,bharat,1535.64,1535.64,0.0,0,0.0
8462,19,5,ajijo,37.92,37.92,0.0,3,60.0
8462,19,14,bharat,489.46,489.46,0.0,0,0.0
8463,31,9,ajijo,16.5,16.5,0.0,7,77.78
8463,31,22,bharat,860.99,860.99,0.0,0,0.0
8464,8,1,ajijo,0.0,0.0,0.0,1,100.0
8464,8,7,bharat,328.15,328.15,0.0,0,0.0
8465,38,14,ajijo,54.65,54.65,0.0,12,85.71
8465,38,24,bharat,912.05,912.05,0.0,0,0.0
8466,41,15,ajijo,3.99,3.99,0.0,14,93.33
8466,41,26,bharat,1071.35,1071.35,0.0,0,0.0
8467,3,0,ajijo,0.0,0.0,0.0,0,
8467,3,3,bharat,83.25,83.25,0.0,0,0.0
8468,28,7,ajijo,11.95,11.95,0.0,6,85.71
8468,28,21,bharat,878.02,878.02,0.0,0,0.0
8469,29,9,ajijo,5.99,5.99,0.0,8,88.89
8469,29,20,bharat,907.0,907.0,0.0,0,0.0
8470,21,4,ajijo,0.0,0.0,0.0,4,100.0
8470,21,17,bharat,779.49,779.49,0.0,0,0.0
8471,1,0,ajijo,0.0,0.0,0.0,0,
8471,1,1,bharat,28.73,28.73,0.0,0,0.0
8472,9,2,ajijo,0.0,0.0,0.0,2,100.0
8472,9,7,bharat,325.42,325.42,0.0,0,0.0
8473,5,0,ajijo,0.0,0.0,0.0,0,
8473,5,5,bharat,255.34,255.34,0.0,0,0.0
8474,33,13,ajijo,5.99,5.99,0.0,12,92.31
8474,33,20,bharat,835.22,835.22,0.0,0,0.0
8475,20,6,ajijo,0.0,0.0,0.0,6,100.0
8475,20,14,bharat,605.88,605.88,0.0,0,0.0
8476,21,7,ajijo,0.0,0.0,0.0,7,100.0
8476,21,14,bharat,574.17,574.17,0.0,0,0.0
8477,49,10,ajijo,2.99,2.99,0.0,9,90.0
8477,49,39,bharat,1539.73,1539.73,0.0,0,0.0
8478,13,4,ajijo,0.0,0.0,0.0,4,100.0
8478,13,9,bharat,394.89,394.89,0.0,0,0.0
8479,48,13,ajijo,42.13,42.13,0.0,9,69.23
8479,48,35,bharat,1335.69,1335.69,0.0,0,0.0
8480,28,14,ajijo,31.87,31.87,0.0,11,78.57
8480,28,14,bharat,542.66,542.66,0.0,0,0.0
8481,16,3,ajijo,0.0,0.0,0.0,3,100.0
8481,16,13,bharat,488.12,488.12,0.0,0,0.0
8482,43,12,ajijo,29.93,29.93,0.0,10,83.33
8482,43,31,bharat,1501.18,1501.18,0.0,0,0.0
8483,12,1,ajijo,0.0,0.0,0.0,1,100.0
8483,12,11,bharat,491.66,491.66,0.0,0,0.0
8484,11,2,ajijo,6.95,6.95,0.0,1,50.0
8484,11,9,bharat,317.21,317.21,0.0,0,0.0
8485,31,8,ajijo,59.27,59.27,0.0,7,87.5
8485,31,23,bharat,939.07,939.07,0.0,0,0.0
8486,39,12,ajijo,38.18,38.18,0.0,11,91.67
8486,39,27,bharat,968.12,968.12,0.0,0,0.0
8487,18,7,ajijo,0.0,0.0,0.0,7,100.0
8487,18,11,bharat,448.94,448.94,0.0,0,0.0
8488,10,3,ajijo,0.0,0.0,0.0,3,100.0
8488,10,7,bharat,258.28,258.28,0.0,0,0.0
8489,2,0,ajijo,0.0,0.0,0.0,0,
8489,2,2,bharat,54.78,54.78,0.0,0,0.0
8490,27,7,ajijo,0.0,0.0,0.0,7,100.0
8490,27,20,bharat,895.76,895.76,0.0,0,0.0
8491,11,3,ajijo,0.0,0.0,0.0,3,100.0
8491,11,8,bharat,334.92,334.92,0.0,0,0.0
8492,14,4,ajijo,0.0,0.0,0.0,4,100.0
8492,14,10,bharat,472.6,472.6,0.0,0,0.0
8493,28,3,ajijo,0.0,0.0,0.0,3,100.0
8493,28,25,bharat,1260.73,1260.73,0.0,0,0.0
8494,30,7,ajijo,0.0,0.0,0.0,7,100.0
8494,30,23,bharat,1187.06,1187.06,0.0,0,0.0
8495,42,9,ajijo,32.0,32.0,0.0,8,88.89
8495,42,33,bharat,1438.78,1438.78,0.0,0,0.0
8496,4,0,ajijo,0.0,0.0,0.0,0,
8496,4,4,bharat,132.08,132.08,0.0,0,0.0
8497,33,14,ajijo,28.42,28.42,0.0,11,78.57
8497,33,19,bharat,662.42,662.42,0.0,0,0.0
8498,3,0,ajijo,0.0,0.0,0.0,0,
8498,3,3,bharat,143.43,143.43,0.0,0,0.0
8499,9,3,ajijo,0.0,0.0,0.0,3,100.0
8499,9,6,bharat,209.57,209.57,0.0,0,0.0
8500,17,6,ajijo,20.93,20.93,0.0,4,66.67
8500,17,11,bharat,506.98,506.98,0.0,0,0.0
8501,18,8,ajijo,1.75,1.75,0.0,7,87.5
8501,18,10,bharat,359.44,359.44,0.0,0,0.0
8502,47,15,ajijo,13.44,13.44,0.0,13,86.67
8502,47,32,bharat,1189.54,1189.54,0.0,0,0.0
8503,45,13,ajijo,28.68,28.68,0.0,11,84.62
8503,45,32,bharat,1346.98,1346.98,0.0,0,0.0
8504,15,4,ajijo,0.0,0.0,0.0,4,100.0
8504,15,11,bharat,419.2,419.2,0.0,0,0.0
8505,12,2,ajijo,0.0,0.0,0.0,2,100.0
8505,12,10,bharat,453.56,453.56,0.0,0,0.0
8506,48,9,ajijo,28.03,28.03,0.0,6,66.67
8506,48,39,bharat,1476.39,1476.39,0.0,0,0.0
8507,20,7,ajijo,0.0,0.0,0.0,7,100.0
8507,20,13,bharat,613.91,613.91,0.0,0,0.0
8508,39,16,ajijo,27.78,27.78,0.0,13,81.25
8508,39,23,bharat,1146.45,1146.45,0.0,0,0.0
8509,31,5,ajijo,3.3,3.3,0.0,4,80.0
8509,31,26,bharat,864.58,864.58,0.0,0,0.0
8510,25,7,ajijo,8.39,8.39,0.0,6,85.71
8510,25,18,bharat,706.79,706.79,0.0,0,0.0
8511,4,1,ajijo,0.0,0.0,0.0,1,100.0
8511,4,3,bharat,172.71,172.71,0.0,0,0.0
8512,27,6,ajijo,18.49,18.49,0.0,5,83.33
8512,27,21,bharat,702.69,702.69,0.0,0,0.0
8513,46,14,ajijo,6.3,6.3,0.0,13,92.86
8513,46,32,bharat,1528.0,1528.0,0.0,0,0.0
8514,47,15,ajijo,136.58,136.58,0.0,11,73.33
8514,47,32,bharat,1264.54,1264.54,0.0,0,0.0
8515,22,7,ajijo,1.0,1.0,0.0,6,85.71
8515,22,15,bharat,635.21,635.21,0.0,0,0.0
8516,1,1,ajijo,0.0,0.0,0.0,1,100.0
8516,1,0,bharat,0.0,0.0,0.0,0,
8517,19,3,ajijo,0.0,0.0,0.0,3,100.0
8517,19,16,bharat,902.86,902.86,0.0,0,0.0
8518,39,16,ajijo,175.42,175.42,0.0,12,75.0
8518,39,23,bharat,847.26,847.26,0.0,0,0.0
8519,24,6,ajijo,46.23,46.23,0.0,5,83.33
8519,24,18,bharat,748.01,748.01,0.0,0,0.0
8520,28,6,ajijo,32.63,32.63,0.0,4,66.67
8520,28,22,bharat,1035.93,1035.93,0.0,0,0.0
8521,19,8,ajijo,0.0,0.0,0.0,8,100.0
8521,19,11,bharat,368.58,368.58,0.0,0,0.0
8522,25,7,ajijo,11.94,11.94,0.0,5,71.43
8522,25,18,bharat,773.66,773.66,0.0,0,0.0
8523,19,7,ajijo,2.5,2.5,0.0,6,85.71
8523,19,12,bharat,502.5,502.5,0.0,0,0.0
8524,45,7,ajijo,11.78,11.78,0.0,6,85.71
8524,45,38,bharat,1637.24,1637.24,0.0,0,0.0
8525,15,5,ajijo,0.0,0.0,0.0,5,100.0
8525,15,10,bharat,483.28,483.28,0.0,0,0.0
8526,44,13,ajijo,26.39,26.39,0.0,11,84.62
8526,44,31,bharat,1398.32,1398.32,0.0,0,0.0
8527,10,2,ajijo,7.99,7.99,0.0,1,50.0
8527,10,8,bharat,260.03,260.03,0.0,0,0.0
8528,6,2,ajijo,0.0,0.0,0.0,2,100.0
8528,6,4,bharat,156.3,156.3,0.0,0,0.0
8529,26,6,ajijo,10.99,10.99,0.0,4,66.67
8529,26,20,bharat,1026.56,1026.56,0.0,0,0.0
8530,18,2,ajijo,2.99,2.99,0.0,1,50.0
8530,18,16,bharat,838.13,838.13,0.0,0,0.0
8531,18,7,ajijo,8.84,8.84,0.0,6,85.71
8531,18,11,bharat,400.89,400.89,0.0,0,0.0
8532,19,6,ajijo,0.0,0.0,0.0,6,100.0
8532,19,13,bharat,658.22,658.22,0.0,0,0.0
8533,41,13,ajijo,15.44,15.44,0.0,12,92.31
8533,41,28,bharat,1082.29,1082.29,0.0,0,0.0
8534,8,5,ajijo,2.5,2.5,0.0,4,80.0
8534,8,3,bharat,45.82,45.82,0.0,0,0.0
8535,33,16,ajijo,59.2,59.2,0.0,13,81.25
8535,33,17,bharat,848.86,848.86,0.0,0,0.0
8536,36,15,ajijo,19.99,19.99,0.0,13,86.67
8536,36,21,bharat,1003.85,1003.85,0.0,0,0.0
8537,6,2,ajijo,0.0,0.0,0.0,2,100.0
8537,6,4,bharat,112.05,112.05,0.0,0,0.0
8538,11,4,ajijo,0.0,0.0,0.0,4,100.0
8538,11,7,bharat,345.43,345.43,0.0,0,0.0
8539,37,8,ajijo,0.0,0.0,0.0,8,100.0
8539,37,29,bharat,1361.69,1361.69,0.0,0,0.0
8540,5,2,ajijo,0.0,0.0,0.0,2,100.0
8540,5,3,bharat,149.86,149.86,0.0,0,0.0
8541,24,8,ajijo,0.0,0.0,0.0,8,100.0
8541,24,16,bharat,565.43,565.43,0.0,0,0.0
8542,18,5,ajijo,16.69,16.69,0.0,4,80.0
8542,18,13,bharat,445.12,445.12,0.0,0,0.0
8543,34,7,ajijo,62.42,62.42,0.0,4,57.14
8543,34,27,bharat,1056.87,1056.87,0.0,0,0.0
8544,44,13,ajijo,0.0,0.0,0.0,13,100.0
8544,44,31,bharat,1202.99,1202.99,0.0,0,0.0
8545,15,5,ajijo,13.99,13.99,0.0,3,60.0
8545,15,10,bharat,376.83,376.83,0.0,0,0.0
8546,8,1,ajijo,0.0,0.0,0.0,1,100.0
8546,8,7,bharat,221.77,221.77,0.0,0,0.0
8547,47,10,ajijo,10.45,10.45,0.0,9,90.0
8547,47,37,bharat,1421.14,1421.14,0.0,0,0.0
8548,17,4,ajijo,0.0,0.0,0.0,4,100.0
8548,17,13,bharat,420.42,420.42,0.0,0,0.0
8549,24,7,ajijo,16.0,16.0,0.0,6,85.71
8549,24,17,bharat,842.43,842.43,0.0,0,0.0
8550,21,3,ajijo,0.0,0.0,0.0,3,100.0
8550,21,18,bharat,761.54,761.54,0.0,0,0.0
8551,27,10,ajijo,72.97,72.97,0.0,9,90.0
8551,27,17,bharat,503.03,503.03,0.0,0,0.0
8552,2,0,ajijo,0.0,0.0,0.0,0,
8552,2,2,bharat,99.49,99.49,0.0,0,0.0
8553,39,10,ajijo,58.04,58.04,0.0,8,80.0
8553,39,29,bharat,876.18,876.18,0.0,0,0.0
8554,6,1,ajijo,0.0,0.0,0.0,1,100.0
8554,6,5,bharat,224.71,224.71,0.0,0,0.0
8555,13,3,ajijo,0.0,0.0,0.0,3,100.0
8555,13,10,bharat,401.48,401.48,0.0,0,0.0
8556,18,5,ajijo,0.0,0.0,0.0,5,100.0
8556,18,13,bharat,657.91,657.91,0.0,0,0.0
8557,11,3,ajijo,32.22,32.22,0.0,2,66.67
8557,11,8,bharat,252.09,252.09,0.0,0,0.0
8558,18,4,ajijo,0.0,0.0,0.0,4,100.0
8558,18,14,bharat,575.52,575.52,0.0,0,0.0
8559,30,12,ajijo,0.0,0.0,0.0,12,100.0
8559,30,18,bharat,758.49,758.49,0.0,0,0.0
8560,6,2,ajijo,0.0,0.0,0.0,2,100.0
8560,6,4,bharat,111.6,111.6,0.0,0,0.0
8561,39,12,ajijo,17.99,17.99,0.0,10,83.33
8561,39,27,bharat,1152.22,1152.22,0.0,0,0.0
8562,9,3,ajijo,64.72,64.72,0.0,2,66.67
8562,9,6,bharat,222.72,222.72,0.0,0,0.0
8563,16,6,ajijo,0.0,0.0,0.0,6,100.0
8563,16,10,bharat,311.59,311.59,0.0,0,0.0
8564,47,22,ajijo,11.75,11.75,0.0,21,95.45
8564,47,25,bharat,858.8,858.8,0.0,0,0.0
8565,18,4,ajijo,0.0,0.0,0.0,4,100.0
8565,18,14,bharat,665.26,665.26,0.0,0,0.0
8566,48,14,ajijo,41.46,41.46,0.0,11,78.57
8566,48,34,bharat,1319.89,1319.89,0.0,0,0.0
8567,19,6,ajijo,13.73,13.73,0.0,5,83.33
8567,19,13,bharat,490.01,490.01,0.0,0,0.0
8568,38,10,ajijo,9.98,9.98,0.0,8,80.0
8568,38,28,bharat,1482.75,1482.75,0.0,0,0.0
8569,40,9,ajijo,8.5,8.5,0.0,8,88.89
8569,40,31,bharat,1219.51,1219.51,0.0,0,0.0
8570,46,14,ajijo,15.5,15.5,0.0,13,92.86
8570,46,32,bharat,1237.66,1237.66,0.0,0,0.0
8571,42,14,ajijo,3.99,3.99,0.0,13,92.86
8571,42,28,bharat,1122.43,1122.43,0.0,0,0.0
8572,39,12,ajijo,6.98,6.98,0.0,11,91.67
8572,39,27,bharat,1094.94,1094.94,0.0,0,0.0
8573,33,8,ajijo,28.73,28.73,0.0,7,87.5
8573,33,25,bharat,1131.97,1131.97,0.0,0,0.0
8574,49,25,ajijo,10.98,10.98,0.0,24,96.0
8574,49,24,bharat,1052.5,1052.5,0.0,0,0.0
8575,39,12,ajijo,0.0,0.0,0.0,12,100.0
8575,39,27,bharat,1283.08,1283.08,0.0,0,0.0
8576,18,4,ajijo,0.0,0.0,0.0,4,100.0
8576,18,14,bharat,787.38,787.38,0.0,0,0.0
8577,24,7,ajijo,17.89,17.89,0.0,6,85.71
8577,24,17,bharat,807.74,807.74,0.0,0,0.0
8578,23,2,ajijo,0.0,0.0,0.0,2,100.0
8578,23,21,bharat,898.89,898.89,0.0,0,0.0
8579,46,17,ajijo,110.44,110.44,0.0,12,70.59
8579,46,29,bharat,1184.81,1184.81,0.0,0,0.0
8580,24,8,ajijo,0.0,0.0,0.0,8,100.0
8580,24,16,bharat,777.49,777.49,0.0,0,0.0
8581,13,5,ajijo,35.89,35.89,0.0,4,80.0
8581,13,8,bharat,301.77,301.77,0.0,0,0.0
8582,17,3,ajijo,0.0,0.0,0.0,3,100.0
8582,17,14,bharat,476.51,476.51,0.0,0,0.0
8583,10,5,ajijo,0.0,0.0,0.0,5,100.0
8583,10,5,bharat,173.17,173.17,0.0,0,0.0
8584,30,12,ajijo,14.98,14.98,0.0,11,91.67
8584,30,18,bharat,685.09,685.09,0.0,0,0.0
8585,36,8,ajijo,0.0,0.0,0.0,8,100.0
8585,36,28,bharat,1078.35,1078.35,0.0,0,0.0
8586,1,0,ajijo,0.0,0.0,0.0,0,
8586,1,1,bharat,80.12,80.12,0.0,0,0.0
8587,42,8,ajijo,23.49,23.49,0.0,7,87.5
8587,42,34,bharat,1411.77,1411.77,0.0,0,0.0
8588,8,3,ajijo,0.0,0.0,0.0,3,100.0
8588,8,5,bharat,265.55,265.55,0.0,0,0.0
8589,33,4,ajijo,30.29,30.29,0.0,3,75.0
8589,33,29,bharat,1457.93,1457.93,0.0,0,0.0
8590,10,2,ajijo,12.24,12.24,0.0,1,50.0
8590,10,8,bharat,352.74,352.74,0.0,0,0.0
8591,31,12,ajijo,9.99,9.99,0.0,10,83.33
8591,31,19,bharat,780.58,780.58,0.0,0,0.0
8592,22,7,ajijo,5.99,5.99,0.0,6,85.71
8592,22,15,bharat,730.59,730.59,0.0,0,0.0
8593,39,15,ajijo,0.0,0.0,0.0,15,100.0
8593,39,24,bharat,890.06,890.06,0.0,0,0.0
8594,23,11,ajijo,0.0,0.0,0.0,11,100.0
8594,23,12,bharat,573.16,573.16,0.0,0,0.0
8595,28,12,ajijo,28.23,28.23,0.0,10,83.33
8595,28,16,bharat,876.76,876.76,0.0,0,0.0
8596,24,3,ajijo,13.5,13.5,0.0,2,66.67
8596,24,21,bharat,1183.42,1183.42,0.0,0,0.0
8597,49,10,ajijo,0.0,0.0,0.0,10,100.0
8597,49,39,bharat,1895.45,1895.45,0.0,0,0.0
8598,13,5,ajijo,0.0,0.0,0.0,5,100.0
8598,13,8,bharat,339.72,339.72,0.0,0,0.0
8599,17,5,ajijo,0.0,0.0,0.0,5,100.0
8599,17,12,bharat,541.01,541.01,0.0,0,0.0
8600,25,8,ajijo,3.99,3.99,0.0,7,87.5
8600,25,17,bharat,649.3,649.3,0.0,0,0.0
8601,13,3,ajijo,44.79,44.79,0.0,2,66.67
8601,13,10,bharat,513.16,513.16,0.0,0,0.0
8602,47,14,ajijo,0.0,0.0,0.0,14,100.0
8602,47,33,bharat,1280.8,1280.8,0.0,0,0.0
8603,43,10,ajijo,25.53,25.53,0.0,9,90.0
8603,43,33,bharat,1150.86,1150.86,0.0,0,0.0
8604,24,7,ajijo,7.2,7.2,0.0,6,85.71
8604,24,17,bharat,573.34,573.34,0.0,0,0.0
8605,7,2,ajijo,32.89,32.89,0.0,1,50.0
8605,7,5,bharat,148.21,148.21,0.0,0,0.0
8606,3,1,ajijo,0.0,0.0,0.0,1,100.0
8606,3,2,bharat,77.19,77.19,0.0,0,0.0
8607,40,11,ajijo,127.76,127.76,0.0,8,72.73
8607,40,29,bharat,1296.57,1296.57,0.0,0,0.0
8608,5,1,ajijo,0.0,0.0,0.0,1,100.0
8608,5,4,bharat,225.39,225.39,0.0,0,0.0
8609,35,19,ajijo,72.76,72.76,0.0,16,84.21
8609,35,16,bharat,540.74,540.74,0.0,0,0.0
8610,49,15,ajijo,4.0,4.0,0.0,14,93.33
8610,49,34,bharat,1289.69,1289.69,0.0,0,0.0
8611,28,11,ajijo,9.99,9.99,0.0,10,90.91
8611,28,17,bharat,508.82,508.82,0.0,0,0.0
8612,14,4,ajijo,8.5,8.5,0.0,3,75.0
8612,14,10,bharat,314.39,314.39,0.0,0,0.0
8613,21,2,ajijo,0.0,0.0,0.0,2,100.0
8613,21,19,bharat,786.82,786.82,0.0,0,0.0
8614,18,4,ajijo,101.34,101.34,0.0,1,25.0
8614,18,14,bharat,539.26,539.26,0.0,0,0.0
8615,32,8,ajijo,23.64,23.64,0.0,6,75.0
8615,32,24,bharat,1043.88,1043.88,0.0,0,0.0
8616,30,7,ajijo,9.0,9.0,0.0,6,85.71
8616,30,23,bharat,984.89,984.89,0.0,0,0.0
8617,43,18,ajijo,27.39,27.39,0.0,16,88.89
8617,43,25,bharat,844.68,844.68,0.0,0,0.0
8618,16,5,ajijo,8.94,8.94,0.0,4,80.0
8618,16,11,bharat,530.84,530.84,0.0,0,0.0
8619,18,5,ajijo,10.49,10.49,0.0,4,80.0
8619,18,13,bharat,690.42,690.42,0.0,0,0.0
8620,21,5,ajijo,26.43,26.43,0.0,3,60.0
8620,21,16,bharat,488.5,488.5,0.0,0,0.0
8621,40,13,ajijo,32.93,32.93,0.0,12,92.31
8621,40,27,bharat,992.04,992.04,0.0,0,0.0
8622,2,0,ajijo,0.0,0.0,0.0,0,
8622,2,2,bharat,123.47,123.47,0.0,0,0.0
8623,13,4,ajijo,0.0,0.0,0.0,4,100.0
8623,13,9,bharat,339.7,339.7,0.0,0,0.0
8624,46,14,ajijo,13.74,13.74,0.0,12,85.71
8624,46,32,bharat,979.69,979.69,0.0,0,0.0
8625,11,0,ajijo,0.0,0.0,0.0,0,
8625,11,11,bharat,451.25,451.25,0.0,0,0.0
8626,21,7,ajijo,16.5,16.5,0.0,6,85.71
8626,21,14,bharat,644.06,644.06,0.0,0,0.0
8627,6,2,ajijo,0.0,0.0,0.0,2,100.0
8627,6,4,bharat,92.19,92.19,0.0,0,0.0
8628,38,15,ajijo,24.37,24.37,0.0,11,73.33
8628,38,23,bharat,990.36,990.36,0.0,0,0.0
8629,22,3,ajijo,0.0,0.0,0.0,3,100.0
8629,22,19,bharat,746.66,746.66,0.0,0,0.0
8630,12,2,ajijo,0.0,0.0,0.0,2,100.0
8630,12,10,bharat,442.96,442.96,0.0,0,0.0
8631,5,2,ajijo,0.0,0.0,0.0,2,100.0
8631,5,3,bharat,46.17,46.17,0.0,0,0.0
8632,5,2,ajijo,0.0,0.0,0.0,2,100.0
8632,5,3,bharat,105.91,105.91,0.0,0,0.0
8633,7,1,ajijo,0.0,0.0,0.0,1,100.0
8633,7,6,bharat,174.17,174.17,0.0,0,0.0
8634,45,14,ajijo,38.44,38.44,0.0,11,78.57
