cu,pb,zn,fe,p,ag,as,o,sb,te,ni,bi,cd,sn,s,mn,zr,mg,co,al,be,cr,si,ti,ca,li,b,c,nb,se,thermal_conductivity
66,0.09,31,0.1,0,0,0,0,0,0,0,1,0,1.25,0,0.1,0,0,0,0,0,0,1.5,0,0,0,0.001,0,0,0,32.9
66,0.09,31,0.1,0,0,0,0,0,0,0,1,0,1.25,0,0.1,0,0,0,0,0,0,1.5,0,0,0,0.001,0,0,0,131
66,0.09,31,0.1,0,0,0,0,0,0,0,1,0,1.25,0,0.1,0,0,0,0,0,0,1.5,0,0,0,0.001,0,0,0,158
66,0.09,31,0.1,0,0,0,0,0,0,0,1,0,1.25,0,0.1,0,0,0,0,0,0,1.5,0,0,0,0.001,0,0,0,120
97.87,0.05,0.3,0.12,0.18,0,0,0,0,0,0.12,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
97.87,0.05,0.3,0.12,0.18,0,0,0,0,0,0.12,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.2
97.87,0.05,0.3,0.12,0.18,0,0,0,0,0,0.12,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.5
97.87,0.05,0.3,0.12,0.18,0,0,0,0,0,0.12,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
94.36,0.05,0.3,0.1,0.19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
93.92,0.05,0.3,0.125,0.18,0,0,0,0,0,0.125,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
95.16,0.05,0.3,0.1,0.19,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4
95.02,0.05,0.3,0.125,0.18,0,0,0,0,0,0.125,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
89.14,3.5,3,0.1,0.25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
91.93,0.02,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,0.1,0,0,0,0,0,0,0,40
80,0,0.3,3,0,0,0,0,0,0,4.75,0,0,0.2,0,1.5,0,0,0,10,0,0,0.25,0,0,0,0,0,0,0,22.6
89.71,0.05,0.5,0.3,0,0,0.09,0,0,0,0.25,0,0,0.2,0,0.1,0,0,0,6.95,0,0,1.85,0,0,0,0,0,0,0,26
77.5,0.07,20.18,0.06,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,58
70,0.08,25.59,0.1,0.125,0,0,0,0.1,0,0.2,0,0,0.3,0,1.3,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,48
70,0.08,0,0.1,0.125,0,0,0,0.1,0,0.2,0,0,0.3,0,1.3,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,48
66.25,0.05,1,0.7,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
79.89,0.05,1,0.75,0,0,0,0,0,0,16.5,0,0,0,0,1,0,0,0,0,0,0.5,0.03,0.03,0,0,0,0,0,0,19.9
79.93,0.005,1,0.5,0.005,0,0,0,0.02,0,10,0.001,0,8,0.0025,0.17,0,0.001,0,0.1,0,0,0.05,0.01,0,0,0.001,0,0.01,0,31.7
74.25,0.05,20,0.1,0,0,0,0,0,0,5,0,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2
64,0.1,20.15,0.25,0,0,0,0,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
99.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
66.5,1.4,26,0.35,0,0,0,0,0,0,5.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
66.5,1.4,26,0.35,0,0,0,0,0,0,5.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
66.5,1.4,26,0.35,0,0,0,0,0,0,5.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
66.5,1.4,26,0.35,0,0,0,0,0,0,5.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
66.5,1.4,26,0.35,0,0,0,0,0,0,5.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
66.5,1.4,26,0.35,0,0,0,0,0,0,5.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
61,1.25,36,0.7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.8,0,0,0.05,0,0,0,0,0,0,0,48.5
