revenue,potential_revenue,pl_inventory_percentage
656.85,656.85,0.0
206.65,206.65,0.0
176.5,176.5,0.0
646.32,646.32,0.0
364.3,364.3,0.0
470.31,470.31,0.0
542.09,542.09,0.0
545.2,545.2,0.0
1068.21,1068.21,0.0
475.36,475.36,0.0
1082.71,1082.71,0.0
284.76,284.76,0.0
772.67,772.67,0.0
520.89,520.89,0.0
1080.8,1080.8,0.0
861.45,861.45,0.0
476.71,476.71,0.0
386.25,386.25,0.0
571.82,571.82,0.0
261.79,261.79,0.0
435.87,435.87,0.0
965.73,965.73,0.0
472.07,472.07,0.0
1067.03,1067.03,0.0
1429.08,1429.08,0.0
972.22,972.22,0.0
1074.31,1074.31,0.0
1049.36,1049.36,0.0
769.32,769.32,0.0
441.69,441.69,0.0
179.71,179.71,0.0
1162.37,1162.37,0.0
206.79,206.79,0.0
559.05,559.05,0.0
594.69,594.69,0.0
941.66,941.66,0.0
294.72,294.72,0.0
137.33,137.33,0.0
524.24,524.24,0.0
192.34,192.34,0.0
0.0,0.0,0.0
728.92,728.92,0.0
957.77,957.77,0.0
879.91,879.91,0.0
4.25,4.25,0.0
55.03,55.03,0.0
949.62,949.62,0.0
1324.1,1324.1,0.0
773.4,773.4,0.0
517.58,517.58,0.0
236.33,236.33,0.0
810.08,810.08,0.0
136.01,136.01,0.0
1230.25,1230.25,0.0
0.0,0.0,0.0
355.46,355.46,0.0
771.92,771.92,0.0
850.86,850.86,0.0
465.83,465.83,0.0
667.57,667.57,0.0
515.93,515.93,0.0
922.91,922.91,0.0
1120.76,1120.76,0.0
681.61,681.61,0.0
45.74,45.74,0.0
352.2,352.2,0.0
166.18,166.18,0.0
75.67,75.67,0.0
1018.43,1018.43,0.0
587.88,587.88,0.0
572.42,572.42,0.0
189.53,189.53,0.0
535.57,535.57,0.0
199.5,199.5,0.0
323.74,323.74,0.0
1098.35,1098.35,0.0
533.61,533.61,0.0
1062.69,1062.69,0.0
778.2,778.2,0.0
1129.66,1129.66,0.0
333.16,333.16,0.0
962.58,962.58,0.0
798.74,798.74,0.0
217.66,217.66,0.0
964.84,964.84,0.0
98.9,98.9,0.0
750.57,750.57,0.0
619.68,619.68,0.0
578.31,578.31,0.0
354.32,354.32,0.0
1076.81,1076.81,0.0
1124.02,1124.02,0.0
327.04,327.04,0.0
895.68,895.68,0.0
627.64,627.64,0.0
660.44,660.44,0.0
1080.13,1080.13,0.0
393.84,393.84,0.0
385.0,385.0,0.0
870.16,870.16,0.0
838.13,838.13,0.0
310.25,310.25,0.0
106.05,106.05,0.0
631.49,631.49,0.0
103.6,103.6,0.0
339.53,339.53,0.0
269.89,269.89,0.0
792.9,792.9,0.0
914.55,914.55,0.0
500.7,500.7,0.0
299.56,299.56,0.0
620.73,620.73,0.0
670.21,670.21,0.0
190.09,190.09,0.0
83.62,83.62,0.0
507.32,507.32,0.0
503.21,503.21,0.0
1111.4,1111.4,0.0
0.0,0.0,0.0
829.64,829.64,0.0
284.14,284.14,0.0
515.98,515.98,0.0
678.67,678.67,0.0
44.33,44.33,0.0
87.35,87.35,0.0
816.43,816.43,0.0
1027.94,1027.94,0.0
0.0,0.0,0.0
399.49,399.49,0.0
47.07,47.07,0.0
677.17,677.17,0.0
113.2,113.2,0.0
1290.57,1290.57,0.0
597.39,597.39,0.0
1002.43,1002.43,0.0
722.72,722.72,0.0
423.4,423.4,0.0
0.0,0.0,0.0
569.78,569.78,0.0
1458.35,1458.35,0.0
741.98,741.98,0.0
585.02,585.02,0.0
735.42,735.42,0.0
893.03,893.03,0.0
1118.28,1118.28,0.0
277.4,277.4,0.0
1387.97,1387.97,0.0
1026.37,1026.37,0.0
400.76,400.76,0.0
391.21,391.21,0.0
784.54,784.54,0.0
1119.4,1119.4,0.0
152.92,152.92,0.0
1013.14,1013.14,0.0
256.37,256.37,0.0
1157.77,1157.77,0.0
762.08,762.08,0.0
303.45,303.45,0.0
328.42,328.42,0.0
639.24,639.24,0.0
327.67,327.67,0.0
664.83,664.83,0.0
261.47,261.47,0.0
830.04,830.04,0.0
994.03,994.03,0.0
732.68,732.68,0.0
0.0,0.0,0.0
442.55,442.55,0.0
1190.66,1190.66,0.0
126.44,126.44,0.0
210.18,210.18,0.0
885.41,885.41,0.0
1408.26,1408.26,0.0
0.0,0.0,0.0
667.64,667.64,0.0
627.13,627.13,0.0
463.1,463.1,0.0
1093.13,1093.13,0.0
150.29,150.29,0.0
425.72,425.72,0.0
149.35,149.35,0.0
0.0,0.0,0.0
594.41,594.41,0.0
960.38,960.38,0.0
953.09,953.09,0.0
691.61,691.61,0.0
77.23,77.23,0.0
246.39,246.39,0.0
895.33,895.33,0.0
1242.36,1242.36,0.0
631.38,631.38,0.0
770.87,770.87,0.0
410.2,410.2,0.0
1225.98,1225.98,0.0
516.85,516.85,0.0
110.09,110.09,0.0
449.13,449.13,0.0
888.31,888.31,0.0
22.44,22.44,0.0
1316.58,1316.58,0.0
0.0,0.0,0.0
1113.4,1113.4,0.0
702.8,702.8,0.0
36.24,36.24,0.0
63.31,63.31,0.0
888.44,888.44,0.0
96.14,96.14,0.0
303.47,303.47,0.0
0.0,0.0,0.0
90.56,90.56,0.0
415.95,415.95,0.0
1221.65,1221.65,0.0
107.79,107.79,0.0
92.54,92.54,0.0
368.22,368.22,0.0
580.44,580.44,0.0
113.61,113.61,0.0
817.88,817.88,0.0
119.02,119.02,0.0
674.89,674.89,0.0
850.61,850.61,0.0
788.93,788.93,0.0
963.22,963.22,0.0
789.19,789.19,0.0
1162.05,1162.05,0.0
770.5,770.5,0.0
524.88,524.88,0.0
859.65,859.65,0.0
843.64,843.64,0.0
69.72,69.72,0.0
620.54,620.54,0.0
653.99,653.99,0.0
713.66,713.66,0.0
64.26,64.26,0.0
465.59,465.59,0.0
104.99,104.99,0.0
1033.24,1033.24,0.0
0.0,0.0,0.0
1062.34,1062.34,0.0
49.19,49.19,0.0
198.85,198.85,0.0
478.72,478.72,0.0
85.85,85.85,0.0
745.48,745.48,0.0
815.96,815.96,0.0
57.76,57.76,0.0
212.0,212.0,0.0
537.3,537.3,0.0
989.1,989.1,0.0
518.83,518.83,0.0
527.6,527.6,0.0
1072.39,1072.39,0.0
812.08,812.08,0.0
576.94,576.94,0.0
1376.71,1376.71,0.0
307.18,307.18,0.0
541.94,541.94,0.0
609.7,609.7,0.0
430.74,430.74,0.0
1139.1,1139.1,0.0
1072.39,1072.39,0.0
917.21,917.21,0.0
720.12,720.12,0.0
530.54,530.54,0.0
52.05,52.05,0.0
312.05,312.05,0.0
296.46,296.46,0.0
883.62,883.62,0.0
638.91,638.91,0.0
1083.23,1083.23,0.0
0.0,0.0,0.0
734.07,734.07,0.0
754.74,754.74,0.0
1118.69,1118.69,0.0
501.16,501.16,0.0
516.05,516.05,0.0
428.18,428.18,0.0
961.87,961.87,0.0
1024.9,1024.9,0.0
0.0,0.0,0.0
54.98,54.98,0.0
879.82,879.82,0.0
778.38,778.38,0.0
307.75,307.75,0.0
95.26,95.26,0.0
122.36,122.36,0.0
980.56,980.56,0.0
51.61,51.61,0.0
543.3,543.3,0.0
975.81,975.81,0.0
119.03,119.03,0.0
311.7,311.7,0.0
973.66,973.66,0.0
224.79,224.79,0.0
972.44,972.44,0.0
666.75,666.75,0.0
219.9,219.9,0.0
191.42,191.42,0.0
946.64,946.64,0.0
955.42,955.42,0.0
735.25,735.25,0.0
838.06,838.06,0.0
716.19,716.19,0.0
876.61,876.61,0.0
814.93,814.93,0.0
1496.03,1496.03,0.0
467.9,467.9,0.0
818.34,818.34,0.0
731.43,731.43,0.0
1009.19,1009.19,0.0
970.07,970.07,0.0
512.9,512.9,0.0
798.79,798.79,0.0
850.34,850.34,0.0
466.19,466.19,0.0
651.06,651.06,0.0
4.4,4.4,0.0
504.53,504.53,0.0
1363.27,1363.27,0.0
1077.84,1077.84,0.0
254.32,254.32,0.0
1236.86,1236.86,0.0
362.89,362.89,0.0
539.47,539.47,0.0
443.49,443.49,0.0
1006.98,1006.98,0.0
277.13,277.13,0.0
673.91,673.91,0.0
1002.22,1002.22,0.0
379.0,379.0,0.0
539.21,539.21,0.0
0.0,0.0,0.0
1002.45,1002.45,0.0
912.86,912.86,0.0
512.43,512.43,0.0
397.73,397.73,0.0
343.51,343.51,0.0
381.28,381.28,0.0
940.6,940.6,0.0
435.73,435.73,0.0
890.88,890.88,0.0
1317.66,1317.66,0.0
1290.02,1290.02,0.0
625.59,625.59,0.0
69.45,69.45,0.0
1127.47,1127.47,0.0
176.59,176.59,0.0
189.8,189.8,0.0
649.41,649.41,0.0
405.42,405.42,0.0
1099.66,1099.66,0.0
619.99,619.99,0.0
445.25,445.25,0.0
904.99,904.99,0.0
663.38,663.38,0.0
534.52,534.52,0.0
956.39,956.39,0.0
899.56,899.56,0.0
442.82,442.82,0.0
216.29,216.29,0.0
53.03,53.03,0.0
38.43,38.43,0.0
233.5,233.5,0.0
1156.7,1156.7,0.0
51.89,51.89,0.0
572.88,572.88,0.0
1125.88,1125.88,0.0
747.12,747.12,0.0
777.36,777.36,0.0
804.09,804.09,0.0
469.14,469.14,0.0
317.87,317.87,0.0
491.83,491.83,0.0
475.2,475.2,0.0
538.45,538.45,0.0
77.76,77.76,0.0
228.12,228.12,0.0
204.67,204.67,0.0
72.36,72.36,0.0
1118.43,1118.43,0.0
892.42,892.42,0.0
1214.26,1214.26,0.0
1307.86,1307.86,0.0
851.8,851.8,0.0
184.82,184.82,0.0
1203.4,1203.4,0.0
1138.23,1138.23,0.0
790.87,790.87,0.0
195.83,195.83,0.0
1086.62,1086.62,0.0
943.39,943.39,0.0
1189.07,1189.07,0.0
310.4,310.4,0.0
136.44,136.44,0.0
97.71,97.71,0.0
1127.05,1127.05,0.0
736.58,736.58,0.0
1078.05,1078.05,0.0
284.54,284.54,0.0
1187.41,1187.41,0.0
177.54,177.54,0.0
1028.89,1028.89,0.0
353.37,353.37,0.0
282.16,282.16,0.0
691.53,691.53,0.0
1184.95,1184.95,0.0
577.38,577.38,0.0
581.63,581.63,0.0
1191.49,1191.49,0.0
903.83,903.83,0.0
0.0,0.0,0.0
630.81,630.81,0.0
319.61,319.61,0.0
241.81,241.81,0.0
658.69,658.69,0.0
52.35,52.35,0.0
563.29,563.29,0.0
273.86,273.86,0.0
1210.76,1210.76,0.0
1016.53,1016.53,0.0
601.35,601.35,0.0
354.44,354.44,0.0
463.5,463.5,0.0
398.69,398.69,0.0
602.19,602.19,0.0
677.9,677.9,0.0
232.94,232.94,0.0
107.37,107.37,0.0
618.6,618.6,0.0
424.81,424.81,0.0
164.32,164.32,0.0
177.17,177.17,0.0
454.71,454.71,0.0
377.14,377.14,0.0
3.99,3.99,0.0
958.36,958.36,0.0
775.1,775.1,0.0
586.61,586.61,0.0
92.16,92.16,0.0
1216.73,1216.73,0.0
1244.09,1244.09,0.0
151.74,151.74,0.0
213.3,213.3,0.0
98.78,98.78,0.0
1114.81,1114.81,0.0
604.27,604.27,0.0
80.58,80.58,0.0
415.01,415.01,0.0
679.16,679.16,0.0
1042.45,1042.45,0.0
903.91,903.91,0.0
461.31,461.31,0.0
116.92,116.92,0.0
350.29,350.29,0.0
1027.03,1027.03,0.0
697.33,697.33,0.0
1087.77,1087.77,0.0
820.72,820.72,0.0
765.48,765.48,0.0
878.7,878.7,0.0
992.15,992.15,0.0
751.41,751.41,0.0
908.71,908.71,0.0
831.61,831.61,0.0
140.71,140.71,0.0
1157.23,1157.23,0.0
673.56,673.56,0.0
635.44,635.44,0.0
1041.84,1041.84,0.0
201.27,201.27,0.0
74.7,74.7,0.0
451.92,451.92,0.0
885.18,885.18,0.0
465.55,465.55,0.0
350.09,350.09,0.0
14.24,14.24,0.0
939.77,939.77,0.0
1306.37,1306.37,0.0
326.53,326.53,0.0
1081.61,1081.61,0.0
604.92,604.92,0.0
630.93,630.93,0.0
851.32,851.32,0.0
647.88,647.88,0.0
377.8,377.8,0.0
992.62,992.62,0.0
1024.42,1024.42,0.0
317.13,317.13,0.0
275.49,275.49,0.0
539.06,539.06,0.0
530.24,530.24,0.0
252.74,252.74,0.0
694.63,694.63,0.0
1055.11,1055.11,0.0
537.06,537.06,0.0
678.3,678.3,0.0
732.8,732.8,0.0
867.06,867.06,0.0
283.71,283.71,0.0
1033.94,1033.94,0.0
796.19,796.19,0.0
1087.81,1087.81,0.0
395.18,395.18,0.0
382.26,382.26,0.0
477.86,477.86,0.0
855.78,855.78,0.0
483.39,483.39,0.0
938.35,938.35,0.0
914.67,914.67,0.0
1039.62,1039.62,0.0
262.69,262.69,0.0
788.18,788.18,0.0
0.0,0.0,0.0
1149.08,1149.08,0.0
830.81,830.81,0.0
923.76,923.76,0.0
510.34,510.34,0.0
59.12,59.12,0.0
279.79,279.79,0.0
1292.03,1292.03,0.0
806.18,806.18,0.0
1159.78,1159.78,0.0
46.17,46.17,0.0
870.7,870.7,0.0
605.39,605.39,0.0
844.58,844.58,0.0
439.82,439.82,0.0
417.0,417.0,0.0
48.92,48.92,0.0
655.17,655.17,0.0
0.0,0.0,0.0
1233.8,1233.8,0.0
391.59,391.59,0.0
134.47,134.47,0.0
306.26,306.26,0.0
678.86,678.86,0.0
980.18,980.18,0.0
1007.23,1007.23,0.0
896.28,896.28,0.0
557.8,557.8,0.0
390.69,390.69,0.0
314.74,314.74,0.0
1092.34,1092.34,0.0
325.99,325.99,0.0
277.41,277.41,0.0
385.94,385.94,0.0
343.72,343.72,0.0
247.9,247.9,0.0
914.9,914.9,0.0
32.2,32.2,0.0
517.17,517.17,0.0
641.76,641.76,0.0
1254.01,1254.01,0.0
300.39,300.39,0.0
774.6,774.6,0.0
1117.83,1117.83,0.0
1262.68,1262.68,0.0
891.87,891.87,0.0
645.95,645.95,0.0
184.31,184.31,0.0
363.43,363.43,0.0
781.59,781.59,0.0
381.22,381.22,0.0
361.15,361.15,0.0
501.54,501.54,0.0
669.48,669.48,0.0
1054.26,1054.26,0.0
257.43,257.43,0.0
631.05,631.05,0.0
413.58,413.58,0.0
1267.28,1267.28,0.0
30.85,30.85,0.0
1117.32,1117.32,0.0
604.57,604.57,0.0
855.9,855.9,0.0
863.42,863.42,0.0
666.84,666.84,0.0
865.67,865.67,0.0
760.12,760.12,0.0
1181.41,1181.41,0.0
631.03,631.03,0.0
463.29,463.29,0.0
0.0,0.0,0.0
799.4,799.4,0.0
1166.14,1166.14,0.0
1027.12,1027.12,0.0
752.88,752.88,0.0
448.75,448.75,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1139.94,1139.94,0.0
160.68,160.68,0.0
495.0,495.0,0.0
1148.25,1148.25,0.0
896.17,896.17,0.0
514.18,514.18,0.0
82.93,82.93,0.0
958.99,958.99,0.0
539.91,539.91,0.0
848.36,848.36,0.0
361.64,361.64,0.0
1113.22,1113.22,0.0
292.01,292.01,0.0
443.08,443.08,0.0
957.84,957.84,0.0
151.96,151.96,0.0
344.4,344.4,0.0
709.71,709.71,0.0
476.52,476.52,0.0
329.57,329.57,0.0
956.78,956.78,0.0
330.62,330.62,0.0
154.16,154.16,0.0
588.88,588.88,0.0
1021.85,1021.85,0.0
631.62,631.62,0.0
153.98,153.98,0.0
81.05,81.05,0.0
59.19,59.19,0.0
878.81,878.81,0.0
824.1,824.1,0.0
315.54,315.54,0.0
1007.32,1007.32,0.0
912.25,912.25,0.0
720.09,720.09,0.0
986.32,986.32,0.0
1074.01,1074.01,0.0
496.45,496.45,0.0
693.39,693.39,0.0
1032.71,1032.71,0.0
154.81,154.81,0.0
633.33,633.33,0.0
246.22,246.22,0.0
813.88,813.88,0.0
1231.16,1231.16,0.0
886.68,886.68,0.0
52.72,52.72,0.0
767.7,767.7,0.0
1161.96,1161.96,0.0
23.14,23.14,0.0
596.19,596.19,0.0
38.36,38.36,0.0
644.75,644.75,0.0
458.03,458.03,0.0
518.04,518.04,0.0
208.54,208.54,0.0
278.82,278.82,0.0
125.08,125.08,0.0
864.27,864.27,0.0
1084.96,1084.96,0.0
72.15,72.15,0.0
148.8,148.8,0.0
525.36,525.36,0.0
581.07,581.07,0.0
1231.37,1231.37,0.0
776.11,776.11,0.0
0.0,0.0,0.0
1387.38,1387.38,0.0
80.03,80.03,0.0
892.14,892.14,0.0
317.55,317.55,0.0
1012.54,1012.54,0.0
643.47,643.47,0.0
796.25,796.25,0.0
1146.6,1146.6,0.0
1034.28,1034.28,0.0
719.44,719.44,0.0
1238.52,1238.52,0.0
680.97,680.97,0.0
676.37,676.37,0.0
355.31,355.31,0.0
163.42,163.42,0.0
769.42,769.42,0.0
987.35,987.35,0.0
1329.71,1329.71,0.0
162.86,162.86,0.0
254.32,254.32,0.0
707.02,707.02,0.0
705.18,705.18,0.0
1082.32,1082.32,0.0
1169.94,1169.94,0.0
203.17,203.17,0.0
851.17,851.17,0.0
923.85,923.85,0.0
1240.38,1240.38,0.0
170.94,170.94,0.0
742.45,742.45,0.0
951.96,951.96,0.0
622.48,622.48,0.0
256.94,256.94,0.0
1009.88,1009.88,0.0
863.42,863.42,0.0
796.94,796.94,0.0
995.67,995.67,0.0
0.0,0.0,0.0
735.21,735.21,0.0
393.37,393.37,0.0
584.73,584.73,0.0
823.47,823.47,0.0
966.29,966.29,0.0
26.99,26.99,0.0
309.21,309.21,0.0
877.97,877.97,0.0
43.93,43.93,0.0
718.82,718.82,0.0
432.69,432.69,0.0
979.76,979.76,0.0
85.73,85.73,0.0
702.19,702.19,0.0
431.69,431.69,0.0
303.81,303.81,0.0
895.71,895.71,0.0
876.32,876.32,0.0
673.35,673.35,0.0
389.4,389.4,0.0
974.82,974.82,0.0
793.16,793.16,0.0
626.81,626.81,0.0
681.72,681.72,0.0
991.85,991.85,0.0
842.03,842.03,0.0
0.0,0.0,0.0
1176.56,1176.56,0.0
771.7,771.7,0.0
881.85,881.85,0.0
1114.44,1114.44,0.0
1243.17,1243.17,0.0
458.59,458.59,0.0
838.48,838.48,0.0
596.17,596.17,0.0
404.2,404.2,0.0
949.32,949.32,0.0
469.33,469.33,0.0
536.52,536.52,0.0
714.53,714.53,0.0
67.37,67.37,0.0
799.41,799.41,0.0
274.13,274.13,0.0
1198.51,1198.51,0.0
577.3,577.3,0.0
973.98,973.98,0.0
267.74,267.74,0.0
1156.65,1156.65,0.0
831.08,831.08,0.0
718.9,718.9,0.0
738.71,738.71,0.0
457.74,457.74,0.0
236.38,236.38,0.0
381.64,381.64,0.0
914.57,914.57,0.0
1064.57,1064.57,0.0
1266.94,1266.94,0.0
113.54,113.54,0.0
48.41,48.41,0.0
32.49,32.49,0.0
816.57,816.57,0.0
879.52,879.52,0.0
392.91,392.91,0.0
421.68,421.68,0.0
165.52,165.52,0.0
50.5,50.5,0.0
1230.01,1230.01,0.0
625.26,625.26,0.0
1116.29,1116.29,0.0
898.98,898.98,0.0
1039.86,1039.86,0.0
92.1,92.1,0.0
444.52,444.52,0.0
147.76,147.76,0.0
489.51,489.51,0.0
313.96,313.96,0.0
57.29,57.29,0.0
530.49,530.49,0.0
581.4,581.4,0.0
588.97,588.97,0.0
1016.4,1016.4,0.0
428.57,428.57,0.0
74.18,74.18,0.0
292.63,292.63,0.0
515.62,515.62,0.0
768.53,768.53,0.0
345.52,345.52,0.0
564.41,564.41,0.0
953.87,953.87,0.0
208.32,208.32,0.0
0.0,0.0,0.0
295.2,295.2,0.0
70.58,70.58,0.0
291.22,291.22,0.0
393.01,393.01,0.0
947.64,947.64,0.0
1072.95,1072.95,0.0
1132.89,1132.89,0.0
244.86,244.86,0.0
226.38,226.38,0.0
709.15,709.15,0.0
299.91,299.91,0.0
112.53,112.53,0.0
859.13,859.13,0.0
1126.42,1126.42,0.0
420.9,420.9,0.0
657.17,657.17,0.0
716.25,716.25,0.0
197.12,197.12,0.0
1004.02,1004.02,0.0
624.54,624.54,0.0
153.17,153.17,0.0
279.76,279.76,0.0
315.39,315.39,0.0
596.76,596.76,0.0
859.45,859.45,0.0
96.58,96.58,0.0
659.9,659.9,0.0
499.63,499.63,0.0
470.3,470.3,0.0
511.57,511.57,0.0
16.44,16.44,0.0
662.26,662.26,0.0
997.18,997.18,0.0
147.29,147.29,0.0
173.1,173.1,0.0
749.48,749.48,0.0
774.94,774.94,0.0
831.86,831.86,0.0
279.8,279.8,0.0
383.51,383.51,0.0
751.28,751.28,0.0
4.5,4.5,0.0
758.44,758.44,0.0
46.2,46.2,0.0
1157.63,1157.63,0.0
678.61,678.61,0.0
636.09,636.09,0.0
448.89,448.89,0.0
68.47,68.47,0.0
930.74,930.74,0.0
673.92,673.92,0.0
969.85,969.85,0.0
649.04,649.04,0.0
1049.54,1049.54,0.0
27.78,27.78,0.0
1132.98,1132.98,0.0
524.86,524.86,0.0
1162.75,1162.75,0.0
897.12,897.12,0.0
110.6,110.6,0.0
1037.01,1037.01,0.0
570.4,570.4,0.0
719.07,719.07,0.0
933.34,933.34,0.0
1173.02,1173.02,0.0
0.0,0.0,0.0
172.7,172.7,0.0
410.64,410.64,0.0
980.82,980.82,0.0
130.58,130.58,0.0
1228.65,1228.65,0.0
295.65,295.65,0.0
699.49,699.49,0.0
1430.46,1430.46,0.0
876.48,876.48,0.0
1114.7,1114.7,0.0
276.38,276.38,0.0
1358.97,1358.97,0.0
112.06,112.06,0.0
270.29,270.29,0.0
1021.93,1021.93,0.0
411.81,411.81,0.0
69.19,69.19,0.0
921.78,921.78,0.0
951.35,951.35,0.0
895.44,895.44,0.0
353.31,353.31,0.0
985.57,985.57,0.0
119.21,119.21,0.0
307.67,307.67,0.0
177.6,177.6,0.0
391.03,391.03,0.0
123.25,123.25,0.0
445.71,445.71,0.0
410.95,410.95,0.0
433.84,433.84,0.0
514.54,514.54,0.0
831.62,831.62,0.0
448.58,448.58,0.0
11.98,11.98,0.0
109.69,109.69,0.0
515.26,515.26,0.0
967.04,967.04,0.0
582.42,582.42,0.0
48.73,48.73,0.0
944.03,944.03,0.0
408.51,408.51,0.0
871.81,871.81,0.0
1207.9,1207.9,0.0
341.18,341.18,0.0
108.78,108.78,0.0
0.0,0.0,0.0
1222.8,1222.8,0.0
1127.08,1127.08,0.0
206.11,206.11,0.0
361.12,361.12,0.0
523.94,523.94,0.0
200.37,200.37,0.0
951.81,951.81,0.0
308.5,308.5,0.0
581.99,581.99,0.0
0.0,0.0,0.0
599.67,599.67,0.0
222.25,222.25,0.0
725.44,725.44,0.0
1024.56,1024.56,0.0
135.46,135.46,0.0
982.16,982.16,0.0
466.74,466.74,0.0
667.13,667.13,0.0
396.52,396.52,0.0
1184.53,1184.53,0.0
1010.14,1010.14,0.0
420.32,420.32,0.0
749.1,749.1,0.0
1276.89,1276.89,0.0
571.64,571.64,0.0
477.95,477.95,0.0
844.91,844.91,0.0
1274.89,1274.89,0.0
1027.32,1027.32,0.0
522.42,522.42,0.0
1099.14,1099.14,0.0
618.87,618.87,0.0
1050.91,1050.91,0.0
1000.79,1000.79,0.0
1118.91,1118.91,0.0
131.37,131.37,0.0
378.63,378.63,0.0
1078.54,1078.54,0.0
651.76,651.76,0.0
879.6,879.6,0.0
1299.67,1299.67,0.0
864.24,864.24,0.0
995.78,995.78,0.0
326.98,326.98,0.0
602.8,602.8,0.0
1011.51,1011.51,0.0
395.83,395.83,0.0
567.19,567.19,0.0
1132.14,1132.14,0.0
129.77,129.77,0.0
1223.79,1223.79,0.0
391.12,391.12,0.0
84.72,84.72,0.0
50.88,50.88,0.0
82.73,82.73,0.0
204.42,204.42,0.0
1019.98,1019.98,0.0
1003.79,1003.79,0.0
713.47,713.47,0.0
889.76,889.76,0.0
875.61,875.61,0.0
79.75,79.75,0.0
598.86,598.86,0.0
1241.42,1241.42,0.0
714.59,714.59,0.0
257.38,257.38,0.0
737.04,737.04,0.0
232.28,232.28,0.0
465.15,465.15,0.0
531.39,531.39,0.0
107.26,107.26,0.0
575.55,575.55,0.0
284.09,284.09,0.0
601.1,601.1,0.0
848.6,848.6,0.0
1084.24,1084.24,0.0
221.7,221.7,0.0
230.99,230.99,0.0
272.13,272.13,0.0
94.58,94.58,0.0
942.96,942.96,0.0
828.41,828.41,0.0
157.62,157.62,0.0
1170.6,1170.6,0.0
628.17,628.17,0.0
927.84,927.84,0.0
768.49,768.49,0.0
696.25,696.25,0.0
111.47,111.47,0.0
489.23,489.23,0.0
776.7,776.7,0.0
388.21,388.21,0.0
423.45,423.45,0.0
1007.8,1007.8,0.0
903.12,903.12,0.0
990.62,990.62,0.0
262.85,262.85,0.0
1103.69,1103.69,0.0
557.3,557.3,0.0
1162.41,1162.41,0.0
925.56,925.56,0.0
1072.83,1072.83,0.0
627.56,627.56,0.0
834.15,834.15,0.0
476.21,476.21,0.0
290.3,290.3,0.0
0.0,0.0,0.0
1061.17,1061.17,0.0
514.87,514.87,0.0
1120.72,1120.72,0.0
633.92,633.92,0.0
71.26,71.26,0.0
5.75,5.75,0.0
856.69,856.69,0.0
1109.63,1109.63,0.0
39.86,39.86,0.0
593.05,593.05,0.0
102.43,102.43,0.0
63.29,63.29,0.0
1041.58,1041.58,0.0
992.63,992.63,0.0
747.91,747.91,0.0
377.85,377.85,0.0
898.65,898.65,0.0
590.54,590.54,0.0
962.98,962.98,0.0
171.74,171.74,0.0
93.6,93.6,0.0
19.2,19.2,0.0
231.22,231.22,0.0
958.45,958.45,0.0
327.76,327.76,0.0
863.48,863.48,0.0
728.4,728.4,0.0
642.28,642.28,0.0
358.7,358.7,0.0
460.05,460.05,0.0
1249.82,1249.82,0.0
539.87,539.87,0.0
967.06,967.06,0.0
320.91,320.91,0.0
469.54,469.54,0.0
339.44,339.44,0.0
1143.15,1143.15,0.0
944.43,944.43,0.0
965.82,965.82,0.0
662.55,662.55,0.0
15.48,15.48,0.0
666.48,666.48,0.0
232.64,232.64,0.0
562.84,562.84,0.0
466.36,466.36,0.0
442.57,442.57,0.0
762.26,762.26,0.0
1323.52,1323.52,0.0
483.48,483.48,0.0
759.87,759.87,0.0
998.54,998.54,0.0
480.81,480.81,0.0
0.0,0.0,0.0
1014.1,1014.1,0.0
42.47,42.47,0.0
1105.19,1105.19,0.0
1067.91,1067.91,0.0
512.21,512.21,0.0
263.07,263.07,0.0
722.38,722.38,0.0
883.87,883.87,0.0
983.15,983.15,0.0
261.17,261.17,0.0
901.16,901.16,0.0
297.42,297.42,0.0
1099.77,1099.77,0.0
1164.69,1164.69,0.0
565.82,565.82,0.0
486.08,486.08,0.0
1170.87,1170.87,0.0
710.38,710.38,0.0
102.64,102.64,0.0
363.25,363.25,0.0
691.06,691.06,0.0
1289.62,1289.62,0.0
744.33,744.33,0.0
219.88,219.88,0.0
68.92,68.92,0.0
914.71,914.71,0.0
199.07,199.07,0.0
312.45,312.45,0.0
1031.12,1031.12,0.0
1384.55,1384.55,0.0
1216.47,1216.47,0.0
673.38,673.38,0.0
1258.36,1258.36,0.0
788.92,788.92,0.0
819.52,819.52,0.0
427.24,427.24,0.0
544.02,544.02,0.0
0.0,0.0,0.0
676.83,676.83,0.0
1358.34,1358.34,0.0
594.95,594.95,0.0
763.47,763.47,0.0
971.4,971.4,0.0
47.02,47.02,0.0
207.08,207.08,0.0
849.99,849.99,0.0
558.17,558.17,0.0
771.03,771.03,0.0
529.95,529.95,0.0
503.91,503.91,0.0
1053.54,1053.54,0.0
319.11,319.11,0.0
908.92,908.92,0.0
1027.06,1027.06,0.0
838.15,838.15,0.0
995.99,995.99,0.0
799.17,799.17,0.0
156.15,156.15,0.0
642.67,642.67,0.0
676.89,676.89,0.0
645.54,645.54,0.0
194.5,194.5,0.0
113.87,113.87,0.0
619.61,619.61,0.0
1158.41,1158.41,0.0
753.31,753.31,0.0
1092.6,1092.6,0.0
1056.13,1056.13,0.0
461.05,461.05,0.0
580.44,580.44,0.0
811.33,811.33,0.0
924.46,924.46,0.0
