name,inventory,price,price_correspondance,collection,item_url
DARE ICE COFFEE DOUBLE ESPRESSO 500ML,-199,$3.10,'/products/dare-ice-coffee-double-espresso-500ml',iced-coffee,https://www.ajijo.com.au/collections/iced-coffee/products/dare-ice-coffee-double-espresso-500ml
DARE ESPRESSO ICED COFFEE 500ML,-199,$3.10,'/products/dare-espresso-iced-coffee-500ml',iced-coffee,https://www.ajijo.com.au/collections/iced-coffee/products/dare-espresso-iced-coffee-500ml
REAL ICED TEA PEACH 500ML,-199,$3.00,'/products/real-iced-tea-peach-500ml',iced-tea,https://www.ajijo.com.au/collections/iced-tea/products/real-iced-tea-peach-500ml
REAL ICED TEA MANGO 500ML,-199,$3.00,'/products/real-iced-tea-mango-500ml',iced-tea,https://www.ajijo.com.au/collections/iced-tea/products/real-iced-tea-mango-500ml
REAL ICED TEA LEMON  500ML,-199,$3.00,'/products/real-iced-tea-lemon-500ml',iced-tea,https://www.ajijo.com.au/collections/iced-tea/products/real-iced-tea-lemon-500ml
FUZE MANGO GREEN ICED TEA 500ML,-199,$3.00,'/products/mango-green-iced-tea-fuze',iced-tea,https://www.ajijo.com.au/collections/iced-tea/products/mango-green-iced-tea-fuze
"LIPTON ICED TEA PEACH, 500ML",-199,$3.00,'/products/lipton-sugar-free-peach',iced-tea,https://www.ajijo.com.au/collections/iced-tea/products/lipton-sugar-free-peach
LIPTON MATCHA GINGER & LEMON ICED TEA 500ML,-199,$3.00,'/products/lipton-matcha-ginger-lemongrassice-tea-l-500gm',iced-tea,https://www.ajijo.com.au/collections/iced-tea/products/lipton-matcha-ginger-lemongrassice-tea-l-500gm
LIPTON MANGO ICE TEA 500ML,-199,$3.25,'/products/lipton-mango-ice-tea-500ml',iced-tea,https://www.ajijo.com.au/collections/iced-tea/products/lipton-mango-ice-tea-500ml
LIPTON GREEN ICE TEA CITRUS 500ML,-199,$3.00,'/products/lipton-green-ice-tea-citrus',iced-tea,https://www.ajijo.com.au/collections/iced-tea/products/lipton-green-ice-tea-citrus
FUZE BLACK  ICED TEA FUZE 500ML,-199,$3.00,'/products/black-iced-tea-fuze-500ml',iced-tea,https://www.ajijo.com.au/collections/iced-tea/products/black-iced-tea-fuze-500ml
"Idli Rice, Pattu 5kg",1,$15.99,'/products/idli-rice-pattu-5kg',idli-rice,https://www.ajijo.com.au/collections/idli-rice/products/idli-rice-pattu-5kg
"Idli Rice,Indya 5kg",-199,$11.99,'/products/idli-rice-indya-5kg',idli-rice,https://www.ajijo.com.au/collections/idli-rice/products/idli-rice-indya-5kg
IDLI DOSA RICE DOUBLE HORSE 5KG,-199,$11.95,'/products/idli-dosa-rice-double-horse-5kg',idli-rice,https://www.ajijo.com.au/collections/idli-rice/products/idli-dosa-rice-double-horse-5kg
HEM PRECIOUS KASTURI,-99,$3.75,'/products/hem-precious-kasturi',incense-sticks,https://www.ajijo.com.au/collections/incense-sticks/products/hem-precious-kasturi
HEM MUSK HEXA AGARBATTI,-99,$1.99,'/products/hem-musk-hexa-agarbatti',incense-sticks,https://www.ajijo.com.au/collections/incense-sticks/products/hem-musk-hexa-agarbatti
HEM MOGRA INCENSE,-99,$1.99,'/products/hem-mogra-incense',incense-sticks,https://www.ajijo.com.au/collections/incense-sticks/products/hem-mogra-incense
HEM MOGRA HEXA AGABATTI,-99,$1.99,'/products/hem-mogra-hexa-agabatti',incense-sticks,https://www.ajijo.com.au/collections/incense-sticks/products/hem-mogra-hexa-agabatti
HEM LEVENDER,-99,$1.99,'/products/hem-levender',incense-sticks,https://www.ajijo.com.au/collections/incense-sticks/products/hem-levender
HEM LAVENDAR HEXA AGARBATTI,-99,$1.99,'/products/hem-lavendar-hexa-agarbatti',incense-sticks,https://www.ajijo.com.au/collections/incense-sticks/products/hem-lavendar-hexa-agarbatti
HEM GULAB INCENSE,-99,$1.99,'/products/hem-gulab-incense',incense-sticks,https://www.ajijo.com.au/collections/incense-sticks/products/hem-gulab-incense
HEM GULAB HEXA AGARBATTI,-99,$1.99,'/products/hem-gulab-hexa-agarbatti',incense-sticks,https://www.ajijo.com.au/collections/incense-sticks/products/hem-gulab-hexa-agarbatti
HEM AMBER-SANDLO,-99,$1.45,'/products/hem-amber-sandlo',incense-sticks,https://www.ajijo.com.au/collections/incense-sticks/products/hem-amber-sandlo
Nilamel's Jackfruit Chips 200g,-199,$3.75,'/products/jackfruit-chips-nilamels-200g',jackfruit-chips,https://www.ajijo.com.au/collections/jackfruit-chips/products/jackfruit-chips-nilamels-200g
Malabar Treats Jackfruits Chips 200g,-199,$3.75,'/products/jackfruit-chips-200g-malabar-treat',jackfruit-chips,https://www.ajijo.com.au/collections/jackfruit-chips/products/jackfruit-chips-200g-malabar-treat
"NATURAL JAGGERY, INDYA, 900G",15,$5.50,'/products/natural-jaggery-indya-900g',jaggery,https://www.ajijo.com.au/collections/jaggery/products/natural-jaggery-indya-900g
"KOLHAPURI JAGGERY, INDYA, 450G",3,$2.99,'/products/kolhapuri-jaggery-indya-450g',jaggery,https://www.ajijo.com.au/collections/jaggery/products/kolhapuri-jaggery-indya-450g
"Sugar Cane Cake Round, Intant Delight, 500G",8,$3.99,'/products/dark-jaggery-gur-500-g',jaggery,https://www.ajijo.com.au/collections/jaggery/products/dark-jaggery-gur-500-g
PUNJABI SHAKKAR INDYA 1KG,14,$5.50,'/products/punjabi-shakkar-1kg',jaggery,https://www.ajijo.com.au/collections/jaggery/products/punjabi-shakkar-1kg
PUNJABI PESI GUR INDYA 1KG,-199,$5.50,'/products/punjabi-pesi-gur-indya-1kg',jaggery,https://www.ajijo.com.au/collections/jaggery/products/punjabi-pesi-gur-indya-1kg
"MASALA GUR, INDYA, 1KG",4,$5.50,'/products/masala-gur-indya-1kg',jaggery,https://www.ajijo.com.au/collections/jaggery/products/masala-gur-indya-1kg
"KOLHAPURI JAGGERY, INDYA, 900G",7,$5.50,'/products/kolhapuri-jaggery-indya-900g',jaggery,https://www.ajijo.com.au/collections/jaggery/products/kolhapuri-jaggery-indya-900g
"KOLHAPURI JAGGERY, INDYA, 2KG",4,$9.99,'/products/kolhapuri-jaggery-indya-2kg',jaggery,https://www.ajijo.com.au/collections/jaggery/products/kolhapuri-jaggery-indya-2kg
"JAGGERY, SABRINI, 1KG",5,$5.50,'/products/jaggery-1kg-sabrini',jaggery,https://www.ajijo.com.au/collections/jaggery/products/jaggery-1kg-sabrini
"Raspberry Jam, Cottee's 250g",-199,$2.50,'/products/raspberry-jam',jams,https://www.ajijo.com.au/collections/jams/products/raspberry-jam
"Plum Jam, Cottee's 250g",-199,$2.50,'/products/jam-plum',jams,https://www.ajijo.com.au/collections/jams/products/jam-plum
"Strawberry Jam, Cottee's 250g",-199,$2.15,'/products/cottees-strawbery-jam-250g',jams,https://www.ajijo.com.au/collections/jams/products/cottees-strawbery-jam-250g
"Apricot Jam, Cottee's 500g",-199,$3.50,'/products/apricot-jam',jams,https://www.ajijo.com.au/collections/jams/products/apricot-jam
KISSAN MANGO JAM 490G,-99,$6.30,'/products/kissan-mango-jam-490g',jams,https://www.ajijo.com.au/collections/jams/products/kissan-mango-jam-490g
JEERA RICE INDYA 1KG,15,$5.50,'/products/jeera-rice-indya-1kg',jeera-rice,https://www.ajijo.com.au/collections/jeera-rice/products/jeera-rice-indya-1kg
JEERAKASALA RICE NIRAPARA 2KG,2,$9.65,'/products/jeerakasala-rice-nirapara-2kg',jeera-rice,https://www.ajijo.com.au/collections/jeera-rice/products/jeerakasala-rice-nirapara-2kg
"LYCHEE JELLY CRYSTALS, AHMED 80G",10,$1.99,'/products/lychee-jelly-crystals-ahmed-80g',jelly,https://www.ajijo.com.au/collections/jelly/products/lychee-jelly-crystals-ahmed-80g
"PEACH JELLY CRYSTALS, AHMED 80G",10,$1.99,'/products/peach-jelly-crystals-ahmed-80g',jelly,https://www.ajijo.com.au/collections/jelly/products/peach-jelly-crystals-ahmed-80g
"STRAWBERRY JELLY CRYSTALS, AHMED 80G",10,$1.99,'/products/strawberry-jelly-crystals-ahmed-80g',jelly,https://www.ajijo.com.au/collections/jelly/products/strawberry-jelly-crystals-ahmed-80g
"MANGO JELLY CRYSTALS, AHMED 80G",20,$1.99,'/products/mango-jelly-crystals-ahmed-80g',jelly,https://www.ajijo.com.au/collections/jelly/products/mango-jelly-crystals-ahmed-80g
"PINEAPPLE JELLY CRYSTALS, AHMED 80G",-199,$1.99,'/products/pineapple-jelly-crystals',jelly,https://www.ajijo.com.au/collections/jelly/products/pineapple-jelly-crystals
"Strawberry Jelly Crystals, Laziza 85g",-199,$1.99,'/products/jelly-strawberry-laziza-85g',jelly,https://www.ajijo.com.au/collections/jelly/products/jelly-strawberry-laziza-85g
"Mango Jelly Crystals, Laziza 85g",-199,$1.99,'/products/jelly-mango-laziza-85g',jelly,https://www.ajijo.com.au/collections/jelly/products/jelly-mango-laziza-85g
"Lemon Jelly Crystals, Laziza 85g",4,$1.99,'/products/jelly-lemon-laziza-85g',jelly,https://www.ajijo.com.au/collections/jelly/products/jelly-lemon-laziza-85g
"Orange Jelly Crystals, Laziza 85g",1,$1.99,'/products/jelly-laziza-orange-85g',jelly,https://www.ajijo.com.au/collections/jelly/products/jelly-laziza-orange-85g
LITCHI FRUIT NECTAR REAL 1 LITRE,5,$3.99,'/products/litchi-fruit-nectar-real-1-litre',juice,https://www.ajijo.com.au/collections/juice/products/litchi-fruit-nectar-real-1-litre
POMEGRANATE JUICE KUSHI 1LITRE,-199,$3.99,'/products/pomegranate-juice-kushi-1litre',juice,https://www.ajijo.com.au/collections/juice/products/pomegranate-juice-kushi-1litre
PINK GUAVA NECTAR KUSHI 1 LITRE,9,$4.99,'/products/pink-guava-nectar-kushi-1-litre',juice,https://www.ajijo.com.au/collections/juice/products/pink-guava-nectar-kushi-1-litre
MANGO NECTAR KUSHI 1 LITRE,9,$3.99,'/products/mango-nectar-kushi-1-litre',juice,https://www.ajijo.com.au/collections/juice/products/mango-nectar-kushi-1-litre
MANGO FRUIT NECTAR REAL 1 LITRE,5,$3.99,'/products/mango-fruit-nectar-real-1-litre',juice,https://www.ajijo.com.au/collections/juice/products/mango-fruit-nectar-real-1-litre
"LYCHEE NECTAR, KUSHI, 1 LITRE",9,$4.99,'/products/lychee-nectar-kushi-1-litre',juice,https://www.ajijo.com.au/collections/juice/products/lychee-nectar-kushi-1-litre
FRUTI MANGO DRINK 1 LITRE,-99,$3.95,'/products/fruti-mango-drink-1-litre',juice,https://www.ajijo.com.au/collections/juice/products/fruti-mango-drink-1-litre
DAILY JUICE ORANGE 500ML,-99,$2.75,'/products/daily-juice-orange-500ml',juice,https://www.ajijo.com.au/collections/juice/products/daily-juice-orange-500ml
DAILY JUICE CLOUDY APPLE 500ML,-99,$2.50,'/products/daily-juice-cloudy-apple-500ml',juice,https://www.ajijo.com.au/collections/juice/products/daily-juice-cloudy-apple-500ml
LAUKI JUICE 500ML HEALTH VEDAS,-99,$5.95,'/products/lauki-juice-500ml-health-vedas',juice-health-aids,https://www.ajijo.com.au/collections/juice-health-aids/products/lauki-juice-500ml-health-vedas
TRIPHALA RAS 500ML SWADESHI,-99,$5.95,'/products/triphala-ras-500ml-swadeshi',juice-health-aids,https://www.ajijo.com.au/collections/juice-health-aids/products/triphala-ras-500ml-swadeshi
KARELA (BITTER GOURD) JUICE 500ML SWADESHI,-99,$5.95,'/products/karela-bitter-gourd-juice-500ml-swadeshi',juice-health-aids,https://www.ajijo.com.au/collections/juice-health-aids/products/karela-bitter-gourd-juice-500ml-swadeshi
"PRAWN CHUTNEY POWDER, KT, 200G",8,$6.25,'/products/prawn-chutney-powder-kt-200g',kitchen-treasure,https://www.ajijo.com.au/collections/kitchen-treasure/products/prawn-chutney-powder-kt-200g
GARAM MASALA KT 100G,-99,$3.00,'/products/garam-masala-kt-100g',kitchen-treasure,https://www.ajijo.com.au/collections/kitchen-treasure/products/garam-masala-kt-100g
SAMBAR POWDER KT 200G,-99,$3.50,'/products/sambar-powder-kt-200g',kitchen-treasure,https://www.ajijo.com.au/collections/kitchen-treasure/products/sambar-powder-kt-200g
CHICKEN MASALA KT 200G,-99,$2.99,'/products/chicken-masala-kt-200g',kitchen-treasure,https://www.ajijo.com.au/collections/kitchen-treasure/products/chicken-masala-kt-200g
LAKSHMI ROLI,-99,$1.95,'/products/lakshmi-roli',kumkum-roli,https://www.ajijo.com.au/collections/kumkum-roli/products/lakshmi-roli
KUM KUM RED 100G SPARK,-99,$2.99,'/products/kum-kum-red-100g-spark',kumkum-roli,https://www.ajijo.com.au/collections/kumkum-roli/products/kum-kum-red-100g-spark
KURKURE MASHALA MUNCH 95G,-199,$2.00,'/products/kurkure-mashala-munch-95gram',kurkure,https://www.ajijo.com.au/collections/kurkure/products/kurkure-mashala-munch-95gram
LAUNDRY LIQUID EARTH CHOICE 1L,-99,$4.25,'/products/laundry-liquid-earth-choice-1l',laundry,https://www.ajijo.com.au/collections/laundry/products/laundry-liquid-earth-choice-1l
PURITY LAUNDRY LIQ 1.25L,-99,$5.50,'/products/purity-laundry-liq-1-25l',laundry,https://www.ajijo.com.au/collections/laundry/products/purity-laundry-liq-1-25l
LOADS CLEANER POWDER 1KG,-99,$4.99,'/products/loads-cleaner-powder-1kg',laundry,https://www.ajijo.com.au/collections/laundry/products/loads-cleaner-powder-1kg
LOADS CLEANER CC 1L,-99,$5.25,'/products/loads-cleaner-cc-1l',laundry,https://www.ajijo.com.au/collections/laundry/products/loads-cleaner-cc-1l
LAUNDRY POWDER B&G 1KG,-99,$4.50,'/products/laundry-powder-b-g-1kg',laundry,https://www.ajijo.com.au/collections/laundry/products/laundry-powder-b-g-1kg
QORMA MASALA LAZIZA 100G,-99,$3.30,'/products/qorma-masala-laziza-100g',laziza,https://www.ajijo.com.au/collections/laziza/products/qorma-masala-laziza-100g
"QEEMA MASALA, LAZIZA INTERNATIONAL, 100G",9,$2.50,'/products/qeema-mashala-laziza',laziza,https://www.ajijo.com.au/collections/laziza/products/qeema-mashala-laziza
"KOFTA MASHALA Laziza, 134G",-99,$2.50,'/products/kofta-mashala-laziza-134g',laziza,https://www.ajijo.com.au/collections/laziza/products/kofta-mashala-laziza-134g
"LEMON JUICE, EDLYN, 300ML",7,$3.50,'/products/lemon-juice-edlyn-300ml',lemon-lime-juice,https://www.ajijo.com.au/collections/lemon-lime-juice/products/lemon-juice-edlyn-300ml
LEMON JUICE MOTHER'S RECIPE 250ML,-99,$2.75,'/products/lemon-juice-mothers-recipe-250ml',lemon-lime-juice,https://www.ajijo.com.au/collections/lemon-lime-juice/products/lemon-juice-mothers-recipe-250ml
LEMON JUICE MONIKA 250ML,-99,$2.45,'/products/lemon-juice-monika-250ml',lemon-lime-juice,https://www.ajijo.com.au/collections/lemon-lime-juice/products/lemon-juice-monika-250ml
RED SPLIT LENTILS PARSRAM 1KG,4,$3.99,'/products/red-split-lentils-parsram-1kg',lentils,https://www.ajijo.com.au/collections/lentils/products/red-split-lentils-parsram-1kg
URID DAL JK 1 KG,5,$4.25,'/products/urid-dal-jk-1-kg',lentils,https://www.ajijo.com.au/collections/lentils/products/urid-dal-jk-1-kg
"Urid dhal split with skin, Shan 1kg",9,$4.25,'/products/urid-dhal-split-with-skin-shan-1kg',lentils,https://www.ajijo.com.au/collections/lentils/products/urid-dhal-split-with-skin-shan-1kg
Mung Dhal split with skin Shan 1kg,6,$4.25,'/products/mung-dhal-split-with-skin-shan-1kg',lentils,https://www.ajijo.com.au/collections/lentils/products/mung-dhal-split-with-skin-shan-1kg
Mung Dhal Shan 1kg,4,$4.25,'/products/mung-dhal-shan-1kg',lentils,https://www.ajijo.com.au/collections/lentils/products/mung-dhal-shan-1kg
"Yellow Split Lentils,JK 1kg",15,$3.99,'/products/yellow-split-lentils-jk-1kg',lentils,https://www.ajijo.com.au/collections/lentils/products/yellow-split-lentils-jk-1kg
RED SPLIT LENTILS McKenzies 1KG,4,$3.99,'/products/red-split-lentils-mckenzies-1kg',lentils,https://www.ajijo.com.au/collections/lentils/products/red-split-lentils-mckenzies-1kg
YELLOW SPLIT PEAS PATTU 1KG,-199,$3.99,'/products/yellow-split-peas-pattu-1kg',lentils,https://www.ajijo.com.au/collections/lentils/products/yellow-split-peas-pattu-1kg
URID WHOLE BLACK PATTU 1 KG,4,$4.99,'/products/urid-whole-black-pattu-1-kg',lentils,https://www.ajijo.com.au/collections/lentils/products/urid-whole-black-pattu-1-kg
"ALLEN'S Snakes  alive, 200g",13,$4.00,'/products/allens-snakes-alive-200g',lollies,https://www.ajijo.com.au/collections/lollies/products/allens-snakes-alive-200g
"MELODY POP, CHUPA CHUPS, 15 G(EACH)",22,$1.00,'/products/melody-pop-chupa-chups-15-geach',lollies,https://www.ajijo.com.au/collections/lollies/products/melody-pop-chupa-chups-15-geach
THE NATURAL Snakes 260g,-99,$4.50,'/products/the-natural-snakes-260g',lollies,https://www.ajijo.com.au/collections/lollies/products/the-natural-snakes-260g
Star Burst Party mix 180g,-99,$4.00,'/products/star-burst-party-mix-180g',lollies,https://www.ajijo.com.au/collections/lollies/products/star-burst-party-mix-180g
STAR BURST fruits chewy 235g,-99,$4.50,'/products/star-burst-fruits-chewy-235g',lollies,https://www.ajijo.com.au/collections/lollies/products/star-burst-fruits-chewy-235g
Skittles Sours box 45g,-99,$2.00,'/products/skittles-sours-box-45g',lollies,https://www.ajijo.com.au/collections/lollies/products/skittles-sours-box-45g
Skittles share bag 110g,-99,$4.00,'/products/skittles-share-bag-110g',lollies,https://www.ajijo.com.au/collections/lollies/products/skittles-share-bag-110g
Skittles fruits box 45g,-99,$2.00,'/products/skittles-fruits-box-45g',lollies,https://www.ajijo.com.au/collections/lollies/products/skittles-fruits-box-45g
Push Pop 15g (each),17,$2.00,'/products/push-pop-15g',lollies,https://www.ajijo.com.au/collections/lollies/products/push-pop-15g
"CHAT MASALA, MANGAL, 100G",6,$1.80,'/products/chat-masala-mangal-100g',mangal,https://www.ajijo.com.au/collections/mangal/products/chat-masala-mangal-100g
CHANA MASALA MANGAL 100G,9,$1.80,'/products/chana-masala-mangal-100g',mangal,https://www.ajijo.com.au/collections/mangal/products/chana-masala-mangal-100g
"BUTTER CHICKEN MASALA, MANGAL, 50G",1,$1.90,'/products/butter-chicken-masala-mangal',mangal,https://www.ajijo.com.au/collections/mangal/products/butter-chicken-masala-mangal
PANCH PHORAN MANGAL 100G,-99,$1.90,'/products/panch-phoran-mangal-100g',mangal,https://www.ajijo.com.au/collections/mangal/products/panch-phoran-mangal-100g
FISH MASALA MANGAL  50G,-99,$1.90,'/products/fish-masala-mangal-50g',mangal,https://www.ajijo.com.au/collections/mangal/products/fish-masala-mangal-50g
PUDINA (MINT) CHUTNEY POWDER MANGAL 50G,-99,$1.90,'/products/pudina-mint-chutney-powder-mangal-50g',mangal,https://www.ajijo.com.au/collections/mangal/products/pudina-mint-chutney-powder-mangal-50g
IDLI DOSA CHUTNEY POWDER MANGAL 100g,-99,$1.90,'/products/idli-dosa-chutney-powder-mangal-100g',mangal,https://www.ajijo.com.au/collections/mangal/products/idli-dosa-chutney-powder-mangal-100g
KASURI METHI MANGAL 25G,-99,$1.50,'/products/kasuri-methi-mangal-25g',mangal,https://www.ajijo.com.au/collections/mangal/products/kasuri-methi-mangal-25g
SAMBHAR POWDER MANGAL 100G,-99,$1.90,'/products/sambhar-powder-mangal-100g',mangal,https://www.ajijo.com.au/collections/mangal/products/sambhar-powder-mangal-100g
MIRACLE SPREAD 500G,-99,$3.00,'/products/miracle-spread',margarine,https://www.ajijo.com.au/collections/margarine/products/miracle-spread
"Marmalade, Cottee's 500g",-199,$3.50,'/products/breakfast-marmalade',marmalade,https://www.ajijo.com.au/collections/marmalade/products/breakfast-marmalade
REDHEAD MATCHES,-99,$2.95,'/products/redhead-matches-50mm-long',match,https://www.ajijo.com.au/collections/match/products/redhead-matches-50mm-long
"MATCHES REDHEADS, 45 matches",-99,$0.50,'/products/matches-redheads',match,https://www.ajijo.com.au/collections/match/products/matches-redheads
MATTA RICE MAYIL 10KG,7,$24.50,'/products/matta-rice-mayil-10kg',matta-rice,https://www.ajijo.com.au/collections/matta-rice/products/matta-rice-mayil-10kg
MATTA RICE DOUBLE HORSE 10KG,-199,$20.99,'/products/matta-rice-double-horse-10kg',matta-rice,https://www.ajijo.com.au/collections/matta-rice/products/matta-rice-double-horse-10kg
"TRADITIONAL MAYONNAISE, PRAISE, 365G",2,$3.99,'/products/mayonnaise-praise-335g-1',mayo,https://www.ajijo.com.au/collections/mayo/products/mayonnaise-praise-335g-1
MAYONNAISE PRAISE 335G,-199,$3.99,'/products/mayonnaise-praise-335g',mayo,https://www.ajijo.com.au/collections/mayo/products/mayonnaise-praise-335g
"MEAT CURRY MASALA, MDH, 100G",9,$2.75,'/products/meat-curry-masala-mdh-100g',mdh,https://www.ajijo.com.au/collections/mdh/products/meat-curry-masala-mdh-100g
"TAVA FRY MASALA, MDH, 100G",8,$2.75,'/products/tava-fry-masala-mdh-100g',mdh,https://www.ajijo.com.au/collections/mdh/products/tava-fry-masala-mdh-100g
MADRAS CURRY POWDER MDH 100G,-99,$1.99,'/products/madras-curry-powder-mdh-100g',mdh,https://www.ajijo.com.au/collections/mdh/products/madras-curry-powder-mdh-100g
"DEGGI MIRCH MASALA, MDH, 100G",-199,$2.75,'/products/deggi-mirch-masala-mdh',mdh,https://www.ajijo.com.au/collections/mdh/products/deggi-mirch-masala-mdh
"KASURI METHI MASALA, MDH",-99,$2.75,'/products/kasuri-methi-masala-mdh',mdh,https://www.ajijo.com.au/collections/mdh/products/kasuri-methi-masala-mdh
"SINDHI BIRYANI MASALA, MDH, 100G",-199,$2.75,'/products/sindhi-biryani-masala-mdh',mdh,https://www.ajijo.com.au/collections/mdh/products/sindhi-biryani-masala-mdh
"KASHMIRI MIRCH, MDH, 100G",8,$2.75,'/products/kashmiri-mirch-mdh-100g',mdh,https://www.ajijo.com.au/collections/mdh/products/kashmiri-mirch-mdh-100g
"JAL JEERA MASALA, MDH, 100G",4,$2.75,'/products/jal-jeera-masala-mdh-100g',mdh,https://www.ajijo.com.au/collections/mdh/products/jal-jeera-masala-mdh-100g
"CHUTNEY PODINA MASALA, MDH, 100G",8,$2.75,'/products/chutney-podina-masala-mdh-100g',mdh,https://www.ajijo.com.au/collections/mdh/products/chutney-podina-masala-mdh-100g
GOOD DROP LITE MILK 2L,-99,$3.50,'/products/the-good-drop-2lt',milk,https://www.ajijo.com.au/collections/milk/products/the-good-drop-2lt
"SOY MILK, SO GOOD, 1 LITRE",10,$3.50,'/products/soy-milk-so-good-1-litre',milk,https://www.ajijo.com.au/collections/milk/products/soy-milk-so-good-1-litre
"FULL CREAM, LONG LIFE MILK, DEVONDALE, 1 LITRE",9,$2.99,'/products/full-cream-long-life-milk-devondale-1-litre',milk,https://www.ajijo.com.au/collections/milk/products/full-cream-long-life-milk-devondale-1-litre
GOOD DROP FULL CREAM MILK 3L,-99,$4.55,'/products/good-drop-milk-3l',milk,https://www.ajijo.com.au/collections/milk/products/good-drop-milk-3l
GOOD DROP FULL CREAM MILK 2L,-99,$3.30,'/products/good-drop-full-cream-milk-2l',milk,https://www.ajijo.com.au/collections/milk/products/good-drop-full-cream-milk-2l
FRESH MILK 2 LITRE,-99,$2.90,'/products/fresh-milk-2-litre',milk,https://www.ajijo.com.au/collections/milk/products/fresh-milk-2-litre
CANBERRA MILK 3 LITRE,-99,$6.50,'/products/canberra-milk-3-litre',milk,https://www.ajijo.com.au/collections/milk/products/canberra-milk-3-litre
CANBERRA MILK 2 LITRE,-99,$4.75,'/products/canberra-milk-2-litre',milk,https://www.ajijo.com.au/collections/milk/products/canberra-milk-2-litre
CANBERRA MILK 1 LITRE,-99,$2.50,'/products/canberra-milk-1-litre',milk,https://www.ajijo.com.au/collections/milk/products/canberra-milk-1-litre
FULL CREAM MILK POWDER DIPLOMA 400G,-199,$6.75,'/products/full-cream-milk-powder-diploma-400g',milk-powder,https://www.ajijo.com.au/collections/milk-powder/products/full-cream-milk-powder-diploma-400g
"EDIBLE GUM, UTTAM, 200G",10,$2.95,'/products/uttam-edible-gum',misc,https://www.ajijo.com.au/collections/misc/products/uttam-edible-gum
"CITRIC ACID, UTTAM, 100G",14,$2.25,'/products/citric-acid-uttam-100g',misc,https://www.ajijo.com.au/collections/misc/products/citric-acid-uttam-100g
"BAKING POWDER, MCKENZIE’S, 125 G",11,$2.99,'/products/baking-powder-mckenzie-s-125-g',misc,https://www.ajijo.com.au/collections/misc/products/baking-powder-mckenzie-s-125-g
"BAKING POWDER, UTTAM, 100G",-199,$2.25,'/products/uttam-baking-powder-100g-uttam',misc,https://www.ajijo.com.au/collections/misc/products/uttam-baking-powder-100g-uttam
"COOKING SODA, UTTAM, 110G",-199,$2.25,'/products/cooking-soda-100g-uttam',misc,https://www.ajijo.com.au/collections/misc/products/cooking-soda-100g-uttam
"CITRIC ACID, UTTAM, 100G",-199,$2.25,'/products/citric-acid-100g-uttam',misc,https://www.ajijo.com.au/collections/misc/products/citric-acid-100g-uttam
"BICARBONATE SODA ( BAKING SODA), B&G, 500G",4,$2.99,'/products/bicarbonate-soda-500g-b-g',misc,https://www.ajijo.com.au/collections/misc/products/bicarbonate-soda-500g-b-g
BAKING POWDER PATTU 150G,-99,$3.25,'/products/baking-powder-pattu-150g',misc,https://www.ajijo.com.au/collections/misc/products/baking-powder-pattu-150g
"AJINO MOTO (MSG), UTTAM, 100G",10,$2.99,'/products/aji-no-moto-msg-uttam',misc,https://www.ajijo.com.au/collections/misc/products/aji-no-moto-msg-uttam
"ZANDU PANCHARISHTA, 450ML",1,$6.99,'/products/zandu-pancharishta-450ml',misc-health-aids,https://www.ajijo.com.au/collections/misc-health-aids/products/zandu-pancharishta-450ml
ZANDU MAHA SUDARSHAN CHURNA,-99,$3.50,'/products/zandu-maha-sudarshan-churna',misc-health-aids,https://www.ajijo.com.au/collections/misc-health-aids/products/zandu-maha-sudarshan-churna
KAYAM CHURAN 100 GRAM,-99,$4.75,'/products/kayam-churan-100-gram',misc-health-aids,https://www.ajijo.com.au/collections/misc-health-aids/products/kayam-churan-100-gram
ZANDU TRIPHALA CHURNA 50 GRAM,-99,$3.25,'/products/zandu-triphala-churna-50-gram',misc-health-aids,https://www.ajijo.com.au/collections/misc-health-aids/products/zandu-triphala-churna-50-gram
JANAM GHUTTI,-99,$2.80,'/products/janam-ghutti',misc-health-aids,https://www.ajijo.com.au/collections/misc-health-aids/products/janam-ghutti
HUSK SAT-ISABGOL 100G,-99,$4.50,'/products/husk-sat-isabgol-100g',misc-health-aids,https://www.ajijo.com.au/collections/misc-health-aids/products/husk-sat-isabgol-100g
HIMALYA LIV 52 100PC,-99,$6.99,'/products/himalya-liv-52-100pc',misc-health-aids,https://www.ajijo.com.au/collections/misc-health-aids/products/himalya-liv-52-100pc
GRIPE WATER,-99,$3.00,'/products/gripe-water',misc-health-aids,https://www.ajijo.com.au/collections/misc-health-aids/products/gripe-water
"Pool Makhana ( Lotus Seeds), Uttam 100g",20,$4.99,'/products/uttam-phool-makhana-uttam-100g',misc-items,https://www.ajijo.com.au/collections/misc-items/products/uttam-phool-makhana-uttam-100g
"Sweet Makhana, Uttam 200g",-99,$1.99,'/products/uttam-sweet-makhana-200gram',misc-items,https://www.ajijo.com.au/collections/misc-items/products/uttam-sweet-makhana-200gram
"Sabji Pakoda, Shandaar 300g",7,$4.99,'/products/sabji-pakoda-300g',misc-items,https://www.ajijo.com.au/collections/misc-items/products/sabji-pakoda-300g
"PATASHA, Indya",-99,$3.75,'/products/patasha',misc-items,https://www.ajijo.com.au/collections/misc-items/products/patasha
WAX STRIPS,-199,$7.50,'/products/wax-strips',misc-personal-care,https://www.ajijo.com.au/collections/misc-personal-care/products/wax-strips
