name,inventory,price,price_correspondance,collection,item_url
"CHOCOLATE BROWN COLOUR, STAR, 25ML",9,$1.95,'/products/chocolate-brown-colour-25ml',colours,https://www.ajijo.com.au/collections/colours/products/chocolate-brown-colour-25ml
TANDOORI COLOUR MAHARAJA CHOICE 50ML,-99,$2.99,'/products/tandoori-colour-maharaja-choice',colours,https://www.ajijo.com.au/collections/colours/products/tandoori-colour-maharaja-choice
SAC YELLOW FOOD COLOR,-99,$2.50,'/products/sac-yellow-food-color',colours,https://www.ajijo.com.au/collections/colours/products/sac-yellow-food-color
B/G FOOD STORAGE CONTAINERS RECTANGULAR,-199,$3.99,'/products/b-g-food-storage-containers-rectangular',containers,https://www.ajijo.com.au/collections/containers/products/b-g-food-storage-containers-rectangular
"FOOD CONTAINER ROUND, B&G, 4X700ML",7,$3.99,'/products/b-g-food-container-round',containers,https://www.ajijo.com.au/collections/containers/products/b-g-food-container-round
"CARNATION COOKING CREAM, NESTLE, 300 ML",10,$3.99,'/products/carnation-cooking-cream-nestle-300-ml',cooking-needs,https://www.ajijo.com.au/collections/cooking-needs/products/carnation-cooking-cream-nestle-300-ml
ROOHAFZA SHARBAT 800ML,11,$5.99,'/products/sharbat-rooh-afza-750ml',cordials,https://www.ajijo.com.au/collections/cordials/products/sharbat-rooh-afza-750ml
"RASPBERRY CORDIAL 750ML, SCHWEPPES",-99,$5.99,'/products/raspberry-cordial-750ml-schweppes',cordials,https://www.ajijo.com.au/collections/cordials/products/raspberry-cordial-750ml-schweppes
COTTEE'S FRUIT CUP CORDIAL 1L,-99,$6.50,'/products/cottees-fruit-cup-cordial-1l',cordials,https://www.ajijo.com.au/collections/cordials/products/cottees-fruit-cup-cordial-1l
COTTEE'S  CORDIAL RASPBERRY 1 L,-99,$6.50,'/products/cottees-cordial-raspberry-1-l',cordials,https://www.ajijo.com.au/collections/cordials/products/cottees-cordial-raspberry-1-l
DORITOS MEXICANA 170G,8,$4.25,'/products/doritos-mexicana-170g',corn-chips,https://www.ajijo.com.au/collections/corn-chips/products/doritos-mexicana-170g
DORITOS CHEESE SUPREME 170 G,6,$4.25,'/products/doritos-cheese-supreme-170-g',corn-chips,https://www.ajijo.com.au/collections/corn-chips/products/doritos-cheese-supreme-170-g
DORITOS ORIGINAL SALTED 170G,-199,$3.30,'/products/doritos-original-salted-170g',corn-chips,https://www.ajijo.com.au/collections/corn-chips/products/doritos-original-salted-170g
"DORITOS CHIPS NACHO CHEESE, 170G",-199,$3.30,'/products/doritos-nacho-cheese-170g',corn-chips,https://www.ajijo.com.au/collections/corn-chips/products/doritos-nacho-cheese-170g
DORITOS CHEESE SUPREME CRACKERS 160G,-199,$3.60,'/products/doritos-cheese-supreme-crackers-160g',corn-chips,https://www.ajijo.com.au/collections/corn-chips/products/doritos-cheese-supreme-crackers-160g
Doritos Cheese Supreme 60g,-199,$2.00,'/products/doritos-60g',corn-chips,https://www.ajijo.com.au/collections/corn-chips/products/doritos-60g
CC'S CORN NACHOS ORIGINAL 175G,-199,$3.45,'/products/corn-nachos-chips-original-175g',corn-chips,https://www.ajijo.com.au/collections/corn-chips/products/corn-nachos-chips-original-175g
CC'S NACHOS CHEESE  175g,8,$4.25,'/products/ccs-nachos-cheese-chips',corn-chips,https://www.ajijo.com.au/collections/corn-chips/products/ccs-nachos-cheese-chips
CC'S TASTY CHEESE 175G,-199,$3.45,'/products/ccs-tasty-cheese-175g',corn-chips,https://www.ajijo.com.au/collections/corn-chips/products/ccs-tasty-cheese-175g
BULLA THICKENED CREAM 300ML,-99,$3.50,'/products/bulla-thickened-cream-300ml',creams,https://www.ajijo.com.au/collections/creams/products/bulla-thickened-cream-300ml
DAIRY FARMERS SOUR CREAM 250G,-99,$2.95,'/products/dairy-farmers-sour-cream-250g',creams,https://www.ajijo.com.au/collections/creams/products/dairy-farmers-sour-cream-250g
"DABUR HERBL (BASIL) TOOTHPASTE, 150G",3,$5.99,'/products/dabur-herbl-toothpaste-150g',dental-care,https://www.ajijo.com.au/collections/dental-care/products/dabur-herbl-toothpaste-150g
TOOTH BRUSH COLGATE 1PC,-99,$1.99,'/products/tooth-brush-colgate-1pc',dental-care,https://www.ajijo.com.au/collections/dental-care/products/tooth-brush-colgate-1pc
Pepsodent Whitening toothpaste 150g,-99,$3.99,'/products/pepsodent-toothpaste',dental-care,https://www.ajijo.com.au/collections/dental-care/products/pepsodent-toothpaste
NEEM ACTIVE TOOTH PASTE 200G,-199,$3.95,'/products/neem-active-tooth-paste',dental-care,https://www.ajijo.com.au/collections/dental-care/products/neem-active-tooth-paste
HIMALAYA COMPLETE CARE TOOTHPASTE 150G,-199,$3.99,'/products/himalaya-complete-care-toothpaste-150g',dental-care,https://www.ajijo.com.au/collections/dental-care/products/himalaya-complete-care-toothpaste-150g
DANT KANTI TOOTH PASTE 200G PATANJALI,-199,$5.99,'/products/dant-kanti-tooth-paste-200g-patanjali',dental-care,https://www.ajijo.com.au/collections/dental-care/products/dant-kanti-tooth-paste-200g-patanjali
"DANT KANTI TOOTHPASTE, PATANJALI 100G",-199,$4.99,'/products/dant-kanti-advanced-100g',dental-care,https://www.ajijo.com.au/collections/dental-care/products/dant-kanti-advanced-100g
"DABUR RED TOOTHPASTE, 200G",3,$4.99,'/products/dabur-red-tooth-paste-200g',dental-care,https://www.ajijo.com.au/collections/dental-care/products/dabur-red-tooth-paste-200g
"DABUR MESWAK TOOTHPASTE, 200G",-199,$4.25,'/products/dabur-meswak-tooth-paste-200g',dental-care,https://www.ajijo.com.au/collections/dental-care/products/dabur-meswak-tooth-paste-200g
VANILLA DHOOP STICK CYCLE,-99,$0.50,'/products/vanilla-dhoop-stick-cycle',dhoop-camphor,https://www.ajijo.com.au/collections/dhoop-camphor/products/vanilla-dhoop-stick-cycle
ROSE DHOOP STICK CYCLE,-99,$0.50,'/products/rose-dhoop-stick-cycle',dhoop-camphor,https://www.ajijo.com.au/collections/dhoop-camphor/products/rose-dhoop-stick-cycle
PURE CAMPHOR 25G,-99,$2.50,'/products/pure-camphor-25g',dhoop-camphor,https://www.ajijo.com.au/collections/dhoop-camphor/products/pure-camphor-25g
NATURAL SANDAL DHOOP CONE KALPANA,-99,$1.50,'/products/natural-sandal-dhoop-cone-kalpana',dhoop-camphor,https://www.ajijo.com.au/collections/dhoop-camphor/products/natural-sandal-dhoop-cone-kalpana
NATURAL ROSE DHOOP CONE,-99,$1.50,'/products/natural-rose-dhoop-cone',dhoop-camphor,https://www.ajijo.com.au/collections/dhoop-camphor/products/natural-rose-dhoop-cone
NATURAL ORCHID DHOOP CONE KALPANA,-99,$1.50,'/products/natural-orchid-dhoop-cone-kalpana',dhoop-camphor,https://www.ajijo.com.au/collections/dhoop-camphor/products/natural-orchid-dhoop-cone-kalpana
NATURAL MOGRA DHOOP CONE,-99,$1.50,'/products/natural-mogra-dhoop-cone',dhoop-camphor,https://www.ajijo.com.au/collections/dhoop-camphor/products/natural-mogra-dhoop-cone
NATURAL LILLY DHOOP CONE KALPANA,-99,$1.50,'/products/natural-lilly-dhoop-cone-kalpana',dhoop-camphor,https://www.ajijo.com.au/collections/dhoop-camphor/products/natural-lilly-dhoop-cone-kalpana
NATURAL LAVENDER DHOOP CONE,-99,$1.50,'/products/natural-lavender-dhoop-cone',dhoop-camphor,https://www.ajijo.com.au/collections/dhoop-camphor/products/natural-lavender-dhoop-cone
ENO ORANGE 100G,-99,$4.95,'/products/eno-orange-100g',digestive-health-aids,https://www.ajijo.com.au/collections/digestive-health-aids/products/eno-orange-100g
HAJMOLA IMLI 120PK,-99,$3.99,'/products/hajmola-imli-120pk',digestive-health-aids,https://www.ajijo.com.au/collections/digestive-health-aids/products/hajmola-imli-120pk
HAJMOLA IMLI,-99,$2.95,'/products/hajmola-imli',digestive-health-aids,https://www.ajijo.com.au/collections/digestive-health-aids/products/hajmola-imli
HAJMOLA ANNARDANA DABUR,-99,$3.99,'/products/hajmola-annardana-dabur',digestive-health-aids,https://www.ajijo.com.au/collections/digestive-health-aids/products/hajmola-annardana-dabur
HAJMOLA PUDINA,-99,$2.30,'/products/hajmola-pudina',digestive-health-aids,https://www.ajijo.com.au/collections/digestive-health-aids/products/hajmola-pudina
ENO GREEN LEMON,-99,$3.95,'/products/eno-green-lemon',digestive-health-aids,https://www.ajijo.com.au/collections/digestive-health-aids/products/eno-green-lemon
ENO FRUIT SALT,-99,$4.95,'/products/eno-fruit-salt',digestive-health-aids,https://www.ajijo.com.au/collections/digestive-health-aids/products/eno-fruit-salt
DABUR PUDIN HARA LIQUID 30ML,-99,$2.95,'/products/dabur-pudin-hara-liquid-30ml',digestive-health-aids,https://www.ajijo.com.au/collections/digestive-health-aids/products/dabur-pudin-hara-liquid-30ml
DABUR PUDIN HARA 30ML,-99,$0.00,'/products/dabur-pudin-hara-30ml',digestive-health-aids,https://www.ajijo.com.au/collections/digestive-health-aids/products/dabur-pudin-hara-30ml
SUPER DISHWASH BAR 1PC,-99,$2.00,'/products/super-dishwash-bar-1pc',dishwashing,https://www.ajijo.com.au/collections/dishwashing/products/super-dishwash-bar-1pc
MORNING FRESH LEMON DISWASHING LIQUID 400ML,-99,$4.50,'/products/morning-fresh-lemon-diswashing-liquid-400ml',dishwashing,https://www.ajijo.com.au/collections/dishwashing/products/morning-fresh-lemon-diswashing-liquid-400ml
DISHWASHING LIQUID 1L B&G,-99,$3.50,'/products/dishwashing-liquid-1l-b-g',dishwashing,https://www.ajijo.com.au/collections/dishwashing/products/dishwashing-liquid-1l-b-g
DISHWASHER POWDER 1KG B&G,-99,$4.50,'/products/dishwasher-powder-1kg-b-g',dishwashing,https://www.ajijo.com.au/collections/dishwashing/products/dishwasher-powder-1kg-b-g
DISHWASH LIQUID EARTH CHOICE 1L,-99,$3.75,'/products/dishwash-liquid-earth-choice-1l',dishwashing,https://www.ajijo.com.au/collections/dishwashing/products/dishwash-liquid-earth-choice-1l
15 PAPER PLATES 225MM BLACK &GOLD,-99,$2.99,'/products/15-paper-plates-225mm-black-gold',disposable,https://www.ajijo.com.au/collections/disposable/products/15-paper-plates-225mm-black-gold
SNACK PLATES 20S B&G,-99,$3.75,'/products/snack-plates-20s-b-g',disposable,https://www.ajijo.com.au/collections/disposable/products/snack-plates-20s-b-g
PLASTIC TEASPOONS 20PACK B&G,-99,$1.75,'/products/plastic-teaspoons-20pack-b-g',disposable,https://www.ajijo.com.au/collections/disposable/products/plastic-teaspoons-20pack-b-g
PLASTIC TEA SPOONS,-99,$1.50,'/products/plastic-tea-spoons',disposable,https://www.ajijo.com.au/collections/disposable/products/plastic-tea-spoons
PLASTIC SPOON DESSERT WHITE,-99,$1.50,'/products/plastic-spoon-dessert-white',disposable,https://www.ajijo.com.au/collections/disposable/products/plastic-spoon-dessert-white
PLASTIC KNIVES 20PACK B&G,-99,$1.75,'/products/plastic-knives-20pack-b-g',disposable,https://www.ajijo.com.au/collections/disposable/products/plastic-knives-20pack-b-g
PLASTIC KNIFE WHITE,-99,$1.50,'/products/plastic-knife-white',disposable,https://www.ajijo.com.au/collections/disposable/products/plastic-knife-white
PLASTIC FORK WHITE,-99,$1.50,'/products/plastic-fork-white',disposable,https://www.ajijo.com.au/collections/disposable/products/plastic-fork-white
PLASTIC FORK 20 PCK,-99,$1.75,'/products/plastic-fork-20-pck',disposable,https://www.ajijo.com.au/collections/disposable/products/plastic-fork-20-pck
PUPPY MILK PEDIGREE,-99,$4.90,'/products/puppy-milk-pedigree',dog-foods,https://www.ajijo.com.au/collections/dog-foods/products/puppy-milk-pedigree
PEDIGREE WITH PASTA& VEGIES,-99,$5.50,'/products/pedigree-with-pasta-vegies',dog-foods,https://www.ajijo.com.au/collections/dog-foods/products/pedigree-with-pasta-vegies
PEDIGREE DOG 3KG,-99,$15.00,'/products/pedigree-dog-3kg',dog-foods,https://www.ajijo.com.au/collections/dog-foods/products/pedigree-dog-3kg
CHICKEN WITH R&V PEDG,-99,$5.50,'/products/chicken-with-r-v-pedg',dog-foods,https://www.ajijo.com.au/collections/dog-foods/products/chicken-with-r-v-pedg
CHICKEN WITH LIVER CAT FOOD B&G 400G,-99,$1.75,'/products/chicken-with-liver-cat-food-b-g-400g',dog-foods,https://www.ajijo.com.au/collections/dog-foods/products/chicken-with-liver-cat-food-b-g-400g
IDLI DOSA BATTER 2KG SHREE GANESHA,-99,$13.00,'/products/idli-dosa-batter-2kg-shree-ganesha',dosa-batter,https://www.ajijo.com.au/collections/dosa-batter/products/idli-dosa-batter-2kg-shree-ganesha
IDLI DOSA BATTER 1KG SHREE GANESHA,-99,$8.00,'/products/idli-dosa-batter-1kg-shree-ganesha',dosa-batter,https://www.ajijo.com.au/collections/dosa-batter/products/idli-dosa-batter-1kg-shree-ganesha
SSF IDLI & DOSA MIX 2KG,-99,$13.00,'/products/ssf-idli-dosa-mix-2kg',dosa-batter,https://www.ajijo.com.au/collections/dosa-batter/products/ssf-idli-dosa-mix-2kg
SSF IDLI & DOSA MIX 1KG,-99,$8.00,'/products/ssf-idli-dosa-mix-1kg',dosa-batter,https://www.ajijo.com.au/collections/dosa-batter/products/ssf-idli-dosa-mix-1kg
"Sultana, Indya 100g",8,$4.00,'/products/indya-sultana-100g',dried-fruits,https://www.ajijo.com.au/collections/dried-fruits/products/indya-sultana-100g
CHOARA DRIED DATES 400GRAMS,-199,$4.99,'/products/choara-dried-dates-400grams',dried-fruits,https://www.ajijo.com.au/collections/dried-fruits/products/choara-dried-dates-400grams
MILO NESTLE 750G,-199,$11.00,'/products/milo-nestle-750g',drink-supplements,https://www.ajijo.com.au/collections/drink-supplements/products/milo-nestle-750g
MILO NESTLE 460G,-99,$9.00,'/products/milo-nestle-460g',drink-supplements,https://www.ajijo.com.au/collections/drink-supplements/products/milo-nestle-460g
MILO 1KG,-199,$13.00,'/products/milo-1kg',drink-supplements,https://www.ajijo.com.au/collections/drink-supplements/products/milo-1kg
TANG ORANGE 750G,-199,$10.95,'/products/tang-orange-200ml',drink-supplements,https://www.ajijo.com.au/collections/drink-supplements/products/tang-orange-200ml
TANG MANGO 750G,-99,$10.95,'/products/tang-mango-200ml',drink-supplements,https://www.ajijo.com.au/collections/drink-supplements/products/tang-mango-200ml
HORLICKS 500G,5,$10.99,'/products/horlicks-500g',drink-supplements,https://www.ajijo.com.au/collections/drink-supplements/products/horlicks-500g
BOURNVITA 500G,7,$8.99,'/products/bourn-vita-500g',drink-supplements,https://www.ajijo.com.au/collections/drink-supplements/products/bourn-vita-500g
"SAMBAR POWDER, Eastern",-99,$4.00,'/products/sambar-powder-eastern',eastern,https://www.ajijo.com.au/collections/eastern/products/sambar-powder-eastern
"KUDAMPULI (CAMBODGE), Eastern 200G",-99,$4.15,'/products/kudampuli-cambodge-eastern-200g',eastern,https://www.ajijo.com.au/collections/eastern/products/kudampuli-cambodge-eastern-200g
"PULIYINCHI, Eastern 400G",-99,$3.95,'/products/puliyinchi-eastern-400g',eastern,https://www.ajijo.com.au/collections/eastern/products/puliyinchi-eastern-400g
"MEAT MASALA , Eastern 160G",-99,$3.39,'/products/meat-masala-eastern-160g',eastern,https://www.ajijo.com.au/collections/eastern/products/meat-masala-eastern-160g
"RASAM POWDER, Eastern 165G",-99,$3.25,'/products/rasam-powder-eastern-165g',eastern,https://www.ajijo.com.au/collections/eastern/products/rasam-powder-eastern-165g
"CURRY POWDER, Eastern 165G",-99,$3.50,'/products/curry-powder-eastern-165g',eastern,https://www.ajijo.com.au/collections/eastern/products/curry-powder-eastern-165g
"BRAHMIN SAMBAR POWDER, Eastern 165G",-199,$3.25,'/products/brahmin-sambar-powder-eastern-165g',eastern,https://www.ajijo.com.au/collections/eastern/products/brahmin-sambar-powder-eastern-165g
"MUTTON MASALA, Eastern 100G",-99,$2.25,'/products/mutton-masala-eastern-100g',eastern,https://www.ajijo.com.au/collections/eastern/products/mutton-masala-eastern-100g
"MEEN MULAKU MASALA POWDER, Estern 100G",-99,$2.50,'/products/meen-mulaku-masala-powder-estern-100g',eastern,https://www.ajijo.com.au/collections/eastern/products/meen-mulaku-masala-powder-estern-100g
HILLTOPS FREE RANGE EGGS 700G,-99,$7.50,'/products/hilltops-free-range-eggs-700g',eggs,https://www.ajijo.com.au/collections/eggs/products/hilltops-free-range-eggs-700g
FARM PRIDE FREE RANGE EGGS 700G,-99,$6.50,'/products/farm-pride-free-range-eggs-700g',eggs,https://www.ajijo.com.au/collections/eggs/products/farm-pride-free-range-eggs-700g
FARM PRIDE CAGE EGGS 700G,-99,$4.50,'/products/farm-pride-cage-eggs-700g',eggs,https://www.ajijo.com.au/collections/eggs/products/farm-pride-cage-eggs-700g
MONSTER GREEN ENERGY DRINK 500ML,-199,$4.50,'/products/monster-energy-drink-500ml',energy-drinks,https://www.ajijo.com.au/collections/energy-drinks/products/monster-energy-drink-500ml
MONSTER MANGO ENERGY DRINK 500ML,-199,$4.50,'/products/monster-500ml',energy-drinks,https://www.ajijo.com.au/collections/energy-drinks/products/monster-500ml
STAR VANILLA ESSENCE 25ML,-99,$2.25,'/products/star-vanilla-essence-25ml',essence,https://www.ajijo.com.au/collections/essence/products/star-vanilla-essence-25ml
"ORANGE ESSENCE, STAR, 25ML",9,$1.95,'/products/star-orange-essence-25ml',essence,https://www.ajijo.com.au/collections/essence/products/star-orange-essence-25ml
MANGO ESSENCE 50 ML MAHARAJíS CHOICE,-99,$2.95,'/products/mango-essence-50-ml-maharajis-choice',essence,https://www.ajijo.com.au/collections/essence/products/mango-essence-50-ml-maharajis-choice
"LEMON ESSENCE, MAHARAJAH’S CHOICE, 50ML",9,$2.95,'/products/lemon-essence-50ml-maharajis-choice',essence,https://www.ajijo.com.au/collections/essence/products/lemon-essence-50ml-maharajis-choice
KEWRA ESSENCE 20ML,-99,$2.25,'/products/kewra-essence-20ml',essence,https://www.ajijo.com.au/collections/essence/products/kewra-essence-20ml
VIOLA VANILLA ESSENCE,-99,$3.25,'/products/viola-vanilla-essence',essence,https://www.ajijo.com.au/collections/essence/products/viola-vanilla-essence
VIOLA PINEAPPLE ESSENCE,-99,$2.25,'/products/viola-pineapple-essance',essence,https://www.ajijo.com.au/collections/essence/products/viola-pineapple-essance
VIOLA MANGO ESSENCE,-99,$3.25,'/products/viola-mango-essence',essence,https://www.ajijo.com.au/collections/essence/products/viola-mango-essence
VIOLA KEWDA ESSENCE,-99,$3.25,'/products/viola-kewda-essence',essence,https://www.ajijo.com.au/collections/essence/products/viola-kewda-essence
HERBAL KAJAL  PATANJALI,-99,$4.99,'/products/herbal-kajal-1-pc-patanjali',eye-care,https://www.ajijo.com.au/collections/eye-care/products/herbal-kajal-1-pc-patanjali
JOLEN CREME BLEACH,-199,$6.99,'/products/jolen-creme-bleach',face-care,https://www.ajijo.com.au/collections/face-care/products/jolen-creme-bleach
HESH MULTANI MITTI FACE PACK 100G,-99,$2.99,'/products/hesh-multani-mitti-face-pack-100g',face-care,https://www.ajijo.com.au/collections/face-care/products/hesh-multani-mitti-face-pack-100g
GOLD FACIAL KIT VLCC 60G,-199,$8.99,'/products/gold-facial-kit-vlcc',face-care,https://www.ajijo.com.au/collections/face-care/products/gold-facial-kit-vlcc
GOLD CREME BLEACH FEM,-199,$7.50,'/products/gold-creme-bleach-fem',face-care,https://www.ajijo.com.au/collections/face-care/products/gold-creme-bleach-fem
"AFGHAN SNOW GREEN, 50G",-199,$5.40,'/products/afghan-snow-green-50g',face-care,https://www.ajijo.com.au/collections/face-care/products/afghan-snow-green-50g
BOROPLUS CREAM 40ML,-99,$3.99,'/products/boroplus-cream-40ml',face-care,https://www.ajijo.com.au/collections/face-care/products/boroplus-cream-40ml
"STAYFREE REGULAR PADS, 10PK",3,$3.05,'/products/stayfree-regular-pads-10pk',feminine-hygiene,https://www.ajijo.com.au/collections/feminine-hygiene/products/stayfree-regular-pads-10pk
STAYFREE PADS REGULAR 20PK,-199,$5.45,'/products/stayfree-pads-regular-20pk',feminine-hygiene,https://www.ajijo.com.au/collections/feminine-hygiene/products/stayfree-pads-regular-20pk
STAYFREE PADS WITH  REGULAR WINGS 14PK,-199,$4.99,'/products/stay-free-pads-with-slim-regular-wings-14pk',feminine-hygiene,https://www.ajijo.com.au/collections/feminine-hygiene/products/stay-free-pads-with-slim-regular-wings-14pk
"LIBRA TAMPON REGULAR, 16 PCS",5,$5.05,'/products/libra-tampon-regular-16-pcs',feminine-hygiene,https://www.ajijo.com.au/collections/feminine-hygiene/products/libra-tampon-regular-16-pcs
LIBRA SLIM TAMPONS REGULAR 16 PCS,-199,$5.50,'/products/libra-slim-tampons-regular-16-pcs',feminine-hygiene,https://www.ajijo.com.au/collections/feminine-hygiene/products/libra-slim-tampons-regular-16-pcs
LIBRA INVISIBLE REGULAR PADS 12PK,-199,$5.79,'/products/libra-invisible-regular-pads-12pk',feminine-hygiene,https://www.ajijo.com.au/collections/feminine-hygiene/products/libra-invisible-regular-pads-12pk
LIBRA EXTRA WINGS PADS 14PK,-99,$5.99,'/products/libra-extra-wings-pads-14pk',feminine-hygiene,https://www.ajijo.com.au/collections/feminine-hygiene/products/libra-extra-wings-pads-14pk
"LIBRA APPLICATOR TAMPON REGULAR, 16PC",5,$5.85,'/products/libra-applicator-tampon-regular-16pc',feminine-hygiene,https://www.ajijo.com.au/collections/feminine-hygiene/products/libra-applicator-tampon-regular-16pc
COTTONS PAD ULTRA THIN WITH REGULAR WINGS 14PK,-199,$4.95,'/products/cottons-pad-ultra-thin-with-regular-wings',feminine-hygiene,https://www.ajijo.com.au/collections/feminine-hygiene/products/cottons-pad-ultra-thin-with-regular-wings
"Frooti mango drink, 2L",6,$7.99,'/products/frooti-mango-drink-2l',flavoured-drinks,https://www.ajijo.com.au/collections/flavoured-drinks/products/frooti-mango-drink-2l
"Frooti mango drink, 1.5L",6,$6.50,'/products/frooti-mango-drink-1-5l',flavoured-drinks,https://www.ajijo.com.au/collections/flavoured-drinks/products/frooti-mango-drink-1-5l
"Frooti mango drink, 500ml",15,$2.50,'/products/frooti-mango-drink-500ml',flavoured-drinks,https://www.ajijo.com.au/collections/flavoured-drinks/products/frooti-mango-drink-500ml
"Frooti mango drink, 200ml",12,$1.75,'/products/frooti-mango-drink-200ml',flavoured-drinks,https://www.ajijo.com.au/collections/flavoured-drinks/products/frooti-mango-drink-200ml
"TURMERIC & HONEY DRINK, ASHOKA 180ML",-99,$2.00,'/products/turmeric-honey-drink-180ml',flavoured-drinks,https://www.ajijo.com.au/collections/flavoured-drinks/products/turmeric-honey-drink-180ml
MANGO LASSI Sharma Kitchen,-199,$2.99,'/products/mango-lassi-sharma-kitchen',flavoured-drinks,https://www.ajijo.com.au/collections/flavoured-drinks/products/mango-lassi-sharma-kitchen
BADAMAZAA ALMOND ASHOKA 180ML,-99,$2.00,'/products/badamazaa-almond-ashoka-180ml',flavoured-drinks,https://www.ajijo.com.au/collections/flavoured-drinks/products/badamazaa-almond-ashoka-180ml
BADAM DRINK KWALITY 200ML,-199,$1.99,'/products/badam-drink-quality-200ml',flavoured-drinks,https://www.ajijo.com.au/collections/flavoured-drinks/products/badam-drink-quality-200ml
BADAM DRINK MTR 180ML,-199,$1.99,'/products/badam-drink-mtr',flavoured-drinks,https://www.ajijo.com.au/collections/flavoured-drinks/products/badam-drink-mtr
SEMOLINA (SUJI) FINE 900G UTTAM,-199,$3.99,'/products/semolina-suji-fine-900g-uttam',flour-others,https://www.ajijo.com.au/collections/flour-others/products/semolina-suji-fine-900g-uttam
GREWAL besan fine 1KG,20,$4.50,'/products/grewal-besan-1kg',flour-others,https://www.ajijo.com.au/collections/flour-others/products/grewal-besan-1kg
RICE FLOUR FINE 900G UTTAM,5,$2.50,'/products/rice-flour-fine-900g-uttam',flour-others,https://www.ajijo.com.au/collections/flour-others/products/rice-flour-fine-900g-uttam
TYSON FLOUR UTTAM 900G,5,$4.50,'/products/tyson-flour-uttam-900g',flour-others,https://www.ajijo.com.au/collections/flour-others/products/tyson-flour-uttam-900g
"RAGI PUTTU POWDER(CEREAL POWDER), BRAHMINS, 1 KG",11,$5.50,'/products/ragi-puttu-powdercereal-powder-brahmins-1-kg',flour-others,https://www.ajijo.com.au/collections/flour-others/products/ragi-puttu-powdercereal-powder-brahmins-1-kg
"APPAM/ IDIYAPPAM PODI (RICE FLOUR), BRAHMINS, 1 KG",10,$4.99,'/products/appam-idiyappam-podirice-flour-brahmins-1-kg',flour-others,https://www.ajijo.com.au/collections/flour-others/products/appam-idiyappam-podirice-flour-brahmins-1-kg
"PUTTU PODI(RICE FLOUR), BRAHMINS, 1 KG",11,$4.99,'/products/puttu-podi-brahmins-1-kg',flour-others,https://www.ajijo.com.au/collections/flour-others/products/puttu-podi-brahmins-1-kg
"MULTIGRAIN PUTTU PODI, BRAHMINS, 1 KG",11,$4.99,'/products/multigrain-puttu-podi-brahmins-1-kg',flour-others,https://www.ajijo.com.au/collections/flour-others/products/multigrain-puttu-podi-brahmins-1-kg
"EASY PALAPPAM MIX, BRAHMINS, 1 KG",11,$4.99,'/products/easy-palappam-mix-brahmins-1-kg',flour-others,https://www.ajijo.com.au/collections/flour-others/products/easy-palappam-mix-brahmins-1-kg
"TANDOORI ROTI, MENU, 5PCS (300G)",-199,$5.99,'/products/tandoori-roti-menu-5pcs-300g',freezer,https://www.ajijo.com.au/collections/freezer/products/tandoori-roti-menu-5pcs-300g
PEELED GARLIC FROZEN,7,$9.99,'/products/peeled-garlic-frozen',freezer,https://www.ajijo.com.au/collections/freezer/products/peeled-garlic-frozen
"ALOO PARATHA, VADILAL, 4 PCS",9,$4.99,'/products/aloo-paratha-vadilal-4-pcs',freezer,https://www.ajijo.com.au/collections/freezer/products/aloo-paratha-vadilal-4-pcs
"TANDOORI ROTI, BIKAJI, 6 PCS",10,$5.99,'/products/tandoori-roti-bikaji-6-pcs',freezer,https://www.ajijo.com.au/collections/freezer/products/tandoori-roti-bikaji-6-pcs
NAAN TANDOORI VADILAL 5 PCS,15,$5.50,'/products/naan-tandoori-vadilal-400g',freezer,https://www.ajijo.com.au/collections/freezer/products/naan-tandoori-vadilal-400g
"TANDOORI NAAN, MENU, 5PCS (425G)",8,$4.99,'/products/tandoori-naan-menu-5pcs-425g',frozen-breads,https://www.ajijo.com.au/collections/frozen-breads/products/tandoori-naan-menu-5pcs-425g
"MALABAR POROTTA, INSTANT DELIGHT,  300 G",8,$3.99,'/products/malabar-porotta-instant-delight-300-g',frozen-breads,https://www.ajijo.com.au/collections/frozen-breads/products/malabar-porotta-instant-delight-300-g
"POROTTA (MALABAR STYLE), INSTANT DELIGHT,  2KG",8,$13.99,'/products/porotta-malabar-style-instant-delight-2kg',frozen-breads,https://www.ajijo.com.au/collections/frozen-breads/products/porotta-malabar-style-instant-delight-2kg
METHI THEPLA ASHOKA 5 PCS,15,$5.99,'/products/m-ashoka-4pcs',frozen-breads,https://www.ajijo.com.au/collections/frozen-breads/products/m-ashoka-4pcs
LACHCHA PRATHA ASHOKA 4PCS,8,$5.99,'/products/lachcha-pratha-ashoka-4pcs',frozen-breads,https://www.ajijo.com.au/collections/frozen-breads/products/lachcha-pratha-ashoka-4pcs
ASLI PRATHA ASHOKA 5 PCS,4,$5.99,'/products/asli-pratha-ashoka-5-pcs',frozen-breads,https://www.ajijo.com.au/collections/frozen-breads/products/asli-pratha-ashoka-5-pcs
MALABARI PRATHA ASHOKA 5 PCS,9,$5.99,'/products/malabari-pratha-ashoka-5-pcs',frozen-breads,https://www.ajijo.com.au/collections/frozen-breads/products/malabari-pratha-ashoka-5-pcs
PANEER PRATHA ASHOKA 3 PCS,10,$5.99,'/products/paneer-pratha-ashoka-3-pcs',frozen-breads,https://www.ajijo.com.au/collections/frozen-breads/products/paneer-pratha-ashoka-3-pcs
